!01	Naginata (1)
!03	Naginata (2)
!05	Naginata (3)
!06	Naginata (4)
!07	Naginata (Sacred)
!08	Raptor Scythe (1)
!1!	Warp Blade (2)
!10	Raptor Scythe (2)
!12	Raptor Scythe (3)
!13	Raptor Scythe (4)
!14	Raptor Scythe (Sacred)
!15	Bonesplitter (1)
!17	Bonesplitter (2)
!19	Bonesplitter (3)
!20	Bonesplitter (4)
!21	Bonesplitter (Sacred)
!22	Mammen Axe (1)
!24	Mammen Axe (2)
!26	Mammen Axe (3)
!27	Mammen Axe (4)
!28	Mammen Axe (Sacred)
!3!	Warp Blade (3)
!30	Hammerhead Axe (2)
!32	Hammerhead Axe (3)
!33	Hammerhead Axe (4)
!34	Hammerhead Axe (Sacred)
!35	Ono (1)
!37	Ono (2)
!39	Ono (3)
!4!	Warp Blade (4)
!40	Ono (4)
!41	Ono (Sacred)
!42	Valaska (1)
!44	Valaska (2)
!46	Valaska (3)
!47	Valaska (4)
!48	Valaska (Sacred)
!49	Labrys (1)
!5!	Warp Blade (Sacred)
!51	Labrys (2)
!53	Labrys (3)
!54	Labrys (4)
!55	Labrys (Sacred)
!56	Flamen Staff (1)
!58	Flamen Staff (2)
!60	Flamen Staff (3)
!61	Flamen Staff (4)
!62	Flamen Staff (Sacred)
!63	Marrow Staff (1)
!65	Marrow Staff (2)
!67	Marrow Staff (3)
!68	Marrow Staff (4)
!69	Marrow Staff (Sacred)
!70	Hexblade (1)
!72	Hexblade (2)
!74	Hexblade (3)
!75	Hexblade (4)
!76	Hexblade (Sacred)
!77	Spirit Edge (1)
!79	Spirit Edge (2)
!81	Spirit Edge (3)
!82	Spirit Edge (4)
!83	Spirit Edge (Sacred)
!84	Holy Lance (1)
!86	Holy Lance (2)
!88	Holy Lance (3)
!89	Holy Lance (4)
!90	Holy Lance (Sacred)
!91	Tepoztopilli (1)
!93	Tepoztopilli (2)
!95	Tepoztopilli (3)
!96	Tepoztopilli (4)
!97	Tepoztopilli (Sacred)
!98	Warp Blade (1)
!@1	\dgreen;Evil Eye of the Clawstorm
!@2	\dgreen;Evil Eye of the Landmass
!@3	\dgreen;Evil Eye of the Glowing Blob
!@4	\dgreen;Evil Eye of the Fairy Witch
!@5	\dgreen;Evil Eye of the Bane Hunter
!@6	\dgreen;Dogma of Suffering
!@7	\dgreen;Dogma of Pain
!@8	\dgreen;Dogma of Hatred
!@9	\dgreen;Dogma of Terror
!@A	\dgreen;Dogma of Destruction
!@B	\dgreen;Signet of Skill
##.	\gold;Neutrality Pact
##^	\dgreen;Custom Signet of Learning
#01	\orange;Lord Aldric Jitan Trophy
#02	\orange;Legacy of Blood Trophy
#03	\orange;Judgement Day Trophy
#04	\orange;Akarat Trophy
#05	\orange;Kingdom of Shadow Trophy
#06	\orange;Duncraig Trophy
#07	\orange;Rathma Square Trophy
#08	\orange;Cathedral of Light Trophy
#09	\orange;Tran Athulua Trophy
#10	\orange;Quov Tsin Trophy
#11	\orange;Astrogha Trophy
#12	\orange;The Lord of Sin Trophy
#13	\orange;Viz-jun Trophy
#14	\orange;Archbishop Lazarus Trophy
#15	\orange;Triune Trophy
#16	\orange;Uldyssian's Trophy
#17	\orange;Black Road Trophy
#1^	\gold;Diablo's Essence
#2^	\orange;Pandora's Box
#X0	Gem
#X1	Cube Reagent (Secret)\n\orange;Emblem of Suffering
#X2	Cube Reagent (Secret)\n\orange;Emblem of Pain
#X3	Cube Reagent (Secret)\n\orange;Emblem of Hatred
#X4	Cube Reagent (Secret)\n\orange;Emblem of Terror
#X5	Cube Reagent (Secret)\n\orange;Emblem of Destruction
#X6	Cube Reagent (Secret)\n\orange;Emblem of Lies
#X7	Level Challenge 0
#X8	\red;Instructions\nLevel Challenge 0
#X9	Cube Reagent\n\orange;Griswold's Treasure
#Y^	Creator's Hand\nCongratulations!
&66	\orange;Mystic Orb\nKara's Trinket
Arcanna's Sign	Arcanna's Sign
Arcanna's Tricks	Arcanna's Tricks
Arch-Angel's	Arch-Angel's
Archangel	Archangel
Archangel's Deliverance	Arch-angel's Deliverance
ArchangelRes	Seraph
Archer's	Archer's
Archon	Archon
Archon's Wrath	Archon's Wrath
Arcing	Arcing
Arctic	Arctic
Arctic Binding	Arctic Binding
Arctic Furs	Arctic Furs
Arctic Gear	Arctic Gear
Arctic Horn	Arctic Horn
Arctic Mitts	Arctic Mitts
Argent	Argent
Argentek's Tide	Argentek's Tide
Arihan's End	Arihan's End
Arioc's Needle	Arioc's Needle
Arkaine's Valor	Arkaine's Valor
Arkenstone	Arkenstone
Arm of King Leoric	Arm of King Leoric
ArmageddonKZ	Armageddon Knight
Armor	Armor
Armor of the Old Religion	Armor of the Old Religion
ArmorStand	Armor Stand
ArmoredTitan	Armored Titan
Arnazeus Pinnacle	Arnazeus Pinnacle
Arreat Plateau	Arreat Plateau
Arreat's Face	Arreat's Face
Arreat's Heart	Arreat's Heart
Arreat's Snowcap	Arreat's Snowcap
Arrowsider	Arrowsider
Artful	Artful
Artificer's	Artisan's
Asathorr	Asatruar
AsathorrRean	Asathorr
Asatruar	Asatruar
Asclepion	Asclepion
Asgardsreia	Asgardsreia
AshTroll	Ash Troll
AshUM	Ash
Ashaera's Armor	Ashaera's Armor
Ashaera's Cateye	Asheara's Cateye
AshearaGossip1	66\nYour skills are unique indeed. They are \nneither sorcery, nor physical, but seem \nto be a harmonious blend of the two. \nThe Iron Wolves could learn much from \nyour kind.\n
AshearaGossip2	160\nWhy fight fair, when you can hire some \nof us?\n
AshearaGossip3	107\nNo one comes to Kurast anymore \nwithout good reason. You must be \nseeking fame and fortune.\n
AshearaGossip4	137\nThe Iron Wolves and I have made a \ngood living around here lately.\n
AshearaGossip5	110\nThe jungle can take you down fast. Try \nto avoid getting trapped out there if \nyou can.\n
AshearaGossip6	90\nHratli may be a bit too clever for his \nown good. Still, I'd trust his work \nanytime.\n
AshearaGossip7	77\nHratli thinks he's so funny. The other \nday he said, 'Asheara, I don't recognize \nyou without that big gash on your \nface.'\n
AshearaGossip8	97\nMeshif says he used to live here. I'm \nsurprised he came back. I'll bet he \nwishes he hadn't.\n
AshearaGossip9	78\nI invited Natalya to join the Iron Wolves \nand she began lecturing me about the \n'dangers of magic'. Who the hell does \nshe think she is, anyway?\n
AshearaIntroAmaGossip1	50\nHello, there. You must be an Amazon. \nI've heard about your people... nomadic \nwarriors without peer.\n \nMy name's Asheara, and I lead the \nmercenary band of mages known as \nthe Iron Wolves. We've been hunting \ndown demons in the jungle for months, \nbut no matter how many of them we \nkill, they just keep comin'. Seems this \nwhole place has been overrun by evil.\n \nRumor has it that you've come here to \nhelp. If that's true, then I'll let you hire \nsome of my mercenaries.\n \nBut be careful... If you piss them off, \nthey can be worse than those monsters \nout in the jungle.\n
AshearaIntroGossip1	54\nHello, there. You must be a great \nadventurer to risk coming here.\n \nMy name's Asheara, and I lead the \nmercenary band of mages known as \nthe Iron Wolves. We've been hunting \ndown demons in the jungle for months, \nbut no matter how many of them we \nkill, they just keep comin'. Seems this \nwhole place has been overrun by evil.\n \nRumor has it that you've come here to \nhelp. If that's true, then I'll let you hire \nsome of my mercenaries.\n \nBut be careful... If you piss them off, \nthey can be worse than those monsters \nout in the jungle.\n
Ashenwind	Ashenwind
Ashrera's Wired Frame	Asheara's Wired Frame
Askarbydd	Askarbydd
Askari Device	Askari Device
Asmodai	Asmodai
Aspect	Aspect
AspisSU3	Soul Harvest
AssOnly	(Assassin Only)
Assailant	Assailant
Assamic	Lunar
Assamite	Assamite
Assassin	Assassin
Assault on Mt Arreat	Arreat Summit
AssurBase	Assur
Astarte	Astarte
Asteroid Belt	The Asteroid Belt
Astral	Astral
AstralBlade	Astral Blade
Astreon's Citadel	Astreon's Citadel
AstroSpider	Moon Arachnid
Astrogha	Astrogha
Astrogha's Eye	Astrogha's Eye
Astrogha's Fang	Astrogha's Fang
Asymptomatic	Asymptomatic
AtannaKhansDress	Atanna Khan's Dress
AtannasKey	Atanna's Key
Athena's Wrath	Athena's Wrath
Athlete's	Athletic
AthuluaHerself	Athulua, the Amazonian Goddess
AthuluasHandSU3	Disc of Blood
AthuluasOracle	Athulua's Oracle
AthuluasWrath	Athulua's Wrath
Atlacamani	Atlacamani
Atlantis	Atlantis
Atma	Atma
Atma's Scarab	Atma's Scarab
Atma's Wail	Atma's Wail
AtmaGossip1	86\nEvil has laid siege to Lut Gholein and \nyou may be our last hope...\n
AtmaGossip2	56\nThis public house used to be quite lively, \nuntil this plague of evil. Luckily, I've \nmanaged to save away a tidy nest egg. \nUnfortunately, I couldn't save \neverything I cared for...\n
AtmaGossip3	57\nIn addition to my public house, there \nused to be several brothels doing \nbusiness here. When the troubles first \nstarted in the desert, the harem guilds \nsought sanctuary within the palace.\n \nOf course, Jerhyn was glad to oblige. I'll \nbet they're finding many ways to repay \nhim for his protection.\n
AtmaGossip4	70\nGeglash may seem like a sot, but he's a \nbrave man. All this trouble has driven \nhim to drinking more than his usual.\n
AtmaGossip5	64\nElzix and I have reached an \nunderstanding over the years. He \nsends travelers to me for drink and \nentertainment, and I send them back to \nhim for a soft bed. The travelers often \ntrade their wares for lodging.\n
AtmaGossip6	89\nMeshif seldom patronizes my \nestablishment. I think he prefers to \nstay out there on his leaky ship.\n
AtmaGossip7	71\nOh, Lysander is cranky, but he's a good \nold man. He used to give me medicines \nwhen... my son was ill.\n
AtmaGossip8	78\nDrognan is a very private person. He's \nalways studying ancient scrolls and \nsuch. He may be a mystery to me \nforever.\n
AtmaIntroGossip1	59\nYou'll forgive me if I seem upset. I've \nsuffered a loss recently, but that's not \nyour problem.\n \nIt's a relief to see some proper warriors \ncome through here. My name is Atma. I \nrun the tavern here in Lut Gholein.\n
Atomus	Atomus
AttRateplev	Attack Rating per Level
AttSpeedplev	Attack Speed per Level
Augur	Augur
Aureolin	Aureolic
Auriel's Halo	Auriel's Halo
AurielsRobe	Auriel's Robe
Aurora's Guard	Aurora's Guard
Aurumvorax	Aurumvorax
Auto Da Fe	Auto Da Fe
AvalancheAa	Avalanche
AvalancheSUM	Avalanche
Avatar	Avatar
Axe Dweller	Axe Dweller
AxeSU3	Frigid Chopper
Azgar's Mark	Azgar's Mark
Azmodan	Azmodan, Lord of Sin
AzmodansHeart2	Azmodan's Heart
Azrael	Azrael
Azure	Azure
AzureDrake	Azure Drake
AzureDrakeX	Azure Drake
Azurewrath	Azurewrath
B0+	\orange;Abandoned Shrine (10)
B0+S	\orange;Abandoned Vessel
B1+	\orange;Abandoned Shrine (9)
B2+	\orange;Abandoned Shrine (8)
B3+	\orange;Abandoned Shrine (7)
B4+	\orange;Abandoned Shrine (6)
B5+	\orange;Abandoned Shrine (5)
B6+	\orange;Abandoned Shrine (4)
B7+	\orange;Abandoned Shrine (3)
B8+	\orange;Abandoned Shrine (2)
B9+	\orange;Abandoned Shrine (1)
Baal	Baal
Baal Crab	Baal
Baal Crab Clone	Baal
Baal Crab to Stairs	Baal
Baal Subject 1	Colenzo the Annihilator
Baal Subject 2	Achmel the Cursed
Baal Subject 3	Bartuc the Bloody
Baal Subject 4	Ventar the Unholy
Baal Subject 5	Lister the Tormentor
Baal Subject 6	The Butcher
Baal Subject 6a	The Baker
Baal Subject 6b	The Candlestick Maker
Baal Subject Mummy	Unraveler
Baal Taunt	Baal
Baal Tentacle	Festering Appendages
Baal Throne	Baal
BaalColdMage	Death Mage
BaalMNX	Baal
Baals Minion	Minion of Destruction
Back	cancel
BadMood	Bad Mood
Baezil's Vortex	Baezil's Vortex
Baezils Vortex	Baezil's Vortex
BagofTricks	Bag of Tricks
Bahamut's	Bahamut's
Balance	Balance
BalancedAxeSU3	Lacerator
Balrog	Balrog
BalrogBsd	Balrog
BandedPlateSU3	Mage's Whirlpool
Bane	Bane
Bane Ash	Bane Ash
BaneMonster	Bane Monster
BaneMonsterSUM	Bane Monster
BaneUM	Bane
BaneoftheHoradrim	Bane of the Horadrim
BangUM	Bang
Banished	The Banished
BanishedSoul	Banished Soul
Banner of Duncraig	Banner of Duncraig
BannerofBitterWinds	Banner of Bitter Winds
Banshee	Banshee
Banshee's Wail	Banshee's Wail
BarOnly	(Barbarian Only)
BarShaman	Bear Shaman
Baranar's Star	Baranar's Star
Barb	Barb
BarbSkillTimers	Max this skill until Base Level 6 to remove Cooldown
Barbarian	Barbarian
BarghestsHowl	Barghest's Howl
Barkjazexjajhkml	Broodling
BaronSludgeBonecrusher	Baron Sludge's Bonecrusher
Barracks	Barracks
Barracksremoved	Removed
Barrel	Barrel
BarrelEx	an Exploding Barrel
Barricade Door	Barricaded Door
Barricade Tower	Barricaded Tower
Barricade Wall Left	Barricade
Barricade Wall Right	Barricade
Bartuc's Curse	Bartuc's Curse
Bartucs Eye	Bartuc's Eye
BasherX	Basher
Basket	Basket
BastardSwordSU3	Raging Tempest
Bastion of the Triune	Bastion of the Triune
Bathos	Bathos
Battle Rage	Battle Rage
BattleAxeSU3	Hellslayer
Battlemaiden	Battlemaiden
BeadsOfTheSK22	(Secret)\nBeads of the Snake King
BeadsOfTheSnakeQueen	Beads of the Snake Queen
Beanie Sidhe	Beanie Sidhe
Bear	Bear
BearGrin	Bear Grin
BearGrowl	Ignore Physical Resistance of the Undead
BearQ	Bear
Beast	Beast
Beast Prince	Big Bad
Beetleburst	Beetleburst
BeginTaintedSunAma	Great. An eclipse. This just keeps getting better and better.
BeginTaintedSunAss	An eclipse... never a good omen.
BeginTaintedSunBar	What is wrong with the sun?
BeginTaintedSunDru	Strange... an unexpected eclipse.
BeginTaintedSunNec	Only the darkest magics can turn the sun black.
BeginTaintedSunPal	What Evil taints the light of the sun?
BeginTaintedSunSor	Only powerful magic can conjure an eclipse.
BelialHeroicBoss	Belial, Lord of Lies
Bent	Bent
Bergkaiser	Bergkaiser
Berith	Berith
Berserk	Berserk
BerserkSlayer	Berserker Slayer
Berserker's	Berserker's
Berserker's Garb	Berserker's Arsenal
Berserker's Hatchet	Berserker's Hatchet
Berserker's Hauberk	Berserker's Hauberk
Berserker's Headgear	Berserker's Headgear
Berserrker	Berserrker
Beryl	Beryl
BetaBoss	Beta
Bile	Bile
Bilefroth the Pit Master	Bilefroth the Pit Master
Binding	Binding
Binding of Baal	Canyon of the Magi
BindingTreads	Binding Treads
Bing Sz Wang	Bing Sz Wang
Bishibosh	Bishibosh
Bitter	Bitter
BitterHarvest	Bitter Harvest
Black	Black
Black Abyss	Black Abyss
Black Cat	Black Cat
Black Dwarf	Black Dwarf
Black Hades	Black Hades
Black Marsh	Black Marsh
Black Sheep Wall	Black Sheep Wall
Black Sun Spear	Black Sun Spear
BlackArcher	Black Archer
BlackBaboon	Black Baboon
BlackCatZ	Black Cat
BlackDeathZ	Black Death
BlackDog	(Secret)\nBlack Dog
BlackFlame	Black Flame
BlackHandSigil	Black Hand Sigil
BlackHeartKnight	Black Knight
BlackIceDemon	Black Ice Demon
BlackLancer	Black Lancer
BlackLocusts	Black Locusts
BlackMasquerade	Black Masquerade
BlackPantherM	Bane Hunter
BlackRaptor	Black Raptor
BlackRazor	Black Razor
BlackRogue	Black Rogue
BlackRoseCrown	Crown of the Black Rose
BlackSoul	Black Soul
BlackVoid	Black Void
BlackVulture	Black Vulture
BlackVultureNest	Black Raptor Nest
Blackash the Burning	Blackash the Burning
Blackbog's Sharp	Blackbog's Sharp
BlackguardHelmSU3	Fauztin's Shadow
Blackhand Key	Blackhand Key
Blackheart	Blackheart
Blackhorn	Blackhorn
Blackhorn's Face	Blackhorn's Face
BlackjadesLegacy	Blackjade's Legacy
Blackleach Blade	Blackleach Blade
Blackoak Shield	Blackoak Shield
Blackstorm	Blackstorm
Blacktongue	Blacktongue
Blade	Blade
Blade Creeper	Blade Sentinel
Blade of Ali Baba	Blade of Ali Baba
Blade of the Jitan	Blade of the Jitan
BladeTalonsSU3	Scream of Nature
Bladebone	Bladebone
Bladebuckle	Bladebuckle
Blademaster	Blade Master
Blanched	Blanched
Blank	Void
Blastbark	Blastbark
Blaze	Blaze
Blaze Ripper	Blaze Ripper
Blazing	Blazing
Blessed	Blessed
BlessedWrath	Blessed Wrath
Blight	Blight
BlightWing	
Blightfire	Blightfire
Blighting	Blighting
Blightstone the Weak	Blightstone the Weak
BlindAnger	Blind Anger
Bling Bling	Bling Bling
Blink	Blink
Blinkbats Form	Blinkbat's Form
BlockedDoor	Blocked Door
Blood	Blood
Blood Chalice	Blood Chalice
Blood Comet	Blood Comet
Blood Crescent	Blood Crescent
Blood Lord1	Moon Lord
Blood Lord2	Night Lord
Blood Lord3	Blood Lord
Blood Lord4	Hell Lord
Blood Lord5	Death Lord
Blood Moor	Blood Moor
Blood Rain	Blood Rain
Blood Temptress	Blood Temptress
Blood Witch	Blood Witch
BloodBengal	Blood Bengal
BloodBoss	Blood Boss
BloodBringer	Blood Bringer
BloodClan	Blood Clan
BloodDiver	Blood Diver
BloodGolem	Blood Golem
BloodHawk	Blood Hawk
BloodHawkNest	Blood Hawk Nest
BloodHook	Blood Hook
BloodHookNest	Blood Hook Nest
BloodHunter	Blood Hunter
BloodHunterShaman	Blood Hunter Shaman
BloodKnight	Blood Knight
BloodLord	Blood Lord
BloodMarquis	Blood Marquis
BloodPrinceZ	Blood Prince
BloodRogue	Blood Rogue
BloodStinger	Blood Stinger
BloodStoneE	Blood Stone
BloodUM	Blood
BloodWarrior	Blood Warrior
BloodWing	Blood Wing
BloodWingNest	Blood Wing Nest
BloodWitch	
BloodbathDescLong	Heals 3% maximum life when you kill an enemy
Bloodbond	Bloodbond
Bloodbrother	Bloodbrother
Blooddancer	Blooddancer
BloodfireRogueZ	Bloodfire Rogue
Bloodfist	Bloodfist
Bloodletter	Bloodletter
Bloodmoon	Bloodmoon
Bloodmoon Soulfire	Bloodmoon Soulfire
Bloodraven	Blood Raven
Bloodraven's Charge	Blood Raven's Charge
Bloodrise	Bloodrise
Bloodskin Darkbow	Bloodskin Darkbow
Bloodthief	Bloodthief
Bloodtree Stump	Bloodtree Stump
Bloodwitch the Wild	Bloodwitch the Wild
Bloody	Bloody
Bloody Foothills	Bloody Foothills
Blunderbore	Blunderbore
Blur	Blur
BnetnewGameTime	Game Time:
Boarfrost	Boarfrost
Body Looted	Body Looted
BodyPartsFormat	%0 %1
Bog Creature	Bog Creature
Boltplev1	Bolts per Level
Boltplev2	+1 Bolt per Level
Boltplev3	+1 Bolt per %d Levels
BonaDea	Bona Dea
Bone	Bone
Bone Gasher	Bone Gasher
BoneArcher	Bone Archer
BoneArcherZ	Bone Archer
BoneChest	Bone Chest
BoneGasher	Bone Gasher
BoneHelmSU3	Creator's Folly
BoneMage	Bone Mage
BoneScalpel	Bone Scalpel
BoneSorcerer	Bone Sorcerer
BoneSorcererZ	Bone Sorcerer
BoneUM	Bone
BoneWarlock	Bone Warlock
BoneWarrior	Bone Warrior
BoneWarriorZ	Bone Warrior
Boneash	Bone Ash
Bonebreak	Bonebreaker
Bonechewer	Bonechewer
Bonefiend	Bonefiend
Boneflame	Boneflame
Boneflesh	Boneflesh
BonegrinderZ	Bonegrinder
Bonehew	Bonehew
Bonerattler	Bonerattler
Bonesaw Breaker	Bonesaw Breaker
Bonescapel	Bonescalpel
Boneshade	Boneshade
Boneslayer Blade	Boneslayer Blade
Bonesob	Bonesnap
BonusInarius	Inarius
BookFormat	%0 %1
BookOfAkarat	Visions of Akarat
BookOfLaz	The Glorious Book of Median
BookOfTriune2	\grey;Quest Item\n\gold;Tome of Possession
BootsSU3	Wizard's Path
Boreal	Boreal
BorginsVigil	Borgin's Vigil
BossKillerRing	Ring of the Five
BossRathma	Rathma
BossSummonerRing	\gold;Ring of Pride
BosssMendeln	Mendeln
BottledWilloWisp	Bottled Will-o-Wisp
BoundSpirit	Bound Spirit
Bowyer's	Bowyer's
BrachyceranReward	Xazax's Illusion
Brahman	Brahman
Brainburst	Brainburst
Brainhack	Brainhack
Brainhew	Brainhew
Bramble	Bramble
BrambleHulk	Bramble Hulk
Bramwell	Bramwell
Branch of AM Splinters	Branch of a Million Splinters
BrandistockSU3	Sky Scorcher
Brawl	Brawl
BreastPlateSU3	Kerrigan's Chest
Bremm Sparkfist	Bremm Sparkfist
Bremmtown	Bremmtown
Bright	Bright
Brilliant	Brilliant
Brimstone	Brimstone
Brisk	Brisk
BroadAxeSU3	Greil's Urvan
BroadSwordSU3	Holy Avenger
Brocken	Brocken
Brogues	Brogues
Broken	Broken
Broken Spaces	Edge of Nothingness
BrokenSoul	Broken Soul
Brokenstorm	Brokenstorm
Bronze	Bronze
BronzeShamanZ	Warforged Shaman
BronzeShieldSU3	Shaman's Grace
BronzeTitan	Bronze Titan
BroodMutha	Brood Mother
Broodswarm	Brood Swarm
Brown	Brown
Brutal	Brutal
Brute	Brute
BucketX	Bucket
BucklerSU3	Polar Breath
Bul Katho's Wedding Band	Bul-Kathos' Wedding Band
Bul Kathos' Teaching	Bul Kathos' Teaching
Bul Kathos' Temper	Bul Kathos' Temper
Bul-Kathos	Bul-Kathos
Bul-Kathos' Children	Bul-Kathos' Children
Bul-Kathos' Custodian	Bul-Kathos' Custodian
Bul-Kathos' Might	Bul-Kathos' Might
Bul-Kathos' Sacred Charge	Bul-Kathos' Sacred Charge
Bul-Kathos' Tribal Guardian	Bul-Kathos' Tribal Guardian
Bul-Kathos' Warden	Bul-Kathos' Warden
BullPrince	Bull Prince
BullPrinceRodeoMNX	Bull Prince Rodeo
Bullseye	Bullseye
Burgundy	Burgundy
Burial Grounds	Burial Grounds
Buried Hawk	The Buried Hawk
Buriza-Do Kyanon	Buriza-Do Kyanon
Buriza-Do Tsuru	Buriza-Do Tsuru
Burlesque	Burlesque
Burly	Burly
Burning	Burning
BurningDead	Burning Dead
BurningDeadArcher	Burning Dead Archer
BurningDeadArcherZ	Burning Dead Archer
BurningDeadMage	Burning Dead Mage
BurningDeadSorc	Burning Dead Sorcerer
BurningDeadSorcZ	Burning Dead Sorcerer
BurningDeadWarlock	Burning Dead Warlock
BurningDeadZ	Burning Dead
BurningSoul	Burning Soul
Bush Wacker	Bush Wacker
Butcher's Lair	Butcher's Lair
Butcher's Pupil	Butcher's Pupil
Butchers Cleaver	Butcher's Cleaver
ButchersTooth	The Butcher's Tooth
Buyard Cholik	Buyard Cholik
Buzzbomb	Buzzbomb
Buzzing	Buzzing
Buzzsaw	Buzzsaw
Bverrit Keep	Bverrit Keep
C0+	\orange;Quiet Shrine (10)
C0+S	\orange;Quiet Vessel
C1+	\orange;Quiet Shrine (9)
C2+	\orange;Quiet Shrine (8)
C3+	\orange;Quiet Shrine (7)
C4+	\orange;Quiet Shrine (6)
C5+	\orange;Quiet Shrine (5)
C6+	\orange;Quiet Shrine (4)
C7+	\orange;Quiet Shrine (3)
C8+	\orange;Quiet Shrine (2)
C9+	\orange;Quiet Shrine (1)
CWEnforcerWithHammer	AC-1 Hammer Bot
CWEnforcerWithLaser	AC-2 Rivet Bot
Cabinet	Cabinet
Cadaver	Cadaver
CainAct2Gossip1	48\nGreetings, my friend. Have you spoken \nto Jerhyn yet? He's quite a remarkable \nleader for being such a young man. \nThen again, the old blood has always \nrun strong in this land.\n
CainAct2Gossip2	71\nThere is something about Fara that \ntroubles me. Her manner is strange for \na lonely desert-maid.\n
CainAct2Gossip3	70\nElzix is quite a scoundrel, but I like him \nall the same.\n
CainAct2Gossip4	59\nI talked at length with Warriv as we \ncrossed the desert from Khanduras. He \nhas many fascinating tales of the \ndangers in the desert. His experience \nmay be useful to you.\n
CainAct2Gossip5	57\nMeshif is an interesting man. Part of \nhim longs for the freedom of the open \nseas... Yet his heart belongs in his \nhomeland.\n
CainAct3Gossip1	62\nSeeing his homeland in such a state \nmust be horrifying to Meshif. I'm \nsurprised he's willing to remain here in \norder to help you.\n
CainAct3Gossip2	82\nAsheara seems like a very tough \nwoman. I'd be careful around her if I \nwere you.\n
CainAct3Gossip3	53\nDrognan told me of Hratli when we were \nin Lut Gholein. He said that he weaves \nmagic into his forge and produces \nmystical weapons and armor.\n \nHis skills could be quite useful to you. \n
CainAct3Gossip4	44\nJudging from his dress and strange \nmarkings, I would guess that Ormus is \nfrom the ancient Taan mage-clan. Yet \nnone of the others here seem to know \nthat he is a sorcerer.\n \nThe Taan were once as powerful as the \nVizjerei clan, but their studies were \neven more secretive. I wonder what \nhe's hiding.\n
