#code	name	spelldescstr	width	height	gentype	stackable	rlvl	rstr	rdex	1h2h	2h	1hMinDmg	1hMaxDmg	2hMinDmg	2hMaxDmg	throwMinDmg	throwMaxDmg	image	quest	type	sockettype	class
&80	\orange;Mystic Orb\nSolitude	\blue;+10 Требуемый Уровень\n+10% к Длит. Навыков (Де-)Баффа/Холода\n+2% ко Всем Атрибутам\n1% Шанс использовать Изгнание уровня 4 после Попадания по вам\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									orb_armo		asaa,asa#		-1
&81	\orange;Mystic Orb\nLarzuk's Round Shot	\blue;+10 Требуемый Уровень\n2% Шанс Сокрушительного Удара\nДобавляет Бонус Силы к Урону\n+20 к Силе\n+15% Повышенный Урон\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									orb_weap		asaa,asa#		-1
&82	\orange;Mystic Orb\nVizjun's Ball Bearing	\blue;+10 Требуемый Уровень\n+50 к Максимальной Выносливости\n+20 к Ловкости\n2% Смертельный Удар\n10% к Скорости Бега/Ходьбы\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									orb_weap		asaa,asa#		-1
&83	\orange;Mystic Orb\nNor Tiraj's Flaming Sphere	\blue;+10 Требуемый Уровень\nСопротивление Огню +25%\n+5% к Урону Заклинаний Огня\nДобавляет 25-50 Урона Огнем\n1% Шанс использовать Залп Пламени уровня 42 при Рукопашной Атаке\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									orb_weap		asaa,asa#		-1
&84	\orange;Mystic Orb\nThe Demon Core	\blue;+10 Требуемый Уровень\n+5% к Урону Заклинаний Яда\n+5% к Урону Заклинаний Огня\n1% Шанс использовать Гамма-Поле уровня 58 при Убийстве\n1% Шанс использовать Апокалипсис уровня 58 при Убийстве\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									orb_weap		asaa,asa#		-1
&85	\orange;Mystic Orb\nUldyssian's Spirit	\blue;+10 Требуемый Уровень\n+3% к Урону Заклинаний\n+50% Урон Демонам\n+10 Фактора Энергии к Урону Заклинаний\n+10 Фактора Силы к Урону Заклинаний\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									orb_weap		asaa,asa#		-1
&86	\orange;Mystic Orb\nOrb of Annihilation	\blue;+10 Требуемый Уровень\n+5% к Энергии\n+5% к Физ./Маг. Урону Заклинаний\n10% Шанс использовать Детонацию уровня 1 при Рукопашной Атаке\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									orb_weap		asaa,asa#		-1
&87	\orange;Mystic Orb\nWarbringer	\blue;+10 Требуемый Уровень\n+5 к Максимальному Урону\n2% Шанс использовать Стрелу уровня 5 при Попадании\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									orb_weap		asaa,asa#		-1
&88	\orange;Mystic Orb\nTen Pin Striker	\blue;+10 Требуемый Уровень\nЦель Получает Дополнительный Урон 100\n100% к Рейтингу Атаки\n10% к Скорости Бега/ходьбы\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									orb_weap		asaa,asa#		-1
&89	\orange;Mystic Orb\nWrathspirit	\blue;+10 Требуемый Уровень\n+10 к Жизни после каждого Убийства\n+3% к Урону Заклинаний\n1% Шанс использовать Каратель уровня 46 после Попадания по вам\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									orb_weap		asaa,asa#		-1
&90	\orange;Mystic Orb\nCrystal of Tears	\blue;+10 Требуемый Уровень\n-2% к Максимальной Жизни\nДобавляет 7-12 Урона\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									orb_armo		asaa,asa#		-1
&91	\orange;Mystic Orb\nEssence of Itherael	\blue;+10 Требуемый Уровень\nОбщая Защита Персонажа Плюс 15%\nОбщий Физический Урон Оружия +20%\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									orb_armo		asaa,asa#		-1
&92	\orange;Mystic Orb\nPeriapt of Life	\blue;+10 Требуемый Уровень\nВосстановление Жизни +100\n+5% к Живучести\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									orb_armo		asaa,asa#		-1
&93	\orange;Mystic Orb\nLodestone	\blue;+10 Требуемый Уровень\nТребования +10%\n+5% к Урону Заклинаний\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									orb_armo		asaa,asa#		-1
&94	\orange;Mystic Orb\nExplorer's Globe	\blue;+10 Требуемый Уровень\n+(-1-3)% к Энергии\n+(-1-3)% к Живучести\n+(-1-3)% к Ловкости\n+(-1-3)% к Силе\n\grey;Смешайте с Кольцом/Амулетом/Колчаном для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									orb_misc		asaa,asa#		-1
&95	\orange;Mystic Orb\nThe Perfect Sphere	\blue;+10 Требуемый Уровень\n+(0-1)% к Максимальному Сопротивлению Молнии\n+(0-1)% к Максимальному Сопротивлению Холоду\n+(0-1)% к Максимальному Сопротивлению Огню\n\grey;Смешайте с Кольцом/Амулетом/Колчаном для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									orb_misc		asaa,asa#		-1
01+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+5 к Силе\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n	1	1	2		0	0	0									orb_armo		asaa		-1
01^	\dgreen;Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									sigil1B		poti		-1
02+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+5 к Ловкости\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n	1	1	2		0	0	0									orb_armo		asaa		-1
02^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
03+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+5 к Энергии\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n	1	1	2		0	0	0									orb_armo		asaa		-1
03^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
04+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+5 к Живучести\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n	1	1	2		0	0	0									orb_armo		asaa		-1
04^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
05+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+2% к Урону Заклинаний Огня\n\grey;Смешайте с Вещью для Добавления Бонуса\n	1	1	2		0	0	0									orb_any		asaa		-1
05^	\dgreen;Large Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningsig		poti		-1
06+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+2% к Урону Заклинаний Холода\n\grey;Смешайте с Вещью для Добавления Бонуса\n	1	1	2		0	0	0									orb_any		asaa		-1
06^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
07+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+2% к Урону Заклинаний Молнии\n\grey;Смешайте с Вещью для Добавления Бонуса\n	1	1	2		0	0	0									orb_any		asaa		-1
07^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
08+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+2% к Урону Заклинаний Яда\n\grey;Смешайте с Вещью для Добавления Бонуса\n	1	1	2		0	0	0									orb_any		asaa		-1
08^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
09+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+2% к Физ./Маг. Урону Заклинаний\n\grey;Смешайте с Вещью для Добавления Бонуса\n	1	1	2		0	0	0									orb_any		asaa		-1
09^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
0g0	\red;Elixir of Greater Experience (Disabled)	+150% Опыта на 60 секунд	1	1	2		0	0	0									invpov		hpot		-1
0g1	\red;Elixir of Greater Greed (Disabled)	+150% Шанс Нахождения Магических Предметов на 60 секунд	1	1	2		0	0	0									invpoo		hpot		-1
0g2	\red;Elixir of Greater Wealth (Disabled)	+600% к Нахождению Золота на 30 секунд	1	1	2		0	0	0									invxyz		hpot		-1
0g7	\red;Elixir of Power (Disabled)	+5 ко Всем Навыкам на 60 секунд	1	1	2		0	0	0									invnpl		hpot		-1
0g8	\red;Elixir of Love (Disabled)	-50% Цены у Торговцев на 60 секунд	1	1	2		0	0	0									invpor		hpot		-1
0o[	Реагент Куба\n\orange;Catalyst of Learning	Этот рецепт уничтожает смешиваемые вещи\n\green;Расщепление\n\n\grey;Смешайте с Sacred Уникальными/Комплектными Вещами для Создания Signet of Learning (Макс. 25)\n	1	1	2		0	0	0									catal1		thng		-1
0sc	Свиток знаний		1	1	2		0	0	0									invrsc		scro		-1
0u1	Hammer of the Taan Judges		1	2	2		0	0	0									invhmr		grtz		-1
10+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\nФизический Урон Снижается на 6\n\grey;Смешайте с Кольцом/Амулетом/Колчаном для Добавления Бонуса\n	1	1	2		0	0	0									orb_misc		asaa		-1
10^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
11+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\nВосстановление Маны +5%\n\grey;Смешайте с Кольцом/Амулетом/Колчаном для Добавления Бонуса\n	1	1	2		0	0	0									orb_misc		asaa		-1
11^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
12+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+4% к Урону Призываемых Существ\n\grey;Смешайте с Вещью для Добавления Бонуса\n	1	1	2		0	0	0									orb_any		asaa		-1
12^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
13+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+4% к Жизни Призываемых Существ\n\grey;Смешайте с Вещью для Добавления Бонуса\n	1	1	2		0	0	0									orb_any		asaa		-1
13^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
14+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+2% к Сопротивлениям Призываемых Существ\n\grey;Смешайте с Вещью для Добавления Бонуса\n	1	1	2		0	0	0									orb_any		asaa		-1
14^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
15^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
16+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n3% к Шансу Нахождения Магических Предметов\n\grey;Смешайте с Вещью для Добавления Бонуса\n	1	1	2		0	0	0									orb_any		asaa		-1
16^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
17^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
18+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+2% к Длит. Навыков (Де-)Баффа/Холода\n\grey;Смешайте с Кольцом/Амулетом/Колчаном для Добавления Бонуса\n	1	1	2		0	0	0									orb_misc		asaa		-1
18^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
19+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+100 к Защите\n\grey;Смешайте с Кольцом/Амулетом/Колчаном для Добавления Бонуса\n	1	1	2		0	0	0									orb_misc		asaa		-1
19^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
20+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\nВремя Отравления Уменьшается на 4%\n\grey;Смешайте с Кольцом/Амулетом/Колчаном для Добавления Бонуса\n	1	1	2		0	0	0									orb_misc		asaa		-1
20^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
21+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\nСопротивление Огню +7%\n\grey;Смешайте с Кольцом/Амулетом/Колчаном для Добавления Бонуса\n	1	1	2		0	0	0									orb_misc		asaa		-1
21^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
22+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\nСопротивление Холоду +7%\n\grey;Смешайте с Кольцом/Амулетом/Колчаном для Добавления Бонуса\n	1	1	2		0	0	0									orb_misc		asaa		-1
22^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
23+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\nСопротивление Молнии +7%\n\grey;Смешайте с Кольцом/Амулетом/Колчаном для Добавления Бонуса\n	1	1	2		0	0	0									orb_misc		asaa		-1
23^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
24+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\nСопротивление Яду +7%\n\grey;Смешайте с Кольцом/Амулетом/Колчаном для Добавления Бонуса\n	1	1	2		0	0	0									orb_misc		asaa		-1
24^	\dgreen;Custom Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									newlearningFTW		poti		-1
25+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n4% Сокращение Длительности Проклятий\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n	1	1	2		0	0	0									orb_armo		asaa		-1
25^	\dgreen;Greater Signet of Learning	Нажмите ПКМ: Доступных Атрибутов: %d	1	1	2		0	0	0									sigilXL		poti		-1
26+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+15% Повышенная Защита\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n	1	1	2		0	0	0									orb_armo		asaa		-1
27+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\nОбщая Защита Персонажа Плюс 4%\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n	1	1	2		0	0	0									orb_armo		asaa		-1
2o[	Реагент Куба\n\orange;Oil of Disjunction	\yellow;Эти рецепты возвращают и вещь, и содержимое ее гнезд\n\grey;Смешайте с Магической Вещью для Извлечения\nСмешайте с Обычной Вещью/Runeword + 3 Perfect Gems для Извлечения\n	1	1	2		0	0	0									oil_disjunction		thng		-1
2x5	\dgreen;Alpha Brain		1	1	2		0	0	0									invbrnz		thng		-1
2x6	\dgreen;Beta Brain		1	1	2		0	0	0									invbrnz		thng		-1
2x7	\dgreen;Gamma Brain		1	1	2		0	0	0									invbrnz		thng		-1
2x8	\dgreen;Delta Brain		1	1	2		0	0	0									invbrnz		thng		-1
2x9	\dgreen;Epsilon Brain		1	1	2		0	0	0									invbrnz		thng		-1
30+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n2% Шанс Непрерываемой Атаки\n\grey;Смешайте с Любой Броней для Добавления Бонуса\n	1	1	2		0	0	0									orb_armo		asaa		-1
31+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+1% к Получаемому Опыту\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n	1	1	2		0	0	0									orb_weap		asaa		-1
32+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n4% Кража Жизни при Попадании\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n	1	1	2		0	0	0									orb_weap		asaa		-1
33+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n5% Кража Маны при Попадании\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n	1	1	2		0	0	0									orb_weap		asaa		-1
35+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n50% к Рейтингу Атаки\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n	1	1	2		0	0	0									orb_weap		asaa		-1
36+	Реагент Куба\n\orange;Mystic Orb	\blue;+4 Требуемый Уровень\n+15% Повышенный Урон\n\grey;Смешайте с Любым Оружием для Добавления Бонуса\n	1	1	2		0	0	0									orb_weap		asaa		-1
