index	code	enabled	rarity	lvl	lvl req	type	category	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	(S)StrName	chrtransform	invtransform	carry1	nolimit	cost mult	cost add	flippyfile	invfile	dropsound	dropsfxframe	usesound	(S)legacy	(S)updateitem	version	ladder	*eol
Icebird	215	1	10	21	13	Flying Knife (Grade 2)	Tiered Unique	sock		1	1	dex-add	51	51	51	dmg%		41	63	cold-min		7	13	cold-max		17	33	cold-len		26	30	abs-cold%		6	7	mag%		10	10	hit-skill	571	1	4	pierce-cold		3	4										cblu	cblu		1	5	5000										0
Icebird	283	1	10	36	23	Flying Knife (Grade 3)	Tiered Unique	sock		2	2	dex-add	51	51	51	dmg%		64	86	cold-min		13	25	cold-max		33	65	cold-len		31	35	abs-cold%		8	9	mag%		13	13	hit-skill	571	1	6	pierce-cold		5	6										cblu	cblu		1	5	5000										0
Icebird	351	1	10	50	32	Flying Knife (Grade 4)	Tiered Unique	sock		2	2	dex-add	51	51	51	dmg%		87	109	cold-min		26	50	cold-max		66	130	cold-len		36	40	abs-cold%		10	11	mag%		15	15	hit-skill	571	1	8	pierce-cold		6	7										cblu	cblu		1	5	5000										0
Icebird	419	1	10	65	41	Flying Knife (Grade 5)	Tiered Unique	sock		2	2	dex-add	51	51	51	dmg%		109	132	cold-min		51	100	cold-max		131	260	cold-len		41	45	abs-cold%		12	13	mag%		18	18	hit-skill	571	1	10	pierce-cold		8	9										cblu	cblu		1	5	5000										0
Icebird	487	1	10	80	50	Flying Knife (Grade 6)	Tiered Unique	sock		2	2	dex-add	51	51	51	dmg%		132	154	cold-min		101	200	cold-max		261	520	cold-len		46	50	abs-cold%		14	15	mag%		20	20	hit-skill	571	1	12	pierce-cold		9	10										cblu	cblu		1	5	5000										0
Angler's Hook	48@	1	20	120	100	Flying Knife (Sacred(1))	Sacred(1) Unique	sock		2	2	dex-add	51	51	51	dmg%		115	143	dmg-max		38	50	hit-skill	806	15	6	lifesteal		16	22	openwounds		21	25	ass		2	3	mag%		11	13	swing3		30	30										dgry	dgry		1	5	5000										0
NewPiranhaswarm	48@	1	8	120	100	Flying Knife (Sacred(2))	Sacred(2) Unique	sock		2	2	dex-add	51	51	51	dmg%		115	143	dmg-max		38	38	hit-skill	806	20	5	ass		2	2	pierce-fire		35	35	heal-hit		2	2	pierce-pois		35	35	heal-kill		150	150	att%		250	250						oran	oran		1	5	5000										0
FlyingKnifeSU3	48@	1	1	120	100	Flying Knife (Sacred(3))	Sacred(3) Unique	sock		2	2	dex-add		51	51	dmg%		115	143	block		1	1	kill-skill	862	1	26	pierce-pois		40	40	heal-kill		75	100	res-all		41	50	dmg-norm		25	38	oskill	323	16	32	allskills		0	1	reanimate	1821	21	25		dblu	dblu		1	5	5000										0
Farnham's Flowerpot	618	1	10	9	6	Full Helm (Grade 1)	Tiered Unique	sock		1	1	ac%		18	29	damage-skill	763	1	2	balance3		10	10	regen-mana		7	10	move3		5	5	red-mag		3	5																						cgrn	cgrn		1	5	5000										0
Farnham's Flowerpot	664	1	10	24	14	Full Helm (Grade 2)	Tiered Unique	sock		2	2	ac%		30	40	damage-skill	763	1	4	balance3		10	10	regen-mana		11	14	move3		5	5	red-mag		6	8																						cgrn	cgrn		1	5	5000										0
Farnham's Flowerpot	710	1	10	39	23	Full Helm (Grade 3)	Tiered Unique	sock		3	3	ac%		41	52	damage-skill	763	1	6	balance3		15	15	regen-mana		15	18	move3		10	10	red-mag		9	11																						cgrn	cgrn		1	5	5000										0
Farnham's Flowerpot	756	1	10	53	32	Full Helm (Grade 4)	Tiered Unique	sock		3	3	ac%		52	63	damage-skill	763	1	8	balance3		15	15	regen-mana		19	22	move3		10	10	red-mag		12	14																						cgrn	cgrn		1	5	5000										0
Farnham's Flowerpot	802	1	10	68	41	Full Helm (Grade 5)	Tiered Unique	sock		4	4	ac%		64	75	damage-skill	763	1	10	balance3		20	20	regen-mana		23	26	move3		15	15	red-mag		15	17																						cgrn	cgrn		1	5	5000										0
Farnham's Flowerpot	848	1	10	82	49	Full Helm (Grade 6)	Tiered Unique	sock		4	4	ac%		75	86	damage-skill	763	1	12	balance3		20	20	regen-mana		27	30	move3		15	15	red-mag		18	20																						cgrn	cgrn		1	5	5000										0
Ironhood	@19	1	20	120	100	Full Helm (Sacred(1))	Sacred(1) Unique	sock		4	4	ac%		58	86	allskills		2	2	extra-all		11	13	ease		-66	-66	dmg-minion		16	20	mana%		11	15	gold%		16	25	mana-kill		101	150														dgry	dblu		1	5	5000										0
NewHeadbanger	@19	1	8	120	100	Full Helm (Sacred(2))	Sacred(2) Unique	sock		4	4	ac%		115	143	str-factor		150	150	enr-factor		-50	-50	str		150	150	enr		-50	-50	cast3		15	15	extra-cold		16	20	extra-ltng		16	20	gethit-skill	780	5	2	allskills		2	2						blac	blac		1	5	5000										0
Shroud Royal	613	1	10	18	11	Full Plate Mail (Grade 1)	Tiered Unique	sock		2	2	ac%		35	57	strbonusblue		8	10	all-stats%		3	5	gold%		13	25	oskill	698	1	2	red-dmg		7	10	mag%		8	10																		dgld	dgld		1	5	5000										0
Shroud Royal	659	1	10	32	19	Full Plate Mail (Grade 2)	Tiered Unique	sock		3	3	ac%		58	80	strbonusblue		11	13	all-stats%		6	8	gold%		26	38	oskill	698	3	4	red-dmg		11	14	mag%		11	13																		dgld	dgld		1	5	5000										0
Shroud Royal	705	1	10	47	28	Full Plate Mail (Grade 3)	Tiered Unique	sock		4	4	ac%		81	103	strbonusblue		14	16	all-stats%		9	11	gold%		38	50	oskill	698	5	6	red-dmg		15	18	mag%		13	15																		dgld	dgld		1	5	5000										0
Shroud Royal	751	1	10	61	37	Full Plate Mail (Grade 4)	Tiered Unique	sock		4	4	ac%		104	126	strbonusblue		17	19	all-stats%		12	14	gold%		51	63	oskill	698	7	8	red-dmg		19	22	mag%		16	18																		dgld	dgld		1	5	5000										0
Shroud Royal	797	1	10	76	46	Full Plate Mail (Grade 5)	Tiered Unique	sock		5	5	ac%		126	149	strbonusblue		20	22	all-stats%		15	17	gold%		63	75	oskill	698	9	10	red-dmg		23	26	mag%		18	20																		dgld	dgld		1	5	5000										0
Shroud Royal	843	1	10	90	54	Full Plate Mail (Grade 6)	Tiered Unique	sock		6	6	ac%		149	171	strbonusblue		23	25	all-stats%		18	20	gold%		76	88	oskill	698	11	12	red-dmg		27	30	mag%		21	23																		dgld	dgld		1	5	5000										0
Robe of Steel	@14	1	20	120	100	Full Plate Mail (Sacred(1))	Sacred(1) Unique	sock		6	6	ac%		115	143	ease		-33	-33	extra-all		21	25	demon-heal		250	250	cast3		25	25	res-all		21	30	enr		100	100	ac-global		31	40	enr-factor%		11	20	str		100	100						dgry	dgry		1	5	5000										0
NewSankekursFaulds	@14	1	8	120	100	Full Plate Mail (Sacred(2))	Sacred(2) Unique	sock		6	6	ac%		172	200	pal		2	2	extra-fire		21	25	extra-cold		21	25	reanimate	2291	5	5	abs-fire%		11	15	abs-cold%		11	15	swingcast3		40	40	extra-ltng		21	25	extra-pm		21	25	enr		100	100		blac	lblu		1	5	5000										0
FullPlateMailSU3	@14	1	1	120	100	Full Plate Mail (Sacred(3))	Sacred(3) Unique	sock		6	6	ac%		172	200	pierce-all		14	14	extra-all		10	15	allskills		0	2	ac		666	666	cast3		30	30	reanimate	1848	0	1	death-skill	820	100	23	light		5	5	ease		30	30						whit	whit		1	5	5000										0
Serenthia's Disguise	1@G	1	10	5	3	Gambeson (Grade 1)	Tiered Unique	sock		2	2	ac%		35	57	enr-factor%		3	5	mag%		6	8	gold%		16	25	getatt-skill	712	2	3	red-mag		3	5	mana-thorns		11	25																		dgry	dgry		1	5	5000										0
Serenthia's Disguise	2@G	1	10	19	12	Gambeson (Grade 2)	Tiered Unique	sock		3	3	ac%		58	80	enr-factor%		6	8	mag%		8	10	gold%		26	35	getatt-skill	712	2	5	red-mag		6	8	mana-thorns		26	40																		dgry	dgry		1	5	5000										0
Serenthia's Disguise	3@G	1	10	32	20	Gambeson (Grade 3)	Tiered Unique	sock		4	4	ac%		81	103	enr-factor%		9	11	mag%		11	13	gold%		36	45	getatt-skill	712	3	7	red-mag		9	11	mana-thorns		41	55																		dgry	dgry		1	5	5000										0
Serenthia's Disguise	4@G	1	10	48	29	Gambeson (Grade 4)	Tiered Unique	sock		4	4	ac%		104	126	enr-factor%		12	14	mag%		13	15	gold%		46	55	getatt-skill	712	3	9	red-mag		12	14	mana-thorns		56	70																		dgry	dgry		1	5	5000										0
Serenthia's Disguise	5@G	1	10	63	38	Gambeson (Grade 5)	Tiered Unique	sock		5	5	ac%		126	149	enr-factor%		15	17	mag%		16	18	gold%		56	65	getatt-skill	712	4	11	red-mag		15	17	mana-thorns		71	85																		dgry	dgry		1	5	5000										0
Serenthia's Disguise	6@G	1	10	76	46	Gambeson (Grade 6)	Tiered Unique	sock		6	6	ac%		149	171	enr-factor%		18	20	mag%		18	20	gold%		66	75	getatt-skill	712	4	13	red-mag		18	20	mana-thorns		86	100																		dgry	dgry		1	5	5000										0
CloakOfTheMayQueen	7@G	1	20	120	100	Gambeson (Sacred(1))	Sacred(1) Unique	sock		6	6	ac%		115	143	extra-cold		21	25	freeze-thorns		1	1	sor		3	4	balance3		30	30	move3		15	15	oskill	825	31	36	mana-kill		350	350	res-cold		31	40	enr		51	75	str		51	75		blac	cblu		1	5	5000										0
NewRagQueen	7@G	1	8	120	100	Gambeson (Sacred(2))	Sacred(2) Unique	sock		6	6	ac		2500	2500	state	157	1	1	desc-druid		1	1	extra-pois		50	50	poison-dur		150	150	sor		2	2	cast3		25	25	oskill	400	27	33	hp-minion		101	150	res-pois		41	50						dgry	dgry		1	5	5000										0
GambesonSU3	7@G	1	1	120	100	Gambeson (Sacred(3))	Sacred(3) Unique	sock		6	6	ac%		115	143	mana		1500	1500	mana%		30	30	dmg-to-mana		20	20	sor		2	3	mana-kill		100	150	regen		150	200	deadly		25	25	red-dmg		50	50	enr-factor%		20	20						dgry	dgry		1	5	5000										0
Graven Image	w28	1	10	12	7	Gargoyle Head (Grade 1)	Tiered Unique	sock		2	2	ac%		18	35	res-ltng		11	15	shadows-max		2	2	hp-minion		11	15	res-all-minion		16	20	red-dmg%		5	5	cast3		5	5	mana		101	150														dgry	dgry		1	5	5000										0
Graven Image	w48	1	10	27	16	Gargoyle Head (Grade 2)	Tiered Unique	sock		2	2	ac%		35	52	res-ltng		16	20	shadows-max		3	3	hp-minion		16	20	res-all-minion		21	25	red-dmg%		6	6	cast3		10	10	mana		151	200														dgry	dgry		1	5	5000										0
Graven Image	w68	1	10	41	25	Gargoyle Head (Grade 3)	Tiered Unique	sock		2	2	ac%		52	69	res-ltng		21	25	shadows-max		4	4	hp-minion		21	25	res-all-minion		26	30	red-dmg%		7	7	cast3		15	15	mana		201	250														dgry	dgry		1	5	5000										0
Graven Image	w88	1	10	56	34	Gargoyle Head (Grade 4)	Tiered Unique	sock		3	3	ac%		69	86	res-ltng		26	30	shadows-max		5	5	hp-minion		26	30	res-all-minion		31	35	red-dmg%		8	8	cast3		20	20	mana		251	300														dgry	dgry		1	5	5000										0
Graven Image	e18	1	10	71	42	Gargoyle Head (Grade 5)	Tiered Unique	sock		3	3	ac%		87	103	res-ltng		31	35	shadows-max		6	6	hp-minion		31	35	res-all-minion		36	40	red-dmg%		9	9	cast3		25	25	mana		301	350														dgry	dgry		1	5	5000										0
Graven Image	e38	1	10	85	51	Gargoyle Head (Grade 6)	Tiered Unique	sock		4	4	ac%		104	120	res-ltng		36	40	shadows-max		7	7	hp-minion		36	40	res-all-minion		41	45	red-dmg%		10	10	cast3		30	30	mana		351	400														dgry	dgry		1	5	5000										0
Hero's Fang	@65	1	20	120	100	Gargoyle Head (Sacred(1))	Sacred(1) Unique	sock		4	4	ac%		115	143	dmg-norm		38	63	oskill	8	6	12	ac-global		31	40	swing3		40	40	balance3		40	40	lifesteal		9	14	oskill	341	6	12	ease		-20	-20	dmg-stun		25	25						dred	dred		1	5	5000										0
NewTheSentinelsSorrow	@65	1	8	120	100	Gargoyle Head (Sacred(2))	Sacred(2) Unique	sock		4	4	extra-totems		1	1	oskill	1000	31	36	extra-fire/lvl	12	12	12	extra-ltng/lvl	12	12	12	getatt-skill	137	100	1	res-all		75	75	block		1	1	oskill	449	5	8	state	254	1	1	all-stats		25	25						dgry	dgry		1	5	5000										0
GargoyleHeadSU3	@65	1	1	120	100	Gargoyle Head (Sacred(3))	Sacred(3) Unique	sock		4	4	ac%		143	171	dmg-minion		25	25	res-all-minion		15	15	hp-minion		40	50	att%-minion		100	150	maxminions		3	4	move3		30	30	res-all		21	25	dur%		-25	-25	ease		-20	-20						dgld	dgld		1	5	5000										0
Pollice Verso	636	1	10	16	10	Gauntlets (Grade 1)	Tiered Unique	sock		1	1	ac%		24	40	heal-kill		6	10	mana-kill		11	25	getatt-skill	542	4	3	str		3	5																										lgld	lgld		1	5	5000										0
Pollice Verso	682	1	10	31	18	Gauntlets (Grade 2)	Tiered Unique	sock		2	2	ac%		41	57	heal-kill		11	15	mana-kill		26	40	getatt-skill	542	6	4	str		6	8																										lgld	lgld		1	5	5000										0
Pollice Verso	728	1	10	45	27	Gauntlets (Grade 3)	Tiered Unique	sock		2	2	ac%		58	75	heal-kill		16	20	mana-kill		41	55	getatt-skill	542	8	5	str		9	11																										lgld	lgld		1	5	5000										0
Pollice Verso	774	1	10	60	36	Gauntlets (Grade 4)	Tiered Unique	sock		3	3	ac%		75	92	heal-kill		21	25	mana-kill		56	70	getatt-skill	542	10	6	str		12	14																										lgld	lgld		1	5	5000										0
Pollice Verso	820	1	10	74	44	Gauntlets (Grade 5)	Tiered Unique	sock		3	3	ac%		92	109	heal-kill		26	30	mana-kill		71	85	getatt-skill	542	12	7	str		15	17																										lgld	lgld		1	5	5000										0
Pollice Verso	866	1	10	86	52	Gauntlets (Grade 6)	Tiered Unique	sock		4	4	ac%		109	126	heal-kill		31	35	mana-kill		86	100	getatt-skill	542	14	8	str		18	20																										lgld	lgld		1	5	5000										0
Firebark	@37	1	20	120	100	Gauntlets (Sacred(1))	Sacred(1) Unique	sock		4	4	ac%		172	200	move3		20	20	strvit		50	50	dur%		50	50	openwounds		25	25	att-skill	311	5	23	extra-fire		16	20	dmg-fire		1	250	dex		50	50	balance3		50	50	dru		2	2		dgrn	dgrn		1	5	5000										0
LamhaGloves	@37	1	8	120	100	Gauntlets (Sacred(2))	Sacred(2) Unique	sock		4	4	ac%		144	171	str-factor		150	150	ease		-40	-40	cast3		30	30	allskills		2	2	extra-all		16	20	res-all		21	25	str		75	75	hp		-100	-100										oran	oran		1	5	5000										0
GauntletsSU3	@37	1	1	120	100	Gauntlets (Sacred(3))	Sacred(3) Unique	sock		4	4	ac%		172	200	ac-global		41	50	allskills		1	1	reanimate	2248	10	10	all-stats		21	25	str%		10	15	dex%		10	15	swing3		25	25	dmg-min		13	13										blac	blac		1	5	5000		gauntletsuu								0
The Edge of Ext	123	1	10	17	11	Giant Axe (Grade 1)	Tiered Unique	sock		2	2	str-add		76	76	dmg%		24	46	kill-skill	67	15	6	res-pois		21	30	pierce-pois		6	8	slow-thorns-r		3	5	dmg-undead		31	50	reanimate	2323	2	3	dru		1	2										dgrn	dgrn		1	5	5000										0
The Edge of Ext	191	1	10	31	20	Giant Axe (Grade 2)	Tiered Unique	sock		3	3	str-add		76	76	dmg%		47	69	kill-skill	67	18	12	res-pois		31	40	pierce-pois		8	10	slow-thorns-r		6	8	dmg-undead		51	70	reanimate	2323	3	4	dru		1	3										dgrn	dgrn		1	5	5000										0
The Edge of Ext	259	1	10	46	29	Giant Axe (Grade 3)	Tiered Unique	sock		4	4	str-add		76	76	dmg%		69	92	kill-skill	67	21	18	res-pois		41	50	pierce-pois		11	13	slow-thorns-r		9	11	dmg-undead		71	90	reanimate	2323	5	6	dru		2	3										dgrn	dgrn		1	5	5000										0
The Edge of Ext	327	1	10	61	38	Giant Axe (Grade 4)	Tiered Unique	sock		4	4	str-add		76	76	dmg%		92	114	kill-skill	67	24	24	res-pois		51	60	pierce-pois		13	15	slow-thorns-r		12	14	dmg-undead		91	110	reanimate	2323	6	7	dru		2	4										dgrn	dgrn		1	5	5000										0
The Edge of Ext	395	1	10	75	48	Giant Axe (Grade 5)	Tiered Unique	sock		5	5	str-add		76	76	dmg%		115	137	kill-skill	67	27	30	res-pois		61	70	pierce-pois		16	18	slow-thorns-r		15	17	dmg-undead		111	130	reanimate	2323	8	9	dru		3	4										dgrn	dgrn		1	5	5000										0
The Edge of Ext	463	1	10	87	55	Giant Axe (Grade 6)	Tiered Unique	sock		6	6	str-add		76	76	dmg%		138	160	kill-skill	67	30	36	res-pois		71	80	pierce-pois		18	20	slow-thorns-r		18	20	dmg-undead		131	150	reanimate	2323	9	10	dru		3	5										dgrn	dgrn		1	5	5000										0
Griswold's Revenge	24@	1	20	120	100	Giant Axe (Sacred(1))	Sacred(1) Unique	sock		6	6	str-add		76	76	dmg%		144	171	dmg-max		126	250	att-skill	531	15	9	str%		31	50	ease		200	200	kill-skill	518	25	18	swing3		50	50	fire-min		76	125	fire-max		501	750						oran	oran		1	5	5000										0
New2Axekicker	24@	1	8	120	100	Giant Axe (Sacred(2))	Sacred(2) Unique	sock		6	6	str-add		76	76	dmg%		144	171	dmg-norm		100	150	dru		2	2	crush		6	8	str%		21	25	att-skill	964	33	4	dmg-global		200	200	slow		20	20	heal-kill		100	100						blac	blac		1	5	5000										0
GiantAxeSU3	24@	1	1	120	100	Giant Axe (Sacred(3))	Sacred(3) Unique	sock		6	6	str-add		76	76	dmg%		172	200	dmg-norm		150	250	swing3		100	100	pierce-fire		15	21	pierce-cold		15	21	pierce-ltng		15	21	att%		100	150	heal-melee		150	150	ac-global		90	100	hp%		20	20		cred	cred		1	5	5000										0
Hellreaper	109	1	10	7	4	Giant Sword (Grade 1)	Tiered Unique	sock		2	2	str-add		76	76	dmg%		18	35	lifesteal		3	5	att-skill	694	3	2	hp%		3	5	ac		21	50	swing3		5	5	dmg-global		16	25														dred	dred		1	5	5000										0
Hellreaper	177	1	10	22	14	Giant Sword (Grade 2)	Tiered Unique	sock		2	2	str-add		76	76	dmg%		35	52	lifesteal		6	8	att-skill	694	3	4	hp%		6	8	ac		51	80	swing3		10	10	dmg-global		26	35														dred	dred		1	5	5000										0
Hellreaper	245	1	10	36	23	Giant Sword (Grade 3)	Tiered Unique	sock		3	3	str-add		76	76	dmg%		52	69	lifesteal		9	11	att-skill	694	4	6	hp%		9	11	ac		81	110	swing3		15	15	dmg-global		36	45														dred	dred		1	5	5000										0
Hellreaper	313	1	10	51	32	Giant Sword (Grade 4)	Tiered Unique	sock		3	3	str-add		76	76	dmg%		69	86	lifesteal		12	14	att-skill	694	4	8	hp%		12	14	ac		111	140	swing3		20	20	dmg-global		46	55														dred	dred		1	5	5000										0
Hellreaper	381	1	10	65	41	Giant Sword (Grade 5)	Tiered Unique	sock		4	4	str-add		76	76	dmg%		87	103	lifesteal		15	17	att-skill	694	5	10	hp%		15	17	ac		141	170	swing3		25	25	dmg-global		56	65														dred	dred		1	5	5000										0
Hellreaper	449	1	10	81	51	Giant Sword (Grade 6)	Tiered Unique	sock		4	4	str-add		76	76	dmg%		104	120	lifesteal		18	20	att-skill	694	5	12	hp%		18	20	ac		171	200	swing3		30	30	dmg-global		66	75														dred	dred		1	5	5000										0
Quietus	10@	1	20	120	100	Giant Sword (Sacred(1))	Sacred(1) Unique	sock		4	4	str-add		76	76	dmg%		115	143	manasteal		14	20	allskills		2	3	poison-dur		151	200	att-skill	81	25	23	dmg-max		101	125	dmg-cold	150	50	250	extra-cold		11	13	extra-pois		11	13	charged	29	25	6		lgrn	lgrn		1	5	5000										0
NewQaraksWill	10@	1	8	120	100	Giant Sword (Sacred(2))	Sacred(2) Unique	sock		4	4	str-add		76	76	dmg%		144	171	dmg-norm		50	125	reanimate	1435	17	17	att-skill	632	15	58	extra-fire		26	38	att-skill	779	25	34	dmg-fire		167	334	heal-kill		333	333	kill-skill	96	10	36	blood-phys		250	250		oran	oran		1	5	5000										0
GiantSwordSU3	10@	1	1	120	100	Giant Sword (Sacred(3))	Sacred(3) Unique	sock		4	4	str-add		76	76	dmg%		172	200	att-skill	978	25	13	dmg-norm		100	200	att%		100	150	swing3		25	25	move3		40	50	bar		2	3	ac-global		50	100	reanimate	2250	3	3	str		100	100		blac	blac		1	5	5000										0
Invictus	36!	1	10	16	14	Gilded Shield (Grade 1)	Tiered Unique	sock		1	1	ac%		24	46	strbonusblue		8	10	all-stats		11	15	red-dmg%		4	5	kill-skill	513	2	3	lstance-syn		21	50	ac-global		11	15																		dgld	dgld		1	5	5000										0
Invictus	37!	1	10	30	22	Gilded Shield (Grade 2)	Tiered Unique	sock		2	2	ac%		47	69	strbonusblue		11	13	all-stats		16	20	red-dmg%		5	6	kill-skill	513	2	5	lstance-syn		51	80	ac-global		16	20																		dgld	dgld		1	5	5000										0
Invictus	38!	1	10	45	31	Gilded Shield (Grade 3)	Tiered Unique	sock		3	3	ac%		69	92	strbonusblue		14	16	all-stats		21	25	red-dmg%		6	7	kill-skill	513	3	7	lstance-syn		81	110	ac-global		21	25																		dgld	dgld		1	5	5000										0
Invictus	39!	1	10	58	39	Gilded Shield (Grade 4)	Tiered Unique	sock		3	3	ac%		92	114	strbonusblue		17	19	all-stats		26	30	red-dmg%		7	8	kill-skill	513	3	9	lstance-syn		111	140	ac-global		26	30																		dgld	dgld		1	5	5000										0
Invictus	40!	1	10	74	49	Gilded Shield (Grade 5)	Tiered Unique	sock		4	4	ac%		115	137	strbonusblue		20	22	all-stats		31	35	red-dmg%		8	9	kill-skill	513	4	11	lstance-syn		141	170	ac-global		31	35																		dgld	dgld		1	5	5000										0
Invictus	41!	1	10	88	57	Gilded Shield (Grade 6)	Tiered Unique	sock		4	4	ac%		138	160	strbonusblue		23	25	all-stats		36	40	red-dmg%		9	10	kill-skill	513	4	13	lstance-syn		171	200	ac-global		36	40																		dgld	dgld		1	5	5000										0
Toraja's Champion	42!	1	20	120	100	Gilded Shield (Sacred(1))	Sacred(1) Unique	sock		4	4	ac%		115	143	shamans-syn		201	250	dmg-minion		41	50	cast3		40	40	bar		2	3	hp		500	500	heal-hit		10	10	mana		500	500	mana-hit		21	25	maxspirits		2	2	res-all		11	15		dblu	dblu		1	5	5000										0
NewAncientsLegacy	42!	1	8	120	100	Gilded Shield (Sacred(2))	Sacred(2) Unique	sock		6	6	ac%		172	200	ac		5000	5000	ease		250	250	block		2	2	indestruct		1	1	ac-global		30	30	block3		40	40	move3		-10	-10	dmg-global		150	150	bar		4	4						dgry	dgry		1	5	5000										0
GildedShieldSU3	42!	1	1	120	100	Gilded Shield (Sacred(3))	Sacred(3) Unique	sock		4	4	ac%		172	200	block		3	3	kill-skill	108	5	50	red-dmg%		-5	-5	hp%		10	10	bar		0	1	pierce-pois		18	18	str		100	100	dex		100	100	move3		30	30						blac	blac		1	5	5000										0
Sudis Murale	135	1	10	11	7	Glaive (Grade 1)	Tiered Unique	sock		2	2	dex-add	51	51	51	dmg%		24	40	dmg-max		8	13	ac-global		11	15	crush		2	3	kill-skill	804	5	4	dex		11	15	str		21	25														oran	oran		1	5	5000										0
Sudis Murale	203	1	10	25	16	Glaive (Grade 2)	Tiered Unique	sock		2	2	dex-add	51	51	51	dmg%		41	57	dmg-max		13	18	ac-global		16	20	crush		3	4	kill-skill	804	6	7	dex		16	20	str		26	30														oran	oran		1	5	5000										0
Sudis Murale	271	1	10	40	25	Glaive (Grade 3)	Tiered Unique	sock		3	3	dex-add	51	51	51	dmg%		58	75	dmg-max		18	23	ac-global		21	25	crush		5	6	kill-skill	804	7	10	dex		21	25	str		31	35														oran	oran		1	5	5000										0
Sudis Murale	339	1	10	54	34	Glaive (Grade 4)	Tiered Unique	sock		3	3	dex-add	51	51	51	dmg%		75	92	dmg-max		23	28	ac-global		26	30	crush		6	7	kill-skill	804	8	13	dex		26	30	str		36	40														oran	oran		1	5	5000										0
Sudis Murale	407	1	10	69	44	Glaive (Grade 5)	Tiered Unique	sock		4	4	dex-add	51	51	51	dmg%		92	109	dmg-max		28	33	ac-global		31	35	crush		8	9	kill-skill	804	9	16	dex		31	35	str		41	45														oran	oran		1	5	5000										0
Sudis Murale	475	1	10	84	53	Glaive (Grade 6)	Tiered Unique	sock		4	4	dex-add	51	51	51	dmg%		109	126	dmg-max		33	38	ac-global		36	40	crush		9	10	kill-skill	804	10	19	dex		36	40	str		46	50														oran	oran		1	5	5000										0
Ashenwind	36@	1	20	120	100	Glaive (Sacred(1))	Sacred(1) Unique	sock		4	4	dex-add	51	51	51	dmg%		144	171	slow		33	33	kill-skill	733	10	24	kill-skill	518	50	21	dex		100	100	res-fire		31	50	hit-skill	803	15	8	uninterrupt		11	15	dmg-undead		250	250						cred	cred		1	5	5000										0
New2MoonGlaive	36@	1	8	120	100	Glaive (Sacred(2))	Sacred(2) Unique	sock		4	4	dex-add	51	51	51	dmg%		172	200	dmg-cold	50	125	375	crush		6	8	dmg-norm		25	100	color	3	3	3	light	-20	-20	-20	kill-skill	457	10	56	pierce-cold		15	18	res-cold		50	50	res-fire		-50	-50		dblu	dblu		1	5	5000										0
