code	name	type	type2	alternateGfx	namestr	spelldesc	spelldescstr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
80@	Eagle Orb (Sacred)	qorb		ob1	80@			100		1	1	35	36							14		-25	0	20	0	171	50		71	30		6464		402	bst	80@	80@	80@	1hs	1hs	5	1hss	1	2	0	0	0	0	flpob1	invob1			1	2	0	0	0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
103	Falchion (Grade 1)	swor	tier	flc	103					20	1	8	9									-20	20	0	49	0	80		8	2		328		401	scm	103	103	103	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	1	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255		1		1	1					255					255					255					255					255		1		1	1					255					255					255					255			1	2	0	xxx	xxx	1	0
239	Falchion (Grade 2)	swor	tier	flc	239					20	1	14	17									-20	20	0	79	0	80		38	12		1312		402	scm	239	239	239	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
375	Falchion (Grade 3)	swor	tier	flc	375					20	1	22	26									-20	20	0	160	0	80		67	21		5248		403	scm	375	375	375	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
443	Falchion (Grade 4)	swor	tier	flc	443					20	1	26	31									-20	20	0	319	0	80		82	26		10496		403	scm	443	443	443	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
04@	Falchion (Sacred)	qswd		flc	04@					2	1	42	44									-20	20	0	466	0	80		82	30		10496		403	scm	04@	04@	04@	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
128	Flail (Grade 1)	mace	tier	fla	128					20	1	9	15								2	10	20	0	60	0	90		17	5		341		402	mac	128	128	128	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255		1		1	1					255					255					255					255					255					255		1			255		1			255		1		1	1					255		1		1	1					255					255			2	2	0	xxx	xxx	1	0
264	Flail (Grade 2)	mace	tier	fla	264					20	1	17	27								2	10	20	0	93	0	90		46	14		1364		404	mac	264	264	264	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
400	Flail (Grade 3)	mace	tier	fla	400					20	1	25	41								2	10	20	0	186	0	90		75	23		5456		405	mac	400	400	400	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
468	Flail (Grade 4)	mace	tier	fla	468					20	1	31	49								2	10	20	0	369	0	90		87	27		10912		406	mac	468	468	468	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
29@	Flail (Sacred)	qmac		fla	29@					2	1	47	56								2	10	20	0	486	0	90		87	30		10912		406	mac	29@	29@	29@	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
111	Flamberge (Grade 1)	2hsd	tier	clm	111					20	1	11	13	1	1	19	21				2	15	30	0	89	0	100		11	3		342		402	clm	111	111	111	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	2	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255		1		1	1					255					255					255					255					255		1		1	1					255		1		1	1					255					255			1	2	0	xxx	xxx	1	0
247	Flamberge (Grade 2)	2hsd	tier	clm	247					20	1	19	23	1	1	36	38				2	15	30	0	130	0	100		41	13		1368		404	clm	247	247	247	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
383	Flamberge (Grade 3)	2hsd	tier	clm	383					20	1	30	36	1	1	55	58				2	15	30	0	253	0	100		70	22		5472		405	clm	383	383	383	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
451	Flamberge (Grade 4)	2hsd	tier	clm	451					20	1	35	42	1	1	65	69				2	15	30	0	499	0	100		85	27		10944		406	clm	451	451	451	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
12@	Flamberge (Sacred)	s2hd		clm	12@					2	1	46	50	1	1	75	77				2	15	30	0	600	0	100		85	30		10944		406	clm	12@	12@	12@	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
!56	Flamen Staff (Grade 1)	dstf	tier	cst	!56					4	1				1	7	8				1	20	10	0	18	0	77		7	2		317		402	bst	!56	!56	!56	stf	stf	5	staf	1	4					flpcst	invcstu			1	2	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
!58	Flamen Staff (Grade 2)	dstf	tier	cst	!58					4	1				1	13	17				1	20	10	0	32	0	77		39	12		1268		403	bst	!58	!58	!58	stf	stf	5	staf	1	4					flpcst	invcstu			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
!60	Flamen Staff (Grade 3)	dstf	tier	cst	!60					4	1				1	22	27				1	20	10	0	69	0	77		72	23		5072		404	bst	!60	!60	!60	stf	stf	5	staf	1	4					flpcst	invcstu			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
!61	Flamen Staff (Grade 4)	dstf	tier	cst	!61					4	1				1	27	33				1	20	10	0	138	0	77		86	27		10144		404	bst	!61	!61	!61	stf	stf	5	staf	1	4					flpcst	invcstu			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
!62	Flamen Staff (Sacred)	sdst		cst	!62					1	1				1	48	51				1	20	10	0	240	0	77		86	30		10144		404	bst	!62	!62	!62	stf	stf	5	staf	1	4					flpcst	invcstu			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
147	Flying Knife (Grade 1)	tkni	tier	dgr	147					20	1	6	7					6	7			-20	0	20	0	53	12		6	2		12		401	dgr	147	147	147	1ht	1ht	5	1ht	1	2	1	16	130	32	flptkn	invtkn			1	1	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		687	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255		1		1	1					255					255		1		1	1			1	2	0	xxx	xxx	1	0
283	Flying Knife (Grade 2)	tkni	tier	dgr	283					20	1	11	12					16	18			-20	0	20	0	84	12		36	11		72		402	dgr	283	283	283	1ht	1ht	5	1ht	1	2	1	16	130	32	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		687	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
419	Flying Knife (Grade 3)	tkni	tier	dgr	419					20	1	16	18					27	31			-20	0	20	0	169	12		65	20		130		402	dgr	419	419	419	1ht	1ht	5	1ht	1	2	1	16	130	32	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		687	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
487	Flying Knife (Grade 4)	tkni	tier	dgr	487					20	1	19	21					33	37			-20	0	20	0	337	12		78	25		160		402	dgr	487	487	487	1ht	1ht	5	1ht	1	2	1	16	130	32	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		687	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
48@	Flying Knife (Sacred)	qtkn		dgr	48@					2	1	38	39					59	61			-20	0	20	0	473	12		78	30		160		402	dgr	48@	48@	48@	1ht	1ht	5	1ht	1	2	1	16	130	32	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		687	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
123	Giant Axe (Grade 1)	2hax	tier	gix	123					20	1				1	20	28				3	25	30	0	102	0	110		23	5		442		402	lax	123	123	123	stf	stf	5	2hsl	2	3					flpgix	invgix			1	2	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255		1		1	1					255					255					255					255					255					255		1			255		1		1	1		1		1	1					255		1		1	1					255					255			2	2	0	xxx	xxx	1	0
259	Giant Axe (Grade 2)	2hax	tier	gix	259					20	1				1	39	51				3	25	30	0	146	0	110		46	14		1768		404	lax	259	259	259	stf	stf	5	2hsl	2	3					flpgix	invgix			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
395	Giant Axe (Grade 3)	2hax	tier	gix	395					20	1				1	60	79				3	25	30	0	284	0	110		75	24		7072		405	lax	395	395	395	stf	stf	5	2hsl	2	3					flpgix	invgix			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
463	Giant Axe (Grade 4)	2hax	tier	gix	463					20	1				1	65	99				3	25	30	0	557	0	110		87	27		14144		406	lax	463	463	463	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
24@	Giant Axe (Sacred)	s2ha		gix	24@					2	1				1	83	101				3	25	30	0	685	0	110		87	30		14144		406	lax	24@	24@	24@	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
109	Giant Sword (Grade 1)	2hsd	tier	gsd	109					20	1	8	9	1	1	13	13				2	5	30	0	57	0	90		7	2		398		402	clm	109	109	109	1hs	2hs	5	2hss	1	4					flpgis	invgis			1	2	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255		1		1	1					255				1	255		1		1	1					255		1		1	1					255		1		1	1		1		1	1					255					255					255					255					255			1	2	0	xxx	xxx	1	0
245	Giant Sword (Grade 2)	2hsd	tier	gsd	245					20	1	14	17	1	1	24	26				2	5	30	0	89	0	90		36	11		1592		403	clm	245	245	245	1hs	2hs	5	2hss	1	4					flpgis	invgis			1	3	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
381	Giant Sword (Grade 3)	2hsd	tier	gsd	381					20	1	22	26	1	1	38	40				2	5	30	0	179	0	90		65	20		6368		404	clm	381	381	381	1hs	2hs	5	2hss	1	4					flpgis	invgis			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
449	Giant Sword (Grade 4)	2hsd	tier	gsd	449					20	1	26	31	1	1	45	48				2	5	30	0	355	0	90		81	25		12736		404	clm	449	449	449	1hs	2hs	5	2hss	1	4					flpgis	invgis			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
10@	Giant Sword (Sacred)	s2hd		gsd	10@					2	1	42	45	1	1	65	67				2	5	30	0	480	0	90		81	30		12736		404	clm	10@	10@	10@	1hs	2hs	5	2hss	1	4					flpgis	invgis			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
135	Glaive (Grade 1)	jave	tier	glv	135					20	1	8	13					8	18			25	0	20	0	65	104		11	3		22		402	glv	135	135	135	1ht	1ht	5	1ht	1	4	1	30	60	60	flpglv	invglv			1	2	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		682	7	2	0	3					255					255					255		1		1	1					255					255					20					255					255					255		1		1	1		1		1	1		1		1	1		1		1	1					255		1		1	1		1		1	1			5	8	0	xxx	xxx	1	0
271	Glaive (Grade 2)	jave	tier	glv	271					20	1	13	22					20	37			25	0	20	0	99	104		40	12		80		403	glv	271	271	271	1ht	1ht	5	1ht	1	4	1	30	60	60	flpglv	invglv			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		682	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
407	Glaive (Grade 3)	jave	tier	glv	407					20	1	20	32					35	59			25	0	20	0	197	104		69	22		138		404	glv	407	407	407	1ht	1ht	5	1ht	1	4	1	30	60	60	flpglv	invglv			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		682	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
475	Glaive (Grade 4)	jave	tier	glv	475					20	1	24	38					42	71			25	0	20	0	391	104		84	26		168		404	glv	475	475	475	1ht	1ht	5	1ht	1	4	1	30	60	60	flpglv	invglv			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		682	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
36@	Glaive (Sacred)	qjvn		glv	36@					2	1	46	54					72	86			25	0	20	0	496	104		84	30		168		404	glv	36@	36@	36@	1ht	1ht	5	1ht	1	4	1	30	60	60	flpglv	invglv			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		682	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
153	Gnarled Staff (Grade 1)	staf	tier	cst	153					20	1				1	8	10				1	10	0	10	0	17	70		7	2		298		402	bst	153	153	153	stf	stf	5	staf	1	4					flpcst	invcst			1	2	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255		1		1	1					255					255		1		1	1					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
289	Gnarled Staff (Grade 2)	staf	tier	cst	289					20	1				1	16	20				1	10	0	10	0	29	70		36	11		1192		403	bst	289	289	289	stf	stf	5	staf	1	4					flpcst	invcst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
425	Gnarled Staff (Grade 3)	staf	tier	cst	425					20	1				1	26	33				1	10	0	10	0	62	70		66	21		4768		404	bst	425	425	425	stf	stf	5	staf	1	4					flpcst	invcst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
493	Gnarled Staff (Grade 4)	staf	tier	cst	493					20	1				1	32	39				1	10	0	10	0	126	70		79	25		9536		404	bst	493	493	493	stf	stf	5	staf	1	4					flpcst	invcst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
54@	Gnarled Staff (Sacred)	qstf		cst	54@					2	1				1	59	62				1	10	0	10	0	218	70		79	30		9536		404	bst	54@	54@	54@	stf	stf	5	staf	1	4					flpcst	invcst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
6@9	Goedendag (Grade 1)	pmac	tier	mac	6@9					10	1	8	11									10	20	0	46	0	90		9	3		342		401	mac	6@9	6@9	6@9	1hs	1hs	5	1hsl	1	3					flpmac	inv7mas			1	1	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
8@9	Goedendag (Grade 2)	pmac	tier	mac	8@9					10	1	15	21									10	20	0	81	0	90		38	12		1368		402	mac	8@9	8@9	8@9	1hs	1hs	5	1hsl	1	3					flpmac	inv7mas			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
1@A	Goedendag (Grade 3)	pmac	tier	mac	1@A					10	1	24	32									10	20	0	169	0	90		67	21		5472		403	mac	1@A	1@A	1@A	1hs	1hs	5	1hsl	1	3					flpmac	inv7mas			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
2@A	Goedendag (Grade 4)	pmac	tier	mac	2@A					10	1	29	39									10	20	0	339	0	90		82	26		10944		403	mac	2@A	2@A	2@A	1hs	1hs	5	1hsl	1	3					flpmac	inv7mas			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
3@A	Goedendag (Sacred)	spmc		mac	3@A					1	1	53	54									10	20	0	574	0	90		82	30		10944		403	mac	3@A	3@A	3@A	1hs	1hs	5	1hsl	1	3					flpmac	inv7mas			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
130	Grand Scepter (Grade 1)	scep	tier	mac	130					20	1	6	9								1	-20	0	20	0	40	60		6	2		272		401	mac	130	130	130	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	1	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255		1		1	1					255					255		1		1	1					255					255					255					20		1		1	1					255					255		1		1	1			2	2	0	xxx	xxx	1	0
266	Grand Scepter (Grade 2)	scep	tier	mac	266					20	1	12	16								1	-20	0	20	0	67	60		36	11		1088		402	mac	266	266	266	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	2	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
402	Grand Scepter (Grade 3)	scep	tier	mac	402					20	1	19	25								1	-20	0	20	0	139	60		65	20		4352		403	mac	402	402	402	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
470	Grand Scepter (Grade 4)	scep	tier	mac	470					20	1	22	29								1	-20	0	20	0	279	60		80	25		8704		403	mac	470	470	470	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
