Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	* category	* comment	* Marco / loc	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	Level	Level(N)	Level(H)	*eol
frozenhorror4	504	frozenhorror1	frozenhorror5	3	Frozen Horror4	frozenhorror4		frozenhorror	Bighead		f0	Classic			1													2	3		4	4	1	frozenhorror	frozenhorror	10	15	14	13				50	50	50				0	0	0	100	100	100														bighead4								1													1	1						1	1																										140	100	100	-20	-20	-20																			0				50	50	50	0	285	379	101	263	61	97	100							237	304	100	191	60	103	100							245	265	100	120	60	110	100																																																																			50	79	120	0
frozenhorror5	505	frozenhorror1		4	Frozen Horror5	frozenhorror5		frozenhorror	Bighead		f0	Classic			1													2	3		4	4	1	frozenhorror	frozenhorror	10	15	14	13				50	50	50				0	0	0	100	100	100														bighead5								1													1	1						1	1																										140	100	100	-20	-20	-20																			0				50	50	50	0	284	379	101	271	58	97	100							237	304	100	195	59	103	100							245	265	100	120	60	110	100																																																																			51	80	120	0
bloodlord1	506	bloodlord1	bloodlord2	0	Blood Lord1	bloodlord1		bloodlord	BloodLord		L3	Classic			1													1	2		11	11	1	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	50	55	60	10	10	10																						1	1												1	1									BloodLordFrenzy	A2	1																						140	100	100	-20	-20	-20																			0				50	50	50	0	284	380	126	240	67	148	180	67	148	180				262	340	128	225	73	149	180	73	149	180				270	300	130	210	80	150	180	80	150	180																																																																41	76	120	0
bloodlord2	507	bloodlord1	bloodlord3	1	Blood Lord2	bloodlord2		bloodlord	BloodLord		L3	Classic			1													1	2		11	11	1	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	60	65	65	10	10	10																						1	1												1	1									BloodLordFrenzy	A2	1																						140	100	100	-20	-20	-20																			0				50	50	50	0	284	380	126	253	69	151	180	69	151	180				262	340	128	231	74	135	180	74	135	180				270	300	130	210	80	120	180	80	120	180				A1	ltng					33	60	90		33	60	90																																																44	76	120	0
bloodlord3	508	bloodlord1	bloodlord4	2	Blood Lord3	bloodlord3		bloodlord	BloodLord		L3	Classic			1													1	2		11	11	1	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	70	70	70	10	10	10																						1	1												1	1									BloodLordFrenzy	A2	1																						140	100	100	-20	-20	-20																			0				50	50	50	0	284	379	126	260	66	148	180	66	148	180				262	339	128	235	73	149	180	73	149	180				270	300	130	210	80	150	180	80	150	180																																																																45	76	120	0
bloodlord4	509	bloodlord1	bloodlord5	3	Blood Lord4	bloodlord4		bloodlord	BloodLord		L3	Classic			1													1	2		11	11	1	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	75	75	75	10	10	10																						1	1												1	1									BloodLordFrenzy	A2	1																						140	100	100	-20	-20	-20																			0				50	50	50	0	285	379	126	291	69	153	180	69	153	180				262	339	128	250	74	136	180	74	136	180				270	300	130	210	80	120	180	80	120	180				A1	cold					33	30	60	125	33	30	60	175																																															50	79	120	0
bloodlord5	510	bloodlord1	bloodlord6	4	Blood Lord5	bloodlord5		bloodlord	BloodLord		L3	Classic			1													1	2		11	11	1	bloodlord	bloodlord	10	15	14	13				90	90	90	85	85	85	80	80	80	10	10	10																						1	1												1	1									BloodLordFrenzy	A2	1																						140	100	100	-20	-20	-20																			0				50	50	50	0	283	379	126	316	67	149	180	67	149	180				261	339	128	263	73	134	180	73	134	180				270	300	130	210	80	120	180	80	120	180				A1	fire					33	70	80		33	70	80																																																54	81	120	0
larzuk	511	larzuk		0	Larzuk	larzuk		human	Npc		XR	Classic			1													1	1		4	4	0	mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																	0			-20	-20	-20																			0																																																																																																											0	0	0	0
drehya	512	drehya		0	Drehya	drehya		human	Npc		XS	Classic			1													1	1		4	4	0	mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																	0			-20	-20	-20																			0																																																																																																											0	0	0	0
malah	513	malah		0	Malah	malah		human	Npc		XT	Classic			1													1	1		1	1	0	mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																	0			-20	-20	-20																			0																																																																																																											0	0	0	0
nihlathak	514	nihlathak		0	Nihlathak Town	nihlathak		human	Npc		0J	Classic			1													1	1		3	3	0	mednpc	mednpc		15	15	15																																				1	1	1	1	1	1	1									1																																	0			-20	-20	-20																			0																																																																																																											0	0	0	0
qual-kehk	515	qual-kehk		0	Qual-Kehk	qual-kehk		human	Npc		XV	Classic			1													1	1		4	4	0	mednpc	mednpc		15	15	15																																				1	1	1	1	1		1									1																																	0			-20	-20	-20																			0																																																																																																											0	0	0	0
catapultspotter1	516	catapultspotter1	catapultspotter2	0	Catapult Spotter S	catapultspotter1			CatapultSpotter		k9	Classic			1													1	1		0	0	0				15	15	15				8	12	16	25	25	25	25	25	25	10	10	10	10	10	10																			1					1													1					Catapult Charged Ball	A1	1	Catapult Spike Ball	A1	1	CatapultBlizzard	A1	1	CatapultPlague	A1	1	CatapultMeteor	A1	1										0			-20	-20	-20																			0																																																																																																											0	0	0	0
catapultspotter2	517	catapultspotter1	catapultspotter3	1	Catapult Spotter E	catapultspotter2			CatapultSpotter		k9	Classic			1													1	1		0	0	0				15	15	15				8	12	16	25	25	25	25	25	25	10	10	10	10	10	10																			1					1													1					Catapult Charged Ball	A1	1	Catapult Spike Ball	A1	1	CatapultBlizzard	A1	1	CatapultPlague	A1	1	CatapultMeteor	A1	1										0			-20	-20	-20																			0																																																																																																											0	0	0	0
catapultspotter3	518	catapultspotter1	catapultspotter4	2	Catapult Spotter Siege	catapultspotter3			CatapultSpotter		k9	Classic			1													1	1		0	0	0				15	15	15				8	12	16	25	25	25	25	25	25	10	10	10	10	10	10																			1					1													1					Catapult Charged Ball	A1	1	Catapult Spike Ball	A1	1	CatapultBlizzard	A1	1	CatapultPlague	A1	1	CatapultMeteor	A1	1										0			-20	-20	-20																			0																																																																																																											0	0	0	0
catapultspotter4	519	catapultspotter1		3	Catapult Spotter W	catapultspotter4			CatapultSpotter		k9	Classic			1													1	1		0	0	0				15	15	15				8	12	16	25	25	25	25	25	25	10	10	10	10	10	10																			1					1													1					Catapult Charged Ball	A1	1	Catapult Spike Ball	A1	1	CatapultBlizzard	A1	1	CatapultPlague	A1	1	CatapultMeteor	A1	1										0			-20	-20	-20																			0																																																																																																											0	0	0	0
cain6	520	cain6		0	DeckardCain	cain6		human	Npc		DC	Classic			1													1	1		3	3	0	mednpc	mednpc		15	15	15																																				1		1	1	1		1									1																																	0			-20	-20	-20																			0																																																																																																											0	0	0	0
tyrael3	521	tyrael3		0	tyrael	tyrael3			NpcStationary		TY	Classic			1													1	1		0	0	0	mednpc	mednpc		15	15	15																																				1		1	1	1		1									1																																	0			-20	-20	-20																			0																																																																																																											0	0	0	0
act5barb1	522	act5barb1		0	Act 5 Combatant	act5barb1		human	NpcBarb		0A	Classic			1													1	1		6	18	0	act2hire	act2hire	8	15	15	15				15	15	15	85	85	85	15	15	15																								1	1	1				1					1			1	1			1																														140	100	100	-20	-20	-20																			50				50	50	50	0	571	761	251		32	57	140							300	405	185		41	103	140							165	175	120		50	150	140																																																																			30	69	120	0
act5barb2	523	act5barb2		0	Act 5 Combatant	act5barb2		human	NpcBarb		0A	Classic			1													1	1		6	18	0	act2hire	act2hire	8	15	15	15				15	15	15	85	85	85	15	15	15																								1	1	1				1					1			1	1			1																														140	100	100	-20	-20	-20																			50				50	50	50	0	226	355	212		90	122	140							128	202	166		70	136	140							165	175	120		50	150	140																																																																			38	69	120	0
barricadewall1	524	barricadewall1	barricadewall2	0	Barricade Wall Right	barricadewall1			Idle		A6	Classic			1													1	1		0	0	0	gargoyletrap	gargoyletrap	2	15	15	15																																					1													1				1																														0			-20	-20	-20						100			15	15	15	100			35	35	35	100	0								95	152	88											172	226	61											275	300	35																																																																							33	74	120	0
barricadewall2	525	barricadewall1		1	Barricade Wall Left	barricadewall2			Idle		AK	Classic			1													1	1		0	0	0	gargoyletrap	gargoyletrap	2	15	15	15																																					1													1				1																														0			-20	-20	-20						100			15	15	15	100			35	35	35	100	0								95	152	88											172	226	61											275	300	35																																																																							33	74	120	0
nihlathakboss	526	nihlathakboss		0	Nihlathak	nihlathakboss		human	Nihlathak		XU	Classic		Superuniques	1			minion1	2	4	NU							1	1		9	9	0	nihlathak	nihlathak	14	3	2	1				30	30	30	40	40	40	75	75	75	75	75	75	15	15	15	25	25	25																	1			1							1		1	1									Blink	A1	21	Rathmas Unchosen	A2	7	Death Shards	A1	17	Mon HB	seq_nihlathakarctic	31	MinionSpawner	A1	1										140	100	100	-20	-20	-20																			256				50	50	50	0	1000	1000	100	500	150	200	150							1000	1000	100	500	150	200	150							1000	1000	100	500	150	200	150																																																	Nihlathak (D)				Nihlathak (N) (D)				Nihlathak (H) (D)										81	108	120	0
drehyaiced	527	drehyaiced		0	Drehya	drehyaiced		human	NpcOutOfTown		XS	Classic			1													1	1		3	3	0	mednpc	mednpc		15	15	15																																				1		1	1	1											1																																	0			-20	-20	-20																			0																																																																																																											0	0	0	0
evilhut	528	evilhut		0	Evil hut	evilhut			GenericSpawner		2T	Classic			1			balrog3	2	5	NU							1	1		0	0	0	evilhut	evilhut	10	3	2	1				80	80	80	0	0	0	15	15	15																									1													1	1									Nest	seq_genericspawner	1																						0			-20	-20	-20																			0								150	300	1	100										150	300	1	100										225	300	1	100																																																																					1	38	66	120	0
deathmauler1	529	deathmauler1	deathmauler2	0	Death Mauler1	deathmauler1		deathmauler	DeathMauler		m5	Classic			1													4	5		5	5	1	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	15	15	15	50	50	50																						1													1	1						1			DeathMaul	seq_deathmaulerdig	1																						140	100	100	-20	-20	-20																			0				50	50	50	0	123	152	126	153	51	76	115							119	148	110	129	63	108	115							207	222	95	105	75	140	115																																																																			40	73	120	0
deathmauler2	530	deathmauler1	deathmauler3	1	Death Mauler2	deathmauler2		deathmauler	DeathMauler		m5	Classic			1													4	5		5	5	1	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	18	18	18	60	60	60																						1													1	1						1			DeathMaul	seq_deathmaulerdig	2																						140	100	100	-20	-20	-20																			0				50	50	50	0	124	152	126	166	51	78	115							119	148	110	135	63	109	115							207	222	95	105	75	140	115																																																																			44	74	120	0
deathmauler3	531	deathmauler1	deathmauler4	2	Death Mauler3	deathmauler3		deathmauler	DeathMauler		m5	Classic			1													4	5		6	6	1	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	19	19	19	70	70	70																						1													1	1						1			DeathMaul	seq_deathmaulerdig	3																						140	100	100	-20	-20	-20																			0				50	50	50	0	124	152	126	180	51	76	115							119	148	110	142	63	108	115							207	222	95	105	75	140	115																																																																			48	75	120	0
deathmauler4	532	deathmauler1	deathmauler5	3	Death Mauler4	deathmauler4		deathmauler	DeathMauler		m5	Classic			1													4	5		6	6	1	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	20	20	20	80	80	80																						1													1	1						1			DeathMaul	seq_deathmaulerdig	4																						140	100	100	-20	-20	-20																			0				50	50	50	0	124	152	126	191	53	77	115							119	148	110	148	64	108	115							207	222	95	105	75	140	115																																																																			50	76	120	0
deathmauler5	533	deathmauler1	deathmauler6	4	Death Mauler5	deathmauler5		deathmauler	DeathMauler		m5	Classic			1													4	5		8	8	1	deathmauler	deathmauler	10	15	15	15				75	75	75	65	65	65	21	21	21	90	90	90																						1													1	1						1			DeathMaul	seq_deathmaulerdig	5																						140	100	100	-20	-20	-20																			0				50	50	50	0	123	152	126	196	51	74	115							119	148	110	150	63	107	115							207	222	95	105	75	140	115																																																																			51	78	120	0
act5pow	534	act5pow		0	POW	act5pow		human	Wussie		0A	Classic			1													1	1		5	9	0	mednpc	mednpc	1	15	15	15																																				1	1	1				1								1	1																																	140	100	100	-20	-20	-20																			0							0	946	1324	84											1023	1362	89											1100	1400	95																																																																							50	69	120	0
act5barb3	535	act5barb3	act5barb4	0	Act 5 Townguard	act5barb3		human	Npc		0A	Classic			1													1	1		6	18	0	act2hire	act2hire	8	15	15	15																																				1	1	1				1					1			1	1			1																														140	100	100	-20	-20	-20																			50							0																																																																																																				38	69	120	0
act5barb4	536	act5barb3		1	Act 5 Townguard	act5barb4		human	Npc		0A	Classic			1													1	1		6	18	0	act2hire	act2hire	8	15	15	15																																				1	1	1				1					1			1	1			1																														140	100	100	-20	-20	-20																			50							0																																																																																																				38	69	120	0
ancientstatue1	537	ancientstatue1	ancientstatue2	0	Ancient Statue 1	ancientstatue1			AncientStatue		0G	Classic			1			ancientbarb1	0	2	NU							1	1		6	18	0				15	15	15																																				1		1	1	1														1						MinionSpawner	A1	1																						0			-20	-20	-20																			0																																																																																																											50	88	120	0
ancientstatue2	538	ancientstatue1	ancientstatue3	1	Ancient Statue 2	ancientstatue2			AncientStatue		0H	Classic			1			ancientbarb2	0	2	NU							1	1		6	18	0				15	15	15																																				1		1	1	1														1						MinionSpawner	A1	1																						0			-20	-20	-20																			0																																																																																																											50	88	120	0
ancientstatue3	539	ancientstatue1		2	Ancient Statue 3	ancientstatue3			AncientStatue		0I	Classic			1			ancientbarb3	0	2	NU							1	1		6	18	0				15	15	15																																				1		1	1	1														1						MinionSpawner	A1	1																						0			-20	-20	-20																			0																																																																																																											50	88	120	0
ancientbarb1	540	ancientbarb1	ancientbarb2	0	Ancient Barbarian 1	ancientbarb1	ancient1	human	Ancient		0D	Classic		Superuniques	1							gargoyle4		1		2	5	1	1		13	13	0	ancient	ancient	10	3	2	1				20	20	20	60	60	60	95	95	95	5	5	5																							1			1									1										Whirlwind	seq_ancientwhirlwind	15																						84	60	60	-20	-20	-20																			0							0	2000	2000	100		150	250	400	150	250	400				4000	4000	100		250	350	400	250	350	400				6000	6000	100		350	450	400	350	450	400																																																																46	85	120	0
