name	*name	*type	* status	szFlavorText	code	alternategfx	namestr	type	type2	compactsave	version	level	levelreq	rarity	spawnable	minac	maxac	speed	nodurability	cost	gamble cost	auto prefix	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
Sacred Container		Shrines			J0+S	vip	J0+S	shco		0	100	0	0	1	1			0	1				16	1	2	0	0	0	flpwnd	#Sacred			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescModdingHeadache		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Shimmering Container		Shrines			K0+S	vip	K0+S	shco		0	100	0	0	1	1			0	1				16	1	2	0	0	0	flpwnd	#Shimmering			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescModdingHeadache		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Spiritual Container		Shrines			M0+S	vip	M0+S	shco		0	100	0	0	1	1			0	1				16	1	2	0	0	0	flpwnd	#Spiritual			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescModdingHeadache		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Magical Container		Shrines			N0+S	vip	N0+S	shco		0	100	0	0	1	1			0	1				16	1	2	0	0	0	flpwnd	#Magical			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescModdingHeadache		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Enchanted Container		Shrines			O0+S	vip	O0+S	shco		0	100	0	0	1	1			0	1				16	1	2	0	0	0	flpwnd	#Enchanted			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescModdingHeadache		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Hidden Container		Shrines			Q0+S	vip	Q0+S	shco		0	100	0	0	1	1			0	1				16	1	2	0	0	0	flpwnd	#Hidden			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescModdingHeadache		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Stone Container		Shrines			R0+S	vip	R0+S	shco		0	100	0	0	1	1			0	1				16	1	2	0	0	0	flpwnd	#Stone			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescModdingHeadache		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Creepy Shrine (10 Charges)	str	Shrines			A0+	vip	A0+	prsh	flsh	1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Creepy			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineA		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Creepy Shrine (9 Charges)		Shrines			A1+	vip	A1+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Creepy			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineA		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Creepy Shrine (8 Charges)		Shrines			A2+	vip	A2+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Creepy			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineA		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Creepy Shrine (7 Charges)		Shrines			A3+	vip	A3+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Creepy			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineA		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Creepy Shrine (6 Charges)		Shrines			A4+	vip	A4+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Creepy			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineA		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Creepy Shrine (5 Charges)		Shrines			A5+	vip	A5+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Creepy			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineA		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Creepy Shrine (4 Charges)		Shrines			A6+	vip	A6+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Creepy			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineA		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Creepy Shrine (3 Charges)		Shrines			A7+	vip	A7+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Creepy			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineA		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Creepy Shrine (2 Charges)		Shrines			A8+	vip	A8+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Creepy			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineA		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Creepy Shrine (1 Charge)		Shrines			A9+	vip	A9+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Creepy			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineA		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Abandoned Shrine (10 Charges)	dex	Shrines			B0+	vip	B0+	prsh	flsh	1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Abandoned			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineB		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Abandoned Shrine (9 Charges)		Shrines			B1+	vip	B1+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Abandoned			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineB		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Abandoned Shrine (8 Charges)		Shrines			B2+	vip	B2+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Abandoned			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineB		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Abandoned Shrine (7 Charges)		Shrines			B3+	vip	B3+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Abandoned			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineB		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Abandoned Shrine (6 Charges)		Shrines			B4+	vip	B4+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Abandoned			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineB		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Abandoned Shrine (5 Charges)		Shrines			B5+	vip	B5+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Abandoned			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineB		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Abandoned Shrine (4 Charges)		Shrines			B6+	vip	B6+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Abandoned			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineB		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Abandoned Shrine (3 Charges)		Shrines			B7+	vip	B7+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Abandoned			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineB		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Abandoned Shrine (2 Charges)		Shrines			B8+	vip	B8+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Abandoned			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineB		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Abandoned Shrine (1 Charge)		Shrines			B9+	vip	B9+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Abandoned			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineB		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Quiet Shrine (10 Charges)	vit	Shrines			C0+	vip	C0+	prsh	flsh	1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Quiet			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineC		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Quiet Shrine (9 Charges)		Shrines			C1+	vip	C1+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Quiet			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineC		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Quiet Shrine (8 Charges)		Shrines			C2+	vip	C2+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Quiet			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineC		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Quiet Shrine (7 Charges)		Shrines			C3+	vip	C3+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Quiet			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineC		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Quiet Shrine (6 Charges)		Shrines			C4+	vip	C4+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Quiet			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineC		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Quiet Shrine (5 Charges)		Shrines			C5+	vip	C5+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Quiet			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineC		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Quiet Shrine (4 Charges)		Shrines			C6+	vip	C6+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Quiet			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineC		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Quiet Shrine (3 Charges)		Shrines			C7+	vip	C7+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Quiet			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineC		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Quiet Shrine (2 Charges)		Shrines			C8+	vip	C8+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Quiet			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineC		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Quiet Shrine (1 Charge)		Shrines			C9+	vip	C9+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Quiet			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineC		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Eerie Shrine (10 Charges)	enr	Shrines			D0+	vip	D0+	prsh	flsh	1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Eerie			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineD		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Eerie Shrine (9 Charges)		Shrines			D1+	vip	D1+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Eerie			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineD		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Eerie Shrine (8 Charges)		Shrines			D2+	vip	D2+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Eerie			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineD		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Eerie Shrine (7 Charges)		Shrines			D3+	vip	D3+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Eerie			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineD		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Eerie Shrine (6 Charges)		Shrines			D4+	vip	D4+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Eerie			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineD		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Eerie Shrine (5 Charges)		Shrines			D5+	vip	D5+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Eerie			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineD		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Eerie Shrine (4 Charges)		Shrines			D6+	vip	D6+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Eerie			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineD		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Eerie Shrine (3 Charges)		Shrines			D7+	vip	D7+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Eerie			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineD		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Eerie Shrine (2 Charges)		Shrines			D8+	vip	D8+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Eerie			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineD		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Eerie Shrine (1 Charge)		Shrines			D9+	vip	D9+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Eerie			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineD		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Weird Shrine (10 Charges)	dmg	Shrines			E0+	vip	E0+	prsh	flsh	1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Weird			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineE		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Weird Shrine (9 Charges)		Shrines			E1+	vip	E1+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Weird			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineE		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Weird Shrine (8 Charges)		Shrines			E2+	vip	E2+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Weird			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineE		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Weird Shrine (7 Charges)		Shrines			E3+	vip	E3+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Weird			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineE		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Weird Shrine (6 Charges)		Shrines			E4+	vip	E4+	prsh		1	100	0	0	5	1			0	1				16	1	2	0	0	0	flpwnd	@Weird			0	xxx			0	0	shrine_boink	12	shrine_boink	0	0	5	0	0	0	0	0	0	0			0	-1												1	DescShrineE		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
