code	name	type	type2	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicLvl	ElzixMagicMin	ElzixMagicMax	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable																																																			
w36	Fanged Helm (Grade 2)	phlm	tier	100		4	1	92	124			59	0		40		21	6	1046		w36		402	ba1	bhm	w36	w36	w36			2	2	1	2	1	flpba1	invba2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
w56	Fanged Helm (Grade 3)	phlm	tier	100		4	1	152	198			86	0		40		36	11	3730		w56		402	ba1	bhm	w56	w56	w56			2	2	1	2	1	flpba1	invba2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
w76	Fanged Helm (Grade 4)	phlm	tier	100		4	1	229	297			124	0		40		51	15	9630		w76		403	ba1	bhm	w76	w76	w76			2	2	1	3	1	flpba1	invba2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
w96	Fanged Helm (Grade 5)	phlm	tier	100		4	1	325	419			180	0		40		65	19	20020		w96		403	ba1	bhm	w96	w96	w96			2	2	1	3	1	flpba1	invba2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
e26	Fanged Helm (Grade 6)	phlm	tier	100		4	1	448	572			262	0		40		81	24	39705		e26		404	ba1	bhm	e26	e26	e26			2	2	1	4	1	flpba1	invba2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
@53	Fanged Helm (Sacred)	qphm		100		1	1	1095	1158			446	0		40		81	30	39705		@53		404	ba1	bhm	@53	@53	@53			2	2	1	4	1	flpba1	invba2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
610	Field Plate (Grade 1)	tors	tier			20	1	179	360			73	0		87		11	3	612		610		401	fld	fld	610	610	610		1	2	3	1	2	1	flpfld	invfld			1	1	1	1								item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255		1		1	1					255					255					255			2	8		xxx	xxx			1																																																			
656	Field Plate (Grade 2)	tors	tier			20	1	293	566			106	0		87		26	7	3674		656		403	fld	fld	656	656	656		1	2	3	1	3	1	flpfld	invfld			1	1	1	1								item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
702	Field Plate (Grade 3)	tors	tier			20	1	445	834			153	0		87		42	12	12662		702		404	fld	fld	702	702	702		1	2	3	1	4	1	flpfld	invfld			1	1	1	1								item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
748	Field Plate (Grade 4)	tors	tier			20	1	642	1186			223	0		87		55	16	29213		748		404	fld	fld	748	748	748		1	2	3	1	4	1	flpfld	invfld			1	1	1	1								item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
794	Field Plate (Grade 5)	tors	tier			20	1	893	1643			323	0		87		69	21	61485		794		405	fld	fld	794	794	794		1	2	3	1	5	1	flpfld	invfld			1	1	1	1								item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
840	Field Plate (Grade 6)	tors	tier			20	1	1214	2226			468	0		87		86	25	126284		840		406	fld	fld	840	840	840		1	2	3	1	6	1	flpfld	invfld			1	1	1	1								item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@11	Field Plate (Sacred)	qtor				2	1	2699	3206			589	0		87		86	30	126284		@11		406	fld	fld	@11	@11	@11		1	2	3	1	6	1	flpfld	invfld			1	1	1	1								item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
618	Full Helm (Grade 1)	helm	tier			20	1	75	112			53	0		45		9	3	236		618		401	fhl	fhl	618	618	618			2	2	1	1	1	flpfhl	invfhl														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255		1		1	1					255					255					255					255			2	8		xxx	xxx			1																																																			
664	Full Helm (Grade 2)	helm	tier			20	1	137	190			77	0		45		24	7	1477		664		402	fhl	fhl	664	664	664			2	2	1	2	1	flpfhl	invfhl														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
710	Full Helm (Grade 3)	helm	tier			20	1	220	299			111	0		45		39	11	4933		710		403	fhl	fhl	710	710	710			2	2	1	3	1	flpfhl	invfhl														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
756	Full Helm (Grade 4)	helm	tier			20	1	325	437			162	0		45		53	16	11808		756		403	fhl	fhl	756	756	756			2	2	1	3	1	flpfhl	invfhl														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
802	Full Helm (Grade 5)	helm	tier			20	1	460	612			234	0		45		68	20	25193		802		404	fhl	fhl	802	802	802			2	2	1	4	1	flpfhl	invfhl														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
848	Full Helm (Grade 6)	helm	tier			20	1	631	834			340	0		45		82	24	47283		848		404	fhl	fhl	848	848	848			2	2	1	4	1	flpfhl	invfhl														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@19	Full Helm (Sacred)	qhlm				2	1	1362	1463			546	0		45		82	30	47283		@19		404	fhl	fhl	@19	@19	@19			2	2	1	4	1	flpfhl	invfhl														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
613	Full Plate Mail (Grade 1)	tors	tier			20	1	226	455		10	91	0		105		18	5	1593		613		401	ful	ful	613	613	613		1	2	3	1	2	1	flpful	invful			2	2	2	2	2	2						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255		1		1	1					255			2	8		xxx	xxx			1																																																			
659	Full Plate Mail (Grade 2)	tors	tier			20	1	363	703		10	132	0		105		32	9	6487		659		403	ful	ful	659	659	659		1	2	3	1	3	1	flpful	invful			2	2	2	2	2	2						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
705	Full Plate Mail (Grade 3)	tors	tier			20	1	544	1038		10	191	0		105		47	14	19066		705		404	ful	ful	705	705	705		1	2	3	1	4	1	flpful	invful			2	2	2	2	2	2						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
751	Full Plate Mail (Grade 4)	tors	tier			20	1	781	1473		10	277	0		105		61	18	43593		751		404	ful	ful	751	751	751		1	2	3	1	4	1	flpful	invful			2	2	2	2	2	2						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
797	Full Plate Mail (Grade 5)	tors	tier			20	1	1089	2034		10	402	0		105		76	23	90769		797		405	ful	ful	797	797	797		1	2	3	1	5	1	flpful	invful			2	2	2	2	2	2						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
843	Full Plate Mail (Grade 6)	tors	tier			20	1	1476	2751		10	543	0		105		90	27	168868		843		406	ful	ful	843	843	843		1	2	3	1	6	1	flpful	invful			2	2	2	2	2	2						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@14	Full Plate Mail (Sacred)	qtor				2	1	2830	3468		10	640	0		105		90	30	168868		@14		406	ful	ful	@14	@14	@14		1	2	3	1	6	1	flpful	invful			2	2	2	2	2	2						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
1@G	Gambeson (Grade 1)	stor	tier			10	1	59	119			0	25		44		5	1	154		1@G		401	hla	hla	1@G	1@G	1@G		1	2	3	1	2	1	flphla	invxtuu														item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
2@G	Gambeson (Grade 2)	stor	tier			10	1	113	202			0	36		44		19	6	1147		2@G		403	hla	hla	2@G	2@G	2@G		1	2	3	1	3	1	flphla	invxtuu														item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
3@G	Gambeson (Grade 3)	stor	tier			10	1	188	318			0	53		44		32	10	4100		3@G		404	hla	hla	3@G	3@G	3@G		1	2	3	1	4	1	flphla	invxtuu														item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
4@G	Gambeson (Grade 4)	stor	tier			10	1	285	462			0	76		44		48	14	11982		4@G		404	hla	hla	4@G	4@G	4@G		1	2	3	1	4	1	flphla	invxtuu														item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
5@G	Gambeson (Grade 5)	stor	tier			10	1	403	653			0	111		44		63	19	27032		5@G		405	hla	hla	5@G	5@G	5@G		1	2	3	1	5	1	flphla	invxtuu														item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
