Treasure Class	* Laz / contains	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	* Laz / pct	Item2	Prob2	* Laz / pct	Item3	Prob3	* Laz / pct	Item4	Prob4	* Laz / pct	Item5	Prob5	* Laz / pct	Item6	Prob6	* Laz / pct	Item7	Prob7	* Laz / pct	Item8	Prob8	* Laz / pct	Item9	Prob9	* Laz / pct	Item10	Prob10	* Laz / pct	SumItems	TotalProb	DropChance	Term
Act 5 Minor Sacred Equip B		24	34	1						weap30	2		armo30	1		weap33	6		armo33	2		weap36	14		armo36	7		weap39	2		armo39	1		Act 5 Minor Sacred Equip A	18	76				35	766	1	0
Act 5 Minor Sacred Equip C		24	36	1						weap30	2		armo30	1		weap33	6		armo33	2		weap36	14		armo36	7		weap39	2		armo39	1		Act 5 Minor Sacred Equip B	21	84				35	868	1	0
Act 1 (N) Minor Sacred Equip A		24	38	1						weap33	2		armo33	1		weap36	6		armo36	3		weap39	14		armo39	7		weap42	2		armo42	1		Act 5 Minor Sacred Equip C	24	92				36	971	1	0
Act 1 (N) Minor Sacred Equip B		24	40	1						weap33	2		armo33	1		weap36	6		armo36	3		weap39	14		armo39	7		weap42	2		armo42	1		Act 1 (N) Minor Sacred Equip A	28	100				42	1147	1	0
Act 1 (N) Minor Sacred Equip C		24	42	1						weap36	2		armo36	1		weap39	6		armo39	3		weap42	14		armo42	7		weap45	2		armo45	1		Act 1 (N) Minor Sacred Equip A	32	108				36	1056	1	0
Act 2 (N) Minor Sacred Equip A		24	44	1						weap36	2		armo36	1		weap39	6		armo39	3		weap42	14		armo42	7		weap45	2		armo45	1		Act 1 (N) Minor Sacred Equip B	36	116				42	1275	1	0
Act 2 (N) Minor Sacred Equip B		24	46	1						weap39	2		armo39	1		weap42	6		armo42	3		weap45	14		armo45	7		weap48	2		armo48	1		Act 2 (N) Minor Sacred Equip A	41	124				36	1141	1	0
Act 2 (N) Minor Sacred Equip C		24	48	1						weap39	2		armo39	1		weap42	6		armo42	3		weap45	14		armo45	7		weap48	2		armo48	1		Act 2 (N) Minor Sacred Equip A	46	132				42	1360	1	0
Act 3 (N) Minor Sacred Equip A		24	50	1						weap42	2		armo42	1		weap45	6		armo45	3		weap48	14		armo48	7		weap51	2		armo51	1		Act 2 (N) Minor Sacred Equip B	51	140				36	1226	1	0
Act 3 (N) Minor Sacred Equip B		24	52	1						weap42	2		armo42	1		weap45	6		armo45	3		weap48	14		armo48	7		weap51	2		armo51	1		Act 3 (N) Minor Sacred Equip A	57	148				42	1487	1	0
Act 3 (N) Minor Sacred Equip C		24	54	1						weap45	2		armo45	1		weap48	6		armo48	3		weap51	14		armo51	7		weap54	2		armo54	1		Act 3 (N) Minor Sacred Equip A	63	156				36	1311	1	0
Act 4 (N) Minor Sacred Equip A		24	56	1						weap45	2		armo45	1		weap48	6		armo48	3		weap51	14		armo51	7		weap54	2		armo54	1		Act 3 (N) Minor Sacred Equip B	69	164				42	1572	1	0
Act 4 (N) Minor Sacred Equip B		24	58	1						weap48	2		armo48	1		weap51	6		armo51	3		weap54	14		armo54	7		weap57	2		armo57	1		Act 4 (N) Minor Sacred Equip A	75	172				36	1396	1	0
Act 4 (N) Minor Sacred Equip C		24	60	1						weap48	2		armo48	1		weap51	6		armo51	3		weap54	14		armo54	7		weap57	2		armo57	1		Act 4 (N) Minor Sacred Equip A	81	180				42	1700	1	0
Act 5 (N) Minor Sacred Equip A		24	62	1						weap51	2		armo51	1		weap54	6		armo54	3		weap57	14		armo57	7		weap60	2		armo60	1		Act 4 (N) Minor Sacred Equip B	87	188				36	1481	1	0
Act 5 (N) Minor Sacred Equip B		24	64	1						weap51	2		armo51	1		weap54	6		armo54	3		weap57	14		armo57	7		weap60	2		armo60	1		Act 5 (N) Minor Sacred Equip A	93	196				42	1785	1	0
Act 5 (N) Minor Sacred Equip C		24	66	1						weap54	2		armo54	1		weap57	6		armo57	3		weap60	14		armo60	7		weap63	2		armo63	1		Act 5 (N) Minor Sacred Equip B	99	204				36	1566	1	0
Act 1 (H) Minor Sacred Equip A		24	68	1						weap54	2		armo54	1		weap57	6		armo57	3		weap60	14		armo60	7		weap63	2		armo63	1		Act 5 (N) Minor Sacred Equip C	105	212				42	1827	1	0
Act 1 (H) Minor Sacred Equip B		24	70	1						weap57	2		armo57	1		weap60	6		armo60	3		weap63	14		armo63	7		weap66	2		armo66	1		Act 1 (H) Minor Sacred Equip A	111	220				36	1566	1	0
Act 1 (H) Minor Sacred Equip C		24	71	1						weap57	2		armo57	1		weap60	6		armo60	3		weap63	14		armo63	7		weap66	2		armo66	1		Act 1 (H) Minor Sacred Equip A	117	228				42	1827	1	0
Act 2 (H) Minor Sacred Equip A		24	73	1						weap60	2		armo60	1		weap63	6		armo63	3		weap66	14		armo66	7		weap69	2		armo69	1		Act 1 (H) Minor Sacred Equip B	123	236				36	1566	1	0
Act 2 (H) Minor Sacred Equip B		24	75	1						weap60	2		armo60	1		weap63	6		armo63	3		weap66	14		armo66	7		weap69	2		armo69	1		Act 2 (H) Minor Sacred Equip A	129	244				42	1827	1	0
Act 2 (H) Minor Sacred Equip C		24	76	1						weap63	2		armo63	1		weap66	6		armo66	3		weap69	14		armo69	7		weap72	2		armo72	1		Act 2 (H) Minor Sacred Equip A	128	252				36	1566	1	0
Act 3 (H) Minor Sacred Equip A		24	77	1						weap63	2		armo63	1		weap66	6		armo66	3		weap69	14		armo69	7		weap72	2		armo72	1		Act 2 (H) Minor Sacred Equip B	127	260				42	1827	1	0
Act 3 (H) Minor Sacred Equip B		24	78	1						weap66	2		armo66	1		weap69	6		armo69	3		weap72	14		armo72	7		weap75	2		armo75	1		Act 3 (H) Minor Sacred Equip A	126	268				36	1566	1	0
Act 3 (H) Minor Sacred Equip C		24	79	1						weap66	2		armo66	1		weap69	6		armo69	3		weap72	14		armo72	7		weap75	2		armo75	1		Act 3 (H) Minor Sacred Equip A	125	276				42	1827	1	0
Act 4 (H) Minor Sacred Equip A		24	80	1						weap69	2		armo69	1		weap72	6		armo72	3		weap75	14		armo75	7		weap78	2		armo78	1		Act 3 (H) Minor Sacred Equip B	124	284				36	1566	1	0
Act 4 (H) Minor Sacred Equip B		24	81	1						weap69	2		armo69	1		weap72	6		armo72	3		weap75	14		armo75	7		weap78	2		armo78	1		Act 4 (H) Minor Sacred Equip A	123	292				42	1827	1	0
Act 4 (H) Minor Sacred Equip C		24	82	1						weap72	2		armo72	1		weap75	6		armo75	3		weap78	14		armo78	7		weap81	2		armo81	1		Act 4 (H) Minor Sacred Equip A	122	300				36	1566	1	0
Act 5 (H) Minor Sacred Equip A		24	83	1						weap75	2		armo75	1		weap78	6		armo78	3		weap81	14		armo81	7		weap84	2		armo84	1		Act 4 (H) Minor Sacred Equip B	121	308				36	1566	1	0
Act 5 (H) Minor Sacred Equip B		24	84	1						weap78	2		armo78	1		weap81	6		armo81	3		weap84	14		armo84	7		weap87	2		armo87	1		Act 5 (H) Minor Sacred Equip A	120	316				36	1566	1	0
Act 5 (H) Minor Sacred Equip C		24	85	1						weap81	4		armo81	1		weap84	6		armo84	3		weap87	14		armo87	7		weap90	6		armo90	3		Act 5 (H) Minor Sacred Equip B	119	324				35	1565	1	0
Act 1 Rune Bias A		21	0	1					30	NDTC	40		Act 1 Junk	1		Act 1 Equip A	20		Act 1 Good	25		Clue Gem 10	1	0%																			0
Act 1 Rune Bias B		21	5	1					30	NDTC	40		Act 1 Junk	1		Act 1 Equip B	20		Act 1 Good B	25																							0
Act 1 Rune Bias C		21	9	1					30	NDTC	40		Act 1 Junk	1		Act 1 Equip C	20		Act 1 Good C	25																							0
Act 2 Rune Bias A		21	12	1					30	NDTC	40		Act 2 Junk	1		Act 2 Equip A	20		Act 2 Good	25																							0
Act 2 Rune Bias B		21	15	1					30	NDTC	40		Act 2 Junk	1		Act 2 Equip B	20		Act 2 Good	25																							0
Act 2 Rune Bias C		21	18	1					30	NDTC	40		Act 2 Junk	1		Act 2 Equip C	20		Act 3 Good	25																							0
Act 3 Rune Bias A		21	20	1					30	NDTC	40		Act 3 Junk	1		Act 3 Equip A	20		Act 3 Good	25																							0
Act 3 Rune Bias B		21	22	1					30	NDTC	40		Act 3 Junk	1		Act 3 Equip B	20		Act 3 Good	25																							0
Act 3 Rune Bias C		21	24	1					30	NDTC	40		Act 3 Junk	1		Act 3 Equip C	20		Act 3 Good	25																							0
Act 4 Rune Bias A		21	26	1					30	NDTC	40		Act 4 Junk	1		Act 4 Equip A	20		Act 4 Good	25																							0
Act 4 Rune Bias B		21	29	1					30	NDTC	40		Act 4 Junk	1		Act 4 Equip B	20		Act 4 Good	25																							0
Act 5 Rune Bias A		21	32	1					30	NDTC	40		Act 5 Junk	1		Act 5 Equip A	20		Act 5 Good	25																							0
Act 5 Rune Bias B		21	34	1					30	NDTC	40		Act 5 Junk	1		Act 5 Equip B	20		Act 5 Good	25																							0
Act 5 Rune Bias C		21	36	1					30	NDTC	40		Act 5 Junk	1		Act 5 Equip C	20		Act 5 Good	25																							0
Act 1 (N) Rune Bias A		21	38	1					30	NDTC	40		Act 1 (N) Junk	1		Act 1 (N) Equip A	20		Act 1 (N) Good	25																							0
Act 1 (N) Rune Bias B		21	40	1					30	NDTC	40		Act 1 (N) Junk	1		Act 1 (N) Equip B	20		Act 1 (N) Good	25																							0
Act 1 (N) Rune Bias C		21	41	1					30	NDTC	40		Act 1 (N) Junk	1		Act 1 (N) Equip B	20		Act 1 (N) Good	25																							0
Act 2 (N) Rune Bias A		21	42	1					30	NDTC	40		Act 2 (N) Junk	1		Act 2 (N) Equip A	20		Act 2 (N) Good	25																							0
Act 2 (N) Rune Bias B		21	44	1					30	NDTC	40		Act 2 (N) Junk	1		Act 2 (N) Equip B	20		Act 2 (N) Good	25																							0
Act 2 (N) Rune Bias C		21	45	1					30	NDTC	40		Act 2 (N) Junk	1		Act 2 (N) Equip B	20		Act 2 (N) Good	25																							0
Act 3 (N) Rune Bias A		21	46	1					30	NDTC	40		Act 3 (N) Junk	1		Act 3 (N) Equip A	20		Act 3 (N) Good	25																							0
Act 3 (N) Rune Bias B		21	48	1					30	NDTC	40		Act 3 (N) Junk	1		Act 3 (N) Equip B	20		Act 3 (N) Good	25																							0
Act 3 (N) Rune Bias C		21	50	1					30	NDTC	40		Act 3 (N) Junk	1		Act 3 (N) Equip B	20		Act 3 (N) Good	25																							0
Act 4 (N) Rune Bias A		21	51	1					30	NDTC	40		Act 4 (N) Junk	1		Act 4 (N) Equip A	20		Act 4 (N) Good	25																							0
Act 4 (N) Rune Bias B		21	54	1					30	NDTC	40		Act 4 (N) Junk	1		Act 4 (N) Equip B	20		Act 4 (N) Good	25																							0
Act 5 (N) Rune Bias A		21	57	1					30	NDTC	40		Act 5 (N) Junk	1		Act 5 (N) Equip A	20		Act 5 (N) Good	25																							0
Act 5 (N) Rune Bias B		21	60	1					30	NDTC	40		Act 5 (N) Junk	1		Act 5 (N) Equip B	20		Act 5 (N) Good	25																							0
Act 5 (N) Rune Bias C		21	62	1					30	NDTC	40		Act 5 (N) Junk	1		Act 5 (N) Equip C	20		Act 5 (N) Good	25																							0
Act 1 (H) Rune Bias A		21	63	1					30	NDTC	40		Act 1 (H) Junk	1		Act 1 (H) Equip A	20		Act 1 (H) Good	25																							0
Act 1 (H) Rune Bias B		21	66	1					30	NDTC	40		Act 1 (H) Junk	1		Act 1 (H) Equip B	20		Act 1 (H) Good	25																							0
Act 1 (H) Rune Bias C		21	68	1					30	NDTC	40		Act 1 (H) Junk	1		Act 1 (H) Equip B	20		Act 1 (H) Good	25																							0
Act 2 (H) Rune Bias A		21	69	1					30	NDTC	40		Act 1 (H) Junk	1		Act 2 (H) Equip A	20		Act 2 (H) Good	25																							0
Act 2 (H) Rune Bias B		21	71	1					30	NDTC	40		Act 1 (H) Junk	1		Act 2 (H) Equip B	20		Act 2 (H) Good	25																							0
Act 2 (H) Rune Bias C		21	72	1					30	NDTC	40		Act 1 (H) Junk	1		Act 2 (H) Equip B	20		Act 2 (H) Good	25																							0
Act 3 (H) Rune Bias A		21	74	1					30	NDTC	40		Act 1 (H) Junk	1		Act 3 (H) Equip A	20		Act 3 (H) Good	25																							0
Act 3 (H) Rune Bias B		21	75	1					30	NDTC	40		Act 1 (H) Junk	1		Act 3 (H) Equip B	20		Act 3 (H) Good	25																							0
Act 3 (H) Rune Bias C		21	77	1					30	NDTC	40		Act 1 (H) Junk	1		Act 3 (H) Equip B	20		Act 3 (H) Good	25																							0
Act 4 (H) Rune Bias A		21	78	1					30	NDTC	40		Act 1 (H) Junk	1		Act 4 (H) Equip A	20		Act 4 (H) Good	25																							0
Act 4 (H) Rune Bias B		21	80	1					30	NDTC	40		Act 1 (H) Junk	1		Act 4 (H) Equip B	20		Act 4 (H) Good	25																							0
Act 5 (H) Rune Bias A		21	81	1					30	NDTC	40		Act 1 (H) Junk	1		Act 5 (H) Equip A	20		Act 5 (H) Good	25																							0
Act 5 (H) Rune Bias B		21	83	1					30	NDTC	40		Act 1 (H) Junk	1		Act 5 (H) Equip B	20		Act 5 (H) Good	25																							0
Act 5 (H) Rune Bias C		21	85	1					30	NDTC	40		Act 1 (H) Junk	1		Act 5 (H) Equip C	20		Act 5 (H) Good	25																							0
Act 5 (H) Super Runes				1					30	NDTC	40		Act 1 (H) Junk	1		Act 5 (H) Equip C	20		Act 5 (H) Good Rune Bias	25																							0
Act 1 Rare Bias A		22	0	1			512		30	NDTC	40		Act 1 Junk	1		Act 1 Equip A	20		Act 1 Good	4		Clue Gem 10	1	0%																			0
Act 1 Rare Bias B		22	5	1			512		30	NDTC	40		Act 1 Junk	1		Act 1 Equip B	20		Act 1 Good B	4																							0
Act 1 Rare Bias C		22	9	1			512		30	NDTC	40		Act 1 Junk	1		Act 1 Equip C	20		Act 1 Good C	4																							0
Act 2 Rare Bias A		22	12	1			512		30	NDTC	40		Act 2 Junk	1		Act 2 Equip A	20		Act 2 Good	4																							0
Act 2 Rare Bias B		22	15	1			512		30	NDTC	40		Act 2 Junk	1		Act 2 Equip B	20		Act 2 Good	4																							0
Act 2 Rare Bias C		22	18	1			512		30	NDTC	40		Act 2 Junk	1		Act 2 Equip C	20		Act 3 Good	4																							0
Act 3 Rare Bias A		22	20	1			512		30	NDTC	40		Act 3 Junk	1		Act 3 Equip A	20		Act 3 Good	4																							0
Act 3 Rare Bias B		22	22	1			512		30	NDTC	40		Act 3 Junk	1		Act 3 Equip B	20		Act 3 Good	4																							0
Act 3 Rare Bias C		22	24	1			512		30	NDTC	40		Act 3 Junk	1		Act 3 Equip C	20		Act 3 Good	4																							0
Act 4 Rare Bias A		22	26	1			512		30	NDTC	40		Act 4 Junk	1		Act 4 Equip A	20		Act 4 Good	4																							0
Act 4 Rare Bias B		22	29	1			512		30	NDTC	40		Act 4 Junk	1		Act 4 Equip B	20		Act 4 Good	4																							0
Act 5 Rare Bias A		22	32	1			512		30	NDTC	40		Act 5 Junk	1		Act 5 Equip A	20		Act 5 Good	4																							0
Act 5 Rare Bias B		22	34	1			512		30	NDTC	40		Act 5 Junk	1		Act 5 Equip B	20		Act 5 Good	4																							0
Act 5 Rare Bias C		22	36	1			512		30	NDTC	40		Act 5 Junk	1		Act 5 Equip C	20		Act 5 Good	4																							0
Act 1 (N) Rare Bias A		22	38	1			512		30	NDTC	40		Act 1 (N) Junk	1		Act 1 (N) Equip A	20		Act 1 (N) Good	4																							0
Act 1 (N) Rare Bias B		22	40	1			512		30	NDTC	40		Act 1 (N) Junk	1		Act 1 (N) Equip B	20		Act 1 (N) Good	4																							0
Act 1 (N) Rare Bias C		22	41	1			512		30	NDTC	40		Act 1 (N) Junk	1		Act 1 (N) Equip B	20		Act 1 (N) Good	4																							0
Act 2 (N) Rare Bias A		22	42	1			512		30	NDTC	40		Act 2 (N) Junk	1		Act 2 (N) Equip A	20		Act 2 (N) Good	4																							0
Act 2 (N) Rare Bias B		22	44	1			512		30	NDTC	40		Act 2 (N) Junk	1		Act 2 (N) Equip B	20		Act 2 (N) Good	4																							0
Act 2 (N) Rare Bias C		22	45	1			512		30	NDTC	40		Act 2 (N) Junk	1		Act 2 (N) Equip B	20		Act 2 (N) Good	4																							0
Act 3 (N) Rare Bias A		22	46	1			512		30	NDTC	40		Act 3 (N) Junk	1		Act 3 (N) Equip A	20		Act 3 (N) Good	4																							0
Act 3 (N) Rare Bias B		22	48	1			512		30	NDTC	40		Act 3 (N) Junk	1		Act 3 (N) Equip B	20		Act 3 (N) Good	4																							0
Act 3 (N) Rare Bias C		22	50	1			512		30	NDTC	40		Act 3 (N) Junk	1		Act 3 (N) Equip B	20		Act 3 (N) Good	4																							0
Act 4 (N) Rare Bias A		22	51	1			512		30	NDTC	40		Act 4 (N) Junk	1		Act 4 (N) Equip A	20		Act 4 (N) Good	4																							0
Act 4 (N) Rare Bias B		22	54	1			512		30	NDTC	40		Act 4 (N) Junk	1		Act 4 (N) Equip B	20		Act 4 (N) Good	4																							0
Act 5 (N) Rare Bias A		22	57	1			512		30	NDTC	40		Act 5 (N) Junk	1		Act 5 (N) Equip A	20		Act 5 (N) Good	4																							0
Act 5 (N) Rare Bias B		22	60	1			512		30	NDTC	40		Act 5 (N) Junk	1		Act 5 (N) Equip B	20		Act 5 (N) Good	4																							0
Act 5 (N) Rare Bias C		22	62	1			512		30	NDTC	40		Act 5 (N) Junk	1		Act 5 (N) Equip C	20		Act 5 (N) Good	4																							0
Act 1 (H) Rare Bias A		22	63	1			512		30	NDTC	40		Act 1 (H) Junk	1		Act 1 (H) Equip A	20		Act 1 (H) Good	4																							0
Act 1 (H) Rare Bias B		22	66	1			512		30	NDTC	40		Act 1 (H) Junk	1		Act 1 (H) Equip B	20		Act 1 (H) Good	4																							0
Act 1 (H) Rare Bias C		22	68	1			512		30	NDTC	40		Act 1 (H) Junk	1		Act 1 (H) Equip B	20		Act 1 (H) Good	4																							0
Act 2 (H) Rare Bias A		22	69	1			512		30	NDTC	40		Act 1 (H) Junk	1		Act 2 (H) Equip A	20		Act 2 (H) Good	4																							0
Act 2 (H) Rare Bias B		22	71	1			512		30	NDTC	40		Act 1 (H) Junk	1		Act 2 (H) Equip B	20		Act 2 (H) Good	4																							0
Act 2 (H) Rare Bias C		22	72	1			512		30	NDTC	40		Act 1 (H) Junk	1		Act 2 (H) Equip B	20		Act 2 (H) Good	4																							0
Act 3 (H) Rare Bias A		22	74	1			512		30	NDTC	40		Act 1 (H) Junk	1		Act 3 (H) Equip A	20		Act 3 (H) Good	4																							0
Act 3 (H) Rare Bias B		22	75	1			512		30	NDTC	40		Act 1 (H) Junk	1		Act 3 (H) Equip B	20		Act 3 (H) Good	4																							0
Act 3 (H) Rare Bias C		22	77	1			512		30	NDTC	40		Act 1 (H) Junk	1		Act 3 (H) Equip B	20		Act 3 (H) Good	4																							0
Act 4 (H) Rare Bias A		22	78	1			512		30	NDTC	40		Act 1 (H) Junk	1		Act 4 (H) Equip A	20		Act 4 (H) Good	4																							0
Act 4 (H) Rare Bias B		22	80	1			512		30	NDTC	40		Act 1 (H) Junk	1		Act 4 (H) Equip B	20		Act 4 (H) Good	4																							0
Act 5 (H) Rare Bias A		22	81	1			512		30	NDTC	40		Act 1 (H) Junk	1		Act 5 (H) Equip A	20		Act 5 (H) Good	4																							0
Act 5 (H) Rare Bias B		22	83	1			512		30	NDTC	40		Act 1 (H) Junk	1		Act 5 (H) Equip B	20		Act 5 (H) Good	4																							0
Act 5 (H) Rare Bias C		22	85	1			512		30	NDTC	40		Act 1 (H) Junk	1		Act 5 (H) Equip C	20		Act 5 (H) Good	4																							0
Act 1 Elite A		23	0	2	256		768	1024	100	NDTC	42		Act 1 Equip A	49		Act 1 Good	4		Clue Gem 10	1	0%																						0
Act 1 Elite B		23	5	2	256		768	1024	100	NDTC	42		Act 1 Equip B	49		Act 1 Good B	4																										0
Act 1 Elite C		23	9	2	256		768	1024	100	NDTC	42		Act 1 Equip C	49		Act 1 Good C	4																										0
Act 2 Elite A		23	12	2	256		768	1024	100	NDTC	42		Act 2 Equip A	49		Act 2 Good	4																										0
Act 2 Elite B		23	15	2	256		768	1024	100	NDTC	42		Act 2 Equip B	49		Act 2 Good	4																										0
Act 2 Elite C		23	18	2	256		768	1024	100	NDTC	42		Act 2 Equip C	49		Act 3 Good	4																										0
Act 3 Elite A		23	20	2	256		768	1024	100	NDTC	42		Act 3 Equip A	49		Act 3 Good	4																										0
Act 3 Elite B		23	22	2	256		768	1024	100	NDTC	42		Act 3 Equip B	49		Act 3 Good	4																										0
Act 3 Elite C		23	24	2	256		768	1024	100	NDTC	42		Act 3 Equip C	49		Act 3 Good	4																										0
Act 4 Elite A		23	26	2	256		768	1024	100	NDTC	42		Act 4 Equip A	49		Act 4 Good	4																										0
Act 4 Elite B		23	29	2	256		768	1024	100	NDTC	42		Act 4 Equip B	49		Act 4 Good	4																										0
Act 5 Elite A		23	32	2	256		768	1024	100	NDTC	42		Act 5 Equip A	49		Act 5 Good	4																										0
Act 5 Elite B		23	34	2	256		768	1024	100	NDTC	42		Act 5 Equip B	49		Act 5 Good	4																										0
Act 5 Elite C		23	36	2	256		768	1024	100	NDTC	42		Act 5 Equip C	49		Act 5 Good	4																										0
Act 1 (N) Elite A		23	38	2	256		768	1024	100	NDTC	42		Act 1 (N) Equip A	49		Act 1 (N) Good	4																										0
Act 1 (N) Elite B		23	40	2	256		768	1024	100	NDTC	42		Act 1 (N) Equip B	49		Act 1 (N) Good	4																										0
Act 1 (N) Elite C		23	41	2	256		768	1024	100	NDTC	42		Act 1 (N) Equip B	49		Act 1 (N) Good	4																										0
Act 2 (N) Elite A		23	42	2	256		768	1024	100	NDTC	42		Act 2 (N) Equip A	49		Act 2 (N) Good	4																										0
Act 2 (N) Elite B		23	44	2	256		768	1024	100	NDTC	42		Act 2 (N) Equip B	49		Act 2 (N) Good	4																										0
Act 2 (N) Elite C		23	45	2	256		768	1024	100	NDTC	42		Act 2 (N) Equip B	49		Act 2 (N) Good	4																										0
Act 3 (N) Elite A		23	46	2	256		768	1024	100	NDTC	42		Act 3 (N) Equip A	49		Act 3 (N) Good	4																										0
Act 3 (N) Elite B		23	48	2	256		768	1024	100	NDTC	42		Act 3 (N) Equip B	49		Act 3 (N) Good	4																										0
Act 3 (N) Elite C		23	50	2	256		768	1024	100	NDTC	42		Act 3 (N) Equip B	49		Act 3 (N) Good	4																										0
Act 4 (N) Elite A		23	51	2	256		768	1024	100	NDTC	42		Act 4 (N) Equip A	49		Act 4 (N) Good	4																										0
Act 4 (N) Elite B		23	54	2	256		768	1024	100	NDTC	42		Act 4 (N) Equip B	49		Act 4 (N) Good	4																										0
Act 5 (N) Elite A		23	57	2	256		768	1024	100	NDTC	42		Act 5 (N) Equip A	49		Act 5 (N) Good	4																										0
Act 5 (N) Elite B		23	60	2	256		768	1024	100	NDTC	42		Act 5 (N) Equip B	49		Act 5 (N) Good	4																										0
Act 5 (N) Elite C		23	62	2	256		768	1024	100	NDTC	42		Act 5 (N) Equip C	49		Act 5 (N) Good	4																										0
Act 1 (H) Elite A		23	63	2	256		768	1024	100	NDTC	42		Act 1 (H) Equip A	49		Act 1 (H) Good	4																										0
Act 1 (H) Elite B		23	66	2	256		768	1024	100	NDTC	42		Act 1 (H) Equip B	49		Act 1 (H) Good	4																										0
Act 1 (H) Elite C		23	68	2	256		768	1024	100	NDTC	42		Act 1 (H) Equip B	49		Act 1 (H) Good	4																										0
Act 2 (H) Elite A		23	69	2	256		768	1024	100	NDTC	42		Act 2 (H) Equip A	49		Act 2 (H) Good	4																										0
Act 2 (H) Elite B		23	71	2	256		768	1024	100	NDTC	42		Act 2 (H) Equip B	49		Act 2 (H) Good	4																										0
Act 2 (H) Elite C		23	72	2	256		768	1024	100	NDTC	42		Act 2 (H) Equip B	49		Act 2 (H) Good	4																										0
Act 3 (H) Elite A		23	74	2	256		768	1024	100	NDTC	42		Act 3 (H) Equip A	49		Act 3 (H) Good	4																										0
Act 3 (H) Elite B		23	75	2	256		768	1024	100	NDTC	42		Act 3 (H) Equip B	49		Act 3 (H) Good	4																										0
Act 3 (H) Elite C		23	77	2	256		768	1024	100	NDTC	42		Act 3 (H) Equip B	49		Act 3 (H) Good	4																										0
Act 4 (H) Elite A		23	78	2	256		768	1024	100	NDTC	42		Act 4 (H) Equip A	49		Act 4 (H) Good	4																										0
Act 4 (H) Elite B		23	80	2	256		768	1024	100	NDTC	42		Act 4 (H) Equip B	49		Act 4 (H) Good	4																										0
Act 5 (H) Elite A		23	81	2	256		768	1024	100	NDTC	42		Act 5 (H) Equip A	49		Act 5 (H) Good	4																										0
Act 5 (H) Elite B		23	83	2	256		768	1024	100	NDTC	42		Act 5 (H) Equip B	49		Act 5 (H) Good	4																										0
Act 5 (H) Elite C		23	85	2	256		768	1024	100	NDTC	42		Act 5 (H) Equip C	49		Act 5 (H) Good	4																										0
Act 5 (H) Torajian Runes				3			512		50	NDTC	34		Act 1 (H) Junk	1		Act 5 (H) Equip C	5		Act 5 (H) Good Toraja Bias	20																							0
IotSS Gold Bias				2						NDTC	15		gld	25		Act 5 Cast C	10																										0
IotSS Gold Bias (N)				2						NDTC	10		gld	30		Act 5 (N) Cast C	10																										0
IotSS Gold Bias (H)				2						NDTC	5		gld	35		Act 5 (H) Cast C	10																										0
Act 1 Everything Bias A		22	0	1	64	64	64		30	NDTC	45		Act 1 Junk	1		Act 1 Equip A	20		Act 1 Good	4		Clue Gem 10	1	0%																			0
Act 1 Everything Bias B		22	5	1	64	64	64		30	NDTC	45		Act 1 Junk	1		Act 1 Equip B	20		Act 1 Good B	4																							0
Act 1 Everything Bias C		22	9	1	64	64	64		30	NDTC	45		Act 1 Junk	1		Act 1 Equip C	20		Act 1 Good C	4																							0
Act 2 Everything Bias A		22	12	1	64	64	64		30	NDTC	45		Act 2 Junk	1		Act 2 Equip A	20		Act 2 Good	4																							0
Act 2 Everything Bias B		22	15	1	64	64	64		30	NDTC	45		Act 2 Junk	1		Act 2 Equip B	20		Act 2 Good	4																							0
Act 2 Everything Bias C		22	18	1	64	64	64		30	NDTC	45		Act 2 Junk	1		Act 2 Equip C	20		Act 3 Good	4																							0
Act 3 Everything Bias A		22	20	1	64	64	64		30	NDTC	45		Act 3 Junk	1		Act 3 Equip A	20		Act 3 Good	4																							0
Act 3 Everything Bias B		22	22	1	64	64	64		30	NDTC	45		Act 3 Junk	1		Act 3 Equip B	20		Act 3 Good	4																							0
Act 3 Everything Bias C		22	24	1	64	64	64		30	NDTC	45		Act 3 Junk	1		Act 3 Equip C	20		Act 3 Good	4																							0
Act 4 Everything Bias A		22	26	1	64	64	64		30	NDTC	45		Act 4 Junk	1		Act 4 Equip A	20		Act 4 Good	4																							0
Act 4 Everything Bias B		22	29	1	64	64	64		30	NDTC	45		Act 4 Junk	1		Act 4 Equip B	20		Act 4 Good	4																							0
Act 5 Everything Bias A		22	32	1	64	64	64		30	NDTC	45		Act 5 Junk	1		Act 5 Equip A	20		Act 5 Good	4																							0
Act 5 Everything Bias B		22	34	1	64	64	64		30	NDTC	45		Act 5 Junk	1		Act 5 Equip B	20		Act 5 Good	4																							0
Act 5 Everything Bias C		22	36	1	64	64	64		30	NDTC	45		Act 5 Junk	1		Act 5 Equip C	20		Act 5 Good	4																							0
Act 1 (N) Everything Bias A		22	38	1	64	64	64		30	NDTC	45		Act 1 (N) Junk	1		Act 1 (N) Equip A	20		Act 1 (N) Good	4																							0
Act 1 (N) Everything Bias B		22	40	1	64	64	64		30	NDTC	45		Act 1 (N) Junk	1		Act 1 (N) Equip B	20		Act 1 (N) Good	4																							0
Act 1 (N) Everything Bias C		22	41	1	64	64	64		30	NDTC	45		Act 1 (N) Junk	1		Act 1 (N) Equip B	20		Act 1 (N) Good	4																							0
