Id	hcIdx	BaseId	NextInClass	MonStatsEx	MonProp	NameStr	DescStr	* category	* comment	*PresetLevel	* Marco / loc	enabled	killable	Align	switchai	noAura	boss	primeevil	petIgnore	flying	threat	Code	TransLvl	AI	Velocity	Run	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	aidel	aidel(N)	aidel(H)	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	noRatio	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	Crit	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	DamageRegen	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	MonType	MonSound	isMelee	lUndead	hUndead	demon	TreasureClass1	TreasureClass1(N)	TreasureClass1(H)	isSpawn	MinGrp	MaxGrp	Rarity	sparsePopulate	rangedtype	minion1	minion2	PartyMin	PartyMax	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	placespawn	spawn	spawnx	spawny	spawnmode	SetBoss	BossXfer	opendoors	nomultishot	neverCount	interact	npc	inventory	inTown	deathDmg	genericSpawn	SkillDamage	UMonSound	zoo	SendSkills	Level	Level(N)	Level(H)	*eol
zakarumslave1	926	zakarumslave1	zakarumslave2	zakarumslave1	zakarumslave1_LI	Templar	StrAbsLtng	Regulars				1	1		1						10	ZZ	0	DoomKnight	10	10	80	80	80	75	85	90	55	55	55	20	20	20	8	8	8	45	45	45										3	2	1																									40	60	40	70	60	120	200	60	80	200				40	60	40	70	60	120	200	60	80	200				170	180	40	70	60	120	200	60	80	200				0		20	20	20	0									15	15	15	15	10		35	35	35	35	priests	zealot	1				Normal	Normal	Normal	1	3	5	1																																																										140	100	100	-20	-20	-20																							1					1					zealot			30	66	110	0
zakarumslave2	927	zakarumslave1	zakarumslave3	zakarumslave2	zakarumslave1_FI	CrimsonTemplar	StrAbsFire	Regulars				1	1		1						10	ZZ	1	DoomKnight	10	10	80	80	80	75	85	90	55	55	55	20	20	20	8	8	8	45	45	45										3	2	1																									40	60	40	70	60	120	200	60	80	200				40	60	40	70	60	120	200	60	80	200				170	180	40	70	60	120	200	60	80	200				0		20	20	20	0									15	15	15	15	10		35	35	35	35	priests	zealot	1				Normal	Normal	Normal	1	3	5	1																																																										140	100	100	-20	-20	-20																							1					1					zealot			29	66	110	0
zakarumslave3	928	zakarumslave1	zakarumslave4	zakarumslave3	zakarumslave1_CO	DarkTemplar	StrAbsCold	Regulars				1	1		1						10	ZZ	2	DoomKnight	10	10	80	80	80	75	85	90	55	55	55	20	20	20	8	8	8	45	45	45										3	2	1																									40	60	40	70	60	120	200	60	80	200				40	60	40	70	60	120	200	60	80	200				170	180	40	70	60	120	200	60	80	200				0		20	20	20	0									15	15	15	15	10		35	35	35	35	priests	zealot	1				Normal	Normal	Normal	1	3	5	1																																																										140	100	100	-20	-20	-20																							1					1					zealot			31	68	110	0
zakarumslave4	929	zakarumslave1	elite_zakarumslave4	zakarumslave4	zakarumslave1_MA	TwilightTemplar	StrAbsMag	Regulars				1	1		1						10	ZZ	1	DoomKnight	10	10	80	80	80	75	85	90	55	55	55	20	20	20	8	8	8	45	45	45										3	2	1																									40	60	40	70	60	120	200	60	80	200				40	60	40	70	60	120	200	60	80	200				170	180	40	70	60	120	200	60	80	200				0		20	20	20	0									15	15	15	15	10		35	35	35	35	priests	zealot	1				Normal	Normal	Normal	1	3	5	1																																																										140	100	100	-20	-20	-20																							1					1					zealot			32	69	110	0
blightfire_special	930	blightfire_special		blightfire_special	blightfirespecial_FI	FallenFireClan	StrAbsFire	Superuniques			Superuniques	1	1		1						10	GM	3	FallenShaman	10	10	80	80	80	50	50	50	90	90	90	20	20	20	40	40	40	50	50	50										3	2	1	Corpse Explosion	seq_goatpriest	5	MPain Spirit	seq_goatpriest	7																			600	600	100	50	300	500	500							600	600	100	50	300	500	500							500	500	100	50	300	500	500							0		5	5	5	0									15	15	15	15	10		35	35	35	35	goatman	goatman	1			1				1	1	1	1			goatpriest1		2	2																																																				84	60	60	-20	-20	-20																					1		1					1					goatman			14	53	110	0
darkbow_special	931	darkbow_special		darkbow_special	lightning1_FI	FallenVampiress	StrAbsFire	Superuniques			Superuniques	1	1		1						10	CR	4	CorruptArcher	13	14	80	80	80				95	95	95	1	1	1	15	15	15	10	10	10	50	50	50	10	10	10				3	2	1				Cascade oSkill	A1	11	Trinity Arrow	A1	2																800	800	100	50	80	120	400							800	800	100	50	120	180	400							600	600	100	50	150	200	400							0		13	13	13	0									15	15	15	15	10		35	35	35	35	corruptrogue	cr_archer				1				1	2	4	1		1																																																								84	60	60	-20	-20	-20																							1					1					cr_archer			37	75	110	0
fatal_special	932	fatal_special		fatal_special	alibaba2_CO	FallenFata	StrAbsCold	Superuniques			Superuniques	1	1		1					1	10	WR	1	Wraith	10	11	80	80	80	100	100	100	3	2	1	100	100	100																3	2	1																									600	600	110	50	250	300	600							600	600	110	50	250	300	600							600	600	110	50	250	300	600							0		8	8	8	0									15	15	15	15	10		35	35	35	35	wraith	wraith	1	1						1	3	6	1																																																										84	60	60	-20	-20	-20																							1					1					wraith			24	58	110	0
loki_special	933	loki_special		loki_special	other_PO	FallenLoki	StrAbsPois	Regulars			Superuniques	1	1		1						10	FA	0	Brute	8	8	80	80	80				3	2	1	100	100	100	50	50	50													3	2	1																									300	300	100	50	10	30	600	10	30	600				600	600	100	50	80	100	600	80	100	600				600	600	100	50	100	150	600	100	150	600				0		9	9	9	0									15	15	15	15	10		35	35	35	35	fallen	fallenshaman	1			1				1	2	3	1			fallenfather1		3	6																																																				84	60	60	-20	-20	-20																					1	1	1					1					fallenshaman	1		3	45	110	0
plague_special	934	plague_special		plague_special	other_CO	FallenPoison	StrAbsCold	Superuniques			Superuniques	1	1		1						10	SL	1	Bighead	10	11	80	80	80	75	75	75	5	5	5	100	100	100	100	100	100													3	2	1																	acidblast2								600	600	100	50	250	350	500							600	600	100	50	250	350	500							600	600	100	50	250	350	500							0		15	15	15	0									15	15	15	15	10		35	35	35	35	quillrat	sandleaper								1	2	3	1		1					A1	pois	100	25	50	150	100	45	70	200	100	65	90	250																																						84	60	60	-20	-20	-20																												1					sandleaper			20	55	110	0
kethyres	935	kethyres		regularamazon	kethyres_PO	Kethryes	StrAbsPois	Superuniques			Superuniques	1	1		1						10	9X	0	CorruptArcher	8	8	100	100	100	20	20	20	90	95	100	3	2	1	20	20	20	15	15	15	10	10	10	0	0	0	30	30	30	3	2	1	MonBow	A1	1	Scorpion Blade	A1	5																			600	600	100	200	100	140	400							800	800	300	400	210	260	400							1000	1000	400	1000	280	320	400							0		15	15	15	0									15	15	15	15	10		35	35	35	35	human	act1hire								1	1	1	1		1	kethyres_minion		4	5	A1	pois	100	25	50	150	100	45	70	200	100	65	90	250																																						84	60	60	-20	-20	-20			1	1																			1					1					act1hire			25	55	110	0
kethyres_minion	936	kethyres_minion		regularamazon	other_PO	Amazonite	StrAbsPois	Superuniques			Minion	1	1		1						8	9X	0	CorruptArcher	8	8	100	100	100	20	20	20	90	95	100	3	2	1	20	20	20	15	15	15	10	10	10	0	0	0	30	30	30	3	2	1	MonBow	A1	1	MGuided Chain	A1	5																			120	150	150	50	100	140	400							320	410	150	100	210	260	400							470	540	150	300	280	320	400							0		15	15	15	0									15	15	15	15	10		35	35	35	35	human	act1hire					Elite	Elite	Elite	1	1	1	1		1																																																								84	60	60	-20	-20	-20																							1					1					act1hire			60	101	120	0
slayer	937	slayer		slayer	pal_slayer	Slayer		Skills				1	1	1	1							e9	0	AssassinSentry	0	0				100	100	100	5	5	5	10	10	10	20	20	20	0	0	0										2	2	2	sentry lightning	seq_infernosentry	1																					1	100	100	100											100	100	100											200	200	100																0																			construct									1	1	1	0																																																										0			-20	-20	-20																									1			1								0	0	0	0
doe_archskel1	938	doe_archskel1		archskel1	other_CO	SkeletonArcher	StrAbsCold	Regulars			Levels	1	1		1						10	SK	0	SkeletonBow	4	4	80	80	80	75	80	85	3	2	1	10	10	10	5	5	5	40	40	40										3	2	1																skbowarrow1									80	100	100	80	50	60	100							80	100	100	80	60	77	100							190	200	100	80	20	50	100							0		15	15	15	0									15	15	15	15	10		35	35	35	35	skeleton	sk_archer		1			Normal	Normal	Normal	1	3	5	1		1																																																								140	100	100	-20	-20	-20																							1					1					sk_archer			3	45	110	0
doe_dead1	939	doe_dead1		dead1	other_LI	Zombie	StrAbsLtng	Regulars			Levels	1	1		1						10	ZM	0	Zombie	1	1	80	80	80	100	100	100	40	40	40				30	40	50													3	2	1																									120	150	100	80	60	90	200	60	90	200				120	150	100	80	60	90	200	60	90	200				210	225	100	80	60	90	200	60	90	200				0		3	3	3	0									15	15	15	15	10		35	35	35	35	zombie	zombie	1	1			Normal	Normal	Normal	1	1	2	1							A1	pois	100	100	100	50	100	30	50	100	100	40	60	150	A2	pois	100	20	40	150	100	30	50	150	100	40	60	150																								140	100	100	-20	-20	-20																												1					zombieunique	1		1	33	110	0
doe_evilskel1	940	doe_evilskel1		evilskel1	other_FI	Skeleton	StrAbsFire	Regulars			Levels	1	1		1						10	SK	0	DoomKnight	6	6	80	80	80	70	90	90	3	2	1	70	75	80	3	2	1													3	2	1																									75	95	95	90	75	90	225	75	90	225				75	95	95	90	75	90	225	75	90	225				187	197	95	90	75	90	225	75	90	225				0		10	10	10	0									15	15	15	15	10		35	35	35	35	skeleton	skeleton	1	1			Normal	Normal	Normal	1	2	3	1																																																										140	100	100	-20	-20	-20																							1					1					skeleton	1		1	33	110	0
doe_fallenchild1	941	doe_fallenchild1		fallenchild1	other_PO	FallenOne	StrAbsPois	Regulars				1	1		1						10	FA	0	Brute	5	5	80	80	80				15	10	5	95	100	100	50	50	50													3	2	1																									40	60	100	60	30	70	200	30	70	200				40	60	100	60	30	70	200	30	70	200				170	180	100	60	30	70	200	30	70	200				0		9	9	9	0									15	15	15	15	10		35	35	35	35	fallen	fallen	1			1	Normal	Normal	Normal	1	2	3	1			doe_fallenchild1		2	3																																																				140	100	100	-20	-20	-20																					1	1	1					1					fallen	1		3	45	110	0
doe_fallenfather1	942	doe_fallenfather1		fallenfather1	other_PO	FallenShamanBsd	StrAbsPois	Regulars			Levels	1	1		1						12	FS	0	FallenShaman	4	4	80	80	80	45	55	65	80	90	100	70	65	60	50	50	50	30	30	30										20	20	20	Resurrect	seq_shamanresurrect	1	VampireFirewall	seq_shamanresurrect	1																			60	140	100	100	90	120	200							60	140	100	100	90	120	200							180	220	100	100	90	120	200							0		4	4	4	0									15	15	15	15	10		35	35	35	35	fallen	fallenshaman				1	Normal	Normal	Normal	1	1	1	1			doe_fallenchild1		2	6																																																				140	100	100	-20	-20	-20																					1		1	1				1					fallenshaman			3	45	110	0
tmp_killermoo3	943	tmp_killermoo3		killermoo3	other_CO	SteelLord	StrAbsCold	Regulars Removed				1	1		1						11	L3	4	Mosquito	5	6	80	80	80							90	95	100	25	50	75													3	2	1	Time Strike	A2	1																						150	170	130	30	50	60	225	50	60	225				150	170	130	30	50	60	225	50	60	225				225	235	130	30	50	60	225	50	60	225				0		50	50	50	0									15	15	15	15	10		35	35	35	35	bloodlord	bloodlord	1			1	Normal	Normal	Normal	1	2	4	1							A2	rand	100	20	40	25	100	40	60	50	100	60	80	75	A1	rand	100	20	40	25	100	40	60	50	100	60	80	75																								140	100	100	-20	-20	-20																												1					bloodlord			40	78	110	0
aciddevils	944	aciddevils		vine_egg	aciddevils	AcidDevil		Skills				1	1	1	1						8	XZ	2	NecroPet	10	10				85	85	85																						8	7	6																									1	1	10		1	2	200	1	2	200				1	1	10		1	2	200	1	2	200				1	1	10		1	2	200	1	2	200				0		21	21	21	0								-50	-50	-50	-50	-50		-100	-100	-100	-100	-100	wraith	sandleaper									1	1	1																																																										0			-20	-20	-20																							1		1				1				sandleaper			1	1	1	0
su_shenk	945	su_shenk		shenk1	shenk_FI	Siege Boss	StrAbsFire	Regulars			"Levels, Superuniques"	1	1		1						10	os	0	FallenShaman	9	9	80	80	80	50	60	70	85	90	95	50	40	30	40	45	50	40	45	50										3	2	1	Corpse Explosion	A1	10	MPain Spirit	A1	12																			1500	1500	130	270	200	300	400	200	300	400				1700	1700	130	270	200	300	400	200	300	400				2000	2000	130	270	200	300	400	200	300	400				0		5	5	5	0									15	15	15	15	10		35	35	35	35	overseer	overseer	1			1	Normal	Normal	Normal	1	1	1	1			goatwarrior4		3	4																																																				84	60	60	-20	-20	-20																					1		1					1					overseer			38	75	110	0
quest_talmorph	946	quest_talmorph		invis_trap	quest_talmorph	TalRasha		Uberquests	Binding of Baal		Map	1									9	GT	0	Idle	0	0																												3	2	1																									150	150	100	60										150	150	100	60										225	225	100	60										0		16	16	16	0	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	construct	gargoyletrap								1	1	1	1																																																										0			-20	-20	-20																												1					gargoyletrap			95	101	120	0
stormbane_special	947	stormbane_special		lightning1	lightning1_LI	FallenRed	StrAbsLtng	Superuniques			Superuniques	1	1		1						11	HP	0	Mosquito	4	5	80	80	80							90	95	100	25	50	75													3	2	1	MFlash	S1	3																						600	600	100	50	100	200	500							600	600	100	50	100	200	500							600	600	100	50	100	200	500							0		25	25	25	0									15	15	15	15	10		35	35	35	35	councilmember	councilmember	1			1				1	3	5	1							A1	ltng	100	1	180		100	1	200		100	1	220																																							84	60	60	-20	-20	-20																							1					1					councilmember			26	60	110	0
prowler_special	948	prowler_special		aciddog1	prowlerspecial_PO	FallenPoison	StrAbsPois	Regulars			"Levels, Superuniques"	1	1								10	SL	0	Bighead	9	9	80	80	80	75	75	75	30	20	10	100	100	100	25	35	45													3	2	1																	acidblast2								900	900	100	50	150	300	500							600	600	100	50	150	300	500							600	600	100	50	150	300	500							0		15	15	15	0									15	15	15	15	10		35	35	35	35	quillrat	sandleaper								1	2	3	1		1					A1	pois	100	20	40	25	100	40	60	50	100	60	70	75																																						84	60	60	-20	-20	-20																												1					sandleaper			28	62	110	0
tremain_special	949	tremain_special		zakarumcleric4	tremainspecial_MA	FallenTwilight	StrAbsMag	Regulars Removed				1	1		1						10	ZP	1	Vampire	6	6	80	80	80	15	5	0	95	100	100	70	70	70	25	30	35	7	7	7										3	2	1	Mon Thunder Hammer	S1	6	Mon Thunder Wave	S1	6	Mon ND War Spirit	S1	4	Mon Thunder Hammer	S1	6													400	400	100	50	40	60	100							400	400	100	50	40	60	100							400	400	100	50	40	60	100							0		22	22	22	0									15	15	15	15	10		35	35	35	35	priests	cantor								1	1	1	1		1	zakarumslave4		2	4	A1	fire	100	25	75		100	25	75		100	25	75																																							140	100	100	-20	-20	-20																					1		1					1					cantor			32	69	110	0
azmo_balrog	950	azmo_balrog		azmo_balrog	azmodan	SonOfAzmodanAa		Uberquests				1				1			1		10	DM	1	Trap-Poison	10	11				50	50	50	1	1	1	500	500	500																3	2	1	MFire Fountain	A1	45																						1	1												1	1												1	1												0					0																			construct	megademon				1				1	1	1	1	36																																																									140	100	100	-20	-20	-20																								1	1								megademon			65	101	120	0
sinwar_special	951	sinwar_special		potcat2	other_LI	FallenMoon	StrAbsLtng	Superuniques			Superuniques	1	1		1						10	PW	1	PantherJavelin	6	6	80	80	80	85	90	95	90	95	100	12	12	12	10	8	5	3	2	1	40	50	60							3	2	1																sharkswithlazorsbolt									500	500	100	50										1000	1000	100	50										2000	2000	100	50										0		17	17	17	0									15	15	15	15	10		35	35	35	35	pantherwoman	slinger								1	3	5	1																																																										84	60	60	-20	-20	-20																							1	1				1					slinger			31	69	110	0
azmo_beast	952	azmo_beast		azmo_beast		RaveningBeast		Uberquests	Azmodan		Levels	1				1					10	CS	2	Regurgitator	7	7	80	80	80	100	100	100				5	5	5	95	95	95	95	95	95	30	30	30							3	2	1	RegurgitatorEat	S1	3														moltenboulder								600	712	125	150	196	223	280							800	1100	125	500	245	279	280							2000	2100	500	700	295	335	280							0		29	29	29	0									15	15	15	15	10		35	35	35	35	regurgitator	regurgitator	1			1				1	1	1	1																																																										140	100	100	-20	-20	-20																								1				1					regurgitator	1		65	101	120	0
pain_special	953	pain_special		duriel	other	Duriel		Superuniques			Superuniques	1	1		1						14	DU	0	Duriel	9	13	90	90	90	5	6	7	20	30	40	50	50	50																3	2	1	Charge	seq_durielcharge	6	Time Strike	seq_durielsmite	3	Time Strike	seq_durielsmite	5	Mon Weaker Thorns	NU	1													1000	1000	100	1000	75	100	200	75	100	200	1	2	100	1000	1000	100	1000	75	100	200	75	100	200	1	2	100	1000	1000	100	1000	75	100	200	75	100	200	1	2	100	0	1	0	25	50	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	demon	duriel	1			1				1	1	1	0							A2	stun	100			15	100			20	100			30																																						84	60	60	-20	-20	-20																												1					duriel			54	83	110	0
quest_kentril	954	quest_kentril		quest_talrasha	quest_kentril_FI	Kentril Dumon	StrAbsFire	Uberquests	Quov Tsin	Caldeum	Superuniques	1	1				1	1			14	IW	0	Vampire	6	8	80	80	80	3	2	1	95	98	100	70	70	70	15	15	15	7	7	7										3	2	1	MBlack Lotus Strike	SC	40	MDeath Blossom	SC	15	MDeath Blossom	SC	15	MShock Flower	SC	50													2000	2000	150	1500	195	350	220							2500	2500	150	2000	210	400	220							4400	4400	150	2500	225	450	220							0		19	19	19	0									15	15	15	15	10		35	35	35	35	human	act3hire					Baal	Baal (N)	Baal (H)	1	1	1	1																																																										84	60	60	-20	-20	-20																							1					1					act3hire			65	101	110	0
quest_gorst	955	quest_gorst		g_mazegiant	other	sew_minion		Uberquests	Quov Tsin	Caldeum	Superuniques	1	1				1	1			10	]4	0	AbyssKnight	5	6	120	120	120	40	40	40	90	90	90	97	97	97	1	1	1				50	50	50	99	99	99				3	2	1	MGuard Tower	A1	90	Mon Ancients Hand	A1	60																			1000	1000	600	250	400	500	600	400	500	600	400	500	600	1000	1000	600	250	400	500	600	400	500	600	400	500	600	1100	1100	800	250	400	500	600	400	500	600	400	500	600	0		15	15	15	0									15	15	15	15	10		35	35	35	35	brute	claygolem					T4 Elite B	D5 Elite C	D5 Elite C	1	1	1	1																																																										84	60	60	-20	-20	-20																							1					1					claygolem			65	101	110	0
steak1	956	steak1		steak1	other	CowEnforcer		Uberquests	Cow Level		"Levels, Missiles"	1	1		1						10	EC	0	Mosquito	7	9	60	60	60							90	95	100	10	10	10													3	2	1	Other Banish	A2	1																						450	500	350	350	350	350	350	350	350	350	0	0	0	450	500	350	350	350	350	350	350	350	350	0	0	0	450	500	350	350	350	350	350	350	350	350				0		28	28	28	0									15	15	15	15	10		35	35	35	35	bovine	hellbovine	1						Cows (H)	1	9	20	1																																																										140	100	100	-20	-20	-20																							1										hellbovine			50	101	120	0
steak2	957	steak2		steak2	other	CowHonchoWithEnforcer		Uberquests	Cow Level		Levels	1	1		1						10	EC	0	Vampire	7	9	120	120	120	20	15	10	90	95	100	60	60	60	10	15	20	7	7	7										3	2	1	Mon Zen Bolt	A2	7	Chronofield	A2	5	MPounce	A2	5	Mon Zen Bolt	A2	7													450	500	350	350	200	250	350	200	250	350	50	75	450	450	500	350	350	200	250	350	200	250	350	50	75	450	450	500	350	350	200	250	350	200	250	350	50	75	450	0		28	28	28	0									15	15	15	15	10		35	35	35	35	bovine	hellbovine	1						Elite	1	2	3	1			steak1		4	8																																																				140	100	100	-20	-20	-20																					1		1										hellbovine			50	101	120	0
steak3	958	steak3		steak3	steak3	CowNinja	mon_steak3	Uberquests	Cow Level		Levels	1	1		1						10	EC	0	Mosquito	7	9	60	60	60							90	95	100	10	10	10													3	2	1	Scorpion Blade	A2	15																						450	600	350	350	350	350	350	350	350	350	0	0	0	450	600	350	350	350	350	350	350	350	350	0	0	0	450	600	350	350	350	350	350	350	350	350				0		28	28	28	0									15	15	15	15	10		35	35	35	35	bovine	hellbovine	1						Cows (H)	1	9	18	1																																																										140	100	100	-20	-20	-20																							1										hellbovine			50	101	120	0
steak4	959	steak4		steak4	other	CowShaman	mon_steak4	Uberquests	Cow Level		Levels	1	1		1						10	EC	0	Mosquito	7	9	60	60	60							90	95	100	10	10	10													3	2	1	MThunder Slam	A2	1																						450	500	350	350	250	250	350	350	350	350	0	0	0	450	500	350	350	250	250	350	350	350	350	0	0	0	450	500	350	350	250	250	350	350	350	350				0		28	28	28	0									15	15	15	15	10		35	35	35	35	bovine	hellbovine	1						Elite	1	2	3	1			steak1		4	8																																																				140	100	100	-20	-20	-20																					1		1										hellbovine			50	101	120	0
steak5	960	steak5		steak5	steak5	CowSummoner	mon_steak5	Uberquests	Cow Level		Levels	1	1								10	EC	0	Vampire	7	9	60	60	60	20	15	10	80	85	90	60	60	60	15	15	15	7	7	7										3	2	1	Mon Mini Missiles	A2	8	Spawn Cow	A2	1	Spawn Cow	A2	1	Mon Mini Missiles	A2	8													450	600	350	350	350	350	350	350	350	350	0	0	0	450	600	350	350	350	350	350	350	350	350	0	0	0	450	600	350	350	350	350	350	350	350	350				0		28	28	28	0									15	15	15	15	10		35	35	35	35	bovine	hellbovine	1						Elite	1	1	1	1																																																										140	100	100	-20	-20	-20																							1										hellbovine			50	101	120	0
