code	name	type	type2	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicLvl	ElzixMagicMin	ElzixMagicMax	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
5@M	Spangenhelm (Grade 2)	azhm	tier			10	1	222	311			119	0		62		47	14		3980	5@M		403	crn	crn	5@M	5@M	5@M			2	2	1	3	1	flpcrn	invxrnu														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
7@M	Spangenhelm (Grade 3)	azhm	tier			10	1	455	628			251	0		62		77	23		19900	7@M		404	crn	crn	7@M	7@M	7@M			2	2	1	4	1	flpcrn	invxrnu														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
8@M	Spangenhelm (Grade 4)	azhm	tier			10	1	622	851			519	0		62		90	27		39800	8@M		404	crn	crn	8@M	8@M	8@M			2	2	1	4	1	flpcrn	invxrnu														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
9@M	Spangenhelm (Sacred)	szhm				1	1	1064	1179			606	0		62		90	30		39800	9@M		404	crn	crn	9@M	9@M	9@M			2	2	1	4	1	flpcrn	invxrnu														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
643	Spiked Shield (Grade 1)	bshi	tier			20	1	73	144			0	55	0	59		12	3		394	643		401	spk	buc	643	643	643		7	2	3	1	1	2	flpspk	invspk														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
735	Spiked Shield (Grade 2)	bshi	tier			20	1	218	368			0	81	0	59		41	12		1576	735		404	spk	buc	735	735	735		7	2	3	1	4	2	flpspk	invspk														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
827	Spiked Shield (Grade 3)	bshi	tier			20	1	458	748			0	170	0	59		70	21		7880	827		405	spk	buc	827	827	827		7	2	3	1	5	2	flpspk	invspk														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
873	Spiked Shield (Grade 4)	bshi	tier			20	1	625	1016			0	353	0	59		84	25		15760	873		406	spk	buc	873	873	873		7	2	3	1	6	2	flpspk	invspk														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@44	Spiked Shield (Sacred)	qbon				2	1	1010	1205			0	550	0	59		84	30		15760	@44		406	spk	buc	@44	@44	@44		7	2	3	1	6	2	flpspk	invspk														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
w14	Spirit Mask (Grade 1)	pelt	tier	100		4	1	93	140			77	0		54		17	5		729	w14		402	dr1	dr1	w14	w14	w14			2	2	1	2	1	flpdr1	invdr5														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
w54	Spirit Mask (Grade 2)	pelt	tier	100		4	1	247	346			113	0		54		46	14		2916	w54		402	dr1	dr1	w54	w54	w54			2	2	1	2	1	flpdr1	invdr5														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
w94	Spirit Mask (Grade 3)	pelt	tier	100		4	1	506	698			238	0		54		76	23		14580	w94		403	dr1	dr1	w94	w94	w94			2	2	1	3	1	flpdr1	invdr5														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
e24	Spirit Mask (Grade 4)	pelt	tier	100		4	1	692	946			494	0		54		87	27		29160	e24		404	dr1	dr1	e24	e24	e24			2	2	1	4	1	flpdr1	invdr5														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
@51	Spirit Mask (Sacred)	qplt		100		1	1	1043	1170			594	0		54		87	30		29160	@51		404	dr1	dr1	@51	@51	@51			2	2	1	4	1	flpdr1	invdr5														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
608	Splint Mail (Grade 1)	tors	tier			20	1	149	299			61	0		75		10	3		471	608		401	spl	spl	608	608	608		1	2	3	1	2	1	flpspl	invspl			1	1	2	1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255		1		1	1					255					255					255			2	8		xxx	xxx			1
700	Splint Mail (Grade 2)	tors	tier			20	1	375	700			90	0		75		39	11		1884	700		404	spl	spl	700	700	700		1	2	3	1	4	1	flpspl	invspl			1	1	2	1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
792	Splint Mail (Grade 3)	tors	tier			20	1	764	1387			189	0		75		68	20		9420	792		405	spl	spl	792	792	792		1	2	3	1	5	1	flpspl	invspl			1	1	2	1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
Ysh5	Yshari Shield	###4				0	0	1010	1205			0	500	0	100		84	30		18840	Ysh5		406	spk	buc	Ysh5	Ysh5	Ysh5		7	2	3	1	0	2	flpspk	lab_shield		lab_shield												item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
838	Splint Mail (Grade 4)	tors	tier			20	1	1041	1878			391	0		75		82	24		18840	838		406	spl	spl	838	838	838		1	2	3	1	6	1	flpspl	invspl			1	1	2	1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@09	Splint Mail (Sacred)	qtor				2	1	2613	3031			563	0		75		82	30		18840	@09		406	spl	spl	@09	@09	@09		1	2	3	1	6	1	flpspl	invspl			1	1	2	1	1	1						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
603	Studded Leather (Grade 1)	tors	tier			20	1	70	144			31	0		45		6	1		175	603		401	stu	stu	603	603	603		1	2	3	1	2	1	flpstu	invstu					1	1	1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255		1		1	1					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
695	Studded Leather (Grade 2)	tors	tier			20	1	208	363			46	0		45		35	10		700	695		404	stu	stu	695	695	695		1	2	3	1	4	1	flpstu	invstu					1	1	1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
787	Studded Leather (Grade 3)	tors	tier			20	1	439	738			96	0		45		64	19		3500	787		405	stu	stu	787	787	787		1	2	3	1	5	1	flpstu	invstu					1	1	1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
833	Studded Leather (Grade 4)	tors	tier			20	1	600	1002			199	0		45		78	23		7000	833		406	stu	stu	833	833	833		1	2	3	1	6	1	flpstu	invstu					1	1	1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@04	Studded Leather (Sacred)	qtor				2	1	2392	2593			499	0		45		78	30		7000	@04		406	stu	stu	@04	@04	@04		1	2	3	1	6	1	flpstu	invstu					1	1	1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
w20	Targe (Grade 1)	ashd	tier	100		4	1	42	80			0	13	1	40		4	1		108	w20		401	pa1	spk	w20	w20	w20		7	2	2	1	1	2	flppa1	invpa1														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1
w60	Targe (Grade 2)	ashd	tier	100		4	1	135	215			0	19	1	40		33	10		432	w60		402	pa1	spk	w60	w60	w60		7	2	2	1	2	2	flppa1	invpa1														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1
e10	Targe (Grade 3)	ashd	tier	100		4	1	294	445			0	41	1	40		62	18		2160	e10		403	pa1	spk	e10	e10	e10		7	2	2	1	3	2	flppa1	invpa1														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1
e30	Targe (Grade 4)	ashd	tier	100		4	1	406	608			0	85	1	40		75	23		4320	e30		404	pa1	spk	e30	e30	e30		7	2	2	1	4	2	flppa1	invpa1														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1
@57	Targe (Sacred)	qaur		100		1	1	1597	1699			0	437	1	40		75	30		4320	@57		404	pa1	spk	@57	@57	@57		7	2	2	1	4	2	flppa1	invpa1														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1
k03	Tiara (Grade 1)	circ	tier	100		8	1	31	67			0	21		20		13	4		445	k03		402	lit	lit	k03	k03	k03			2	2	1	2	1	flpci1	invci2														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			1	2		xxx	xxx			1
k11	Tiara (Grade 2)	circ	tier	100		8	1	86	162			0	43		20		41	12		1780	k11		402	lit	lit	k11	k11	k11			2	2	1	2	1	flpci1	invci2														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx	xxx			1
k19	Tiara (Grade 3)	circ	tier	100		8	1	180	322			0	103		20		73	21		8900	k19		403	lit	lit	k19	k19	k19			2	2	1	3	1	flpci1	invci2														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx	xxx			1
k23	Tiara (Grade 4)	circ	tier	100		8	1	247	437			0	220		20		88	25		17800	k23		404	lit	lit	k23	k23	k23			2	2	1	4	1	flpci1	invci2														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx	xxx			1
@69	Tiara (Sacred)	qcic		100		2	1	725	820			0	392		20		88	30		17800	@69		404	lit	lit	@69	@69	@69			2	2	1	4	1	flpci1	invci2														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx	xxx			1
6@O	Totem Shield (Grade 1)	ishd	tier			10	1	42	82			0	44	1	56		10	3		309	6@O		401	bsh	buc	6@O	6@O	6@O		7	2	3	1	1	2	flpbsh	invxshu														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
Ysh8	Yshari Gloves	###7				0	0	558	653			500	0		100		86	30		20000	Ysh8		404	hgl	hgl	Ysh8	Ysh8	Ysh8		16	2	2	1	0	1	flphgl	lab_gloves		lab_gloves												item_glovesmetal	12	item_glovesmetal			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
Ysh9	Yshari Greaves	###8				0	0	827	933			500	0		100		86	30		20000	Ysh9		404	hbt	hbt	Ysh9	Ysh9	Ysh9		16	2	2	1	0	1	flphbt	lab_boots		lab_boots												item_bootsmetal	12	item_bootsmetal			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
8@O	Totem Shield (Grade 2)	ishd	tier			10	1	130	215			0	65	1	56		39	12		1236	8@O		404	bsh	buc	8@O	8@O	8@O		7	2	3	1	4	2	flpbsh	invxshu														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
1@P	Totem Shield (Grade 3)	ishd	tier			10	1	280	444			0	137	1	56		68	20		6180	1@P		405	bsh	buc	1@P	1@P	1@P		7	2	3	1	5	2	flpbsh	invxshu														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
Ysh4	Yshari Armor	###3				0	0	2787	3381		3	500	0		100		87	30		40000	Ysh4		406	gth	gth	Ysh4	Ysh4	Ysh4		1	2	3	1	0	1	flpgth	lab_armor		lab_armor	2	2	1	2	2	2						item_platearmor	12	item_platearmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
Ysh7	Yshari Belt	###6	qblt			0	0	1363	1493			500	0		100		87	30		20000	Ysh7		402	hbl	hbl	Ysh7	Ysh7	Ysh7		16	2	1	1	0	1	flphbl	lab_belt		lab_belt												item_belt	12	item_belt			5			6			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
2@P	Totem Shield (Grade 4)	ishd	tier			10	1	385	607			0	282	1	56		82	25		12360	2@P		406	bsh	buc	2@P	2@P	2@P		7	2	3	1	6	2	flpbsh	invxshu														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
3@P	Totem Shield (Sacred)	sisd				1	1	695	805			0	527	1	56		82	30		12360	3@P		406	bsh	buc	3@P	3@P	3@P		7	2	3	1	6	2	flpbsh	invxshu														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
625	Tower Shield (Grade 1)	shie	tier			20	1	146	287		6	38	73	0	72		12	3		594	625		401	tow	buc	625	625	625		7	2	3	1	1	2	flptow	invtow														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			2	8		xxx	xxx			1
717	Tower Shield (Grade 2)	shie	tier			20	1	375	674		6	56	107	0	72		41	12		2376	717		403	tow	buc	717	717	717		7	2	3	1	3	2	flptow	invtow														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
809	Tower Shield (Grade 3)	shie	tier			20	1	759	1336		6	118	226	0	72		73	21		11880	809		404	tow	buc	809	809	809		7	2	3	1	4	2	flptow	invtow														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
855	Tower Shield (Grade 4)	shie	tier			20	1	1031	1811		6	244	468	0	72		85	25		23760	855		404	tow	buc	855	855	855		7	2	3	1	4	2	flptow	invtow														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@26	Tower Shield (Sacred)	qshi				2	1	1910	2300		6	514	589	0	72		85	30		23760	@26		404	tow	buc	@26	@26	@26		7	2	3	1	4	2	flptow	invtow														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
w27	Unraveller Head (Grade 1)	head	tier	100		4	1	78	151			0	24	1	53		9	2		298	w27		402	ne3	bhm	w27	w27	w27		10	2	2	1	2	2	flpne3	invne3														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
w67	Unraveller Head (Grade 2)	head	tier	100		4	1	202	359			0	35	1	53		38	11		1192	w67		402	ne3	bhm	w67	w67	w67		10	2	2	1	2	2	flpne3	invne3														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
e17	Unraveller Head (Grade 3)	head	tier	100		4	1	419	718			0	74	1	53		67	20		5960	e17		403	ne3	bhm	e17	e17	e17		10	2	2	1	3	2	flpne3	invne3														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
e37	Unraveller Head (Grade 4)	head	tier	100		4	1	569	974			0	153	1	53		82	24		11920	e37		404	ne3	bhm	e37	e37	e37		10	2	2	1	4	2	flpne3	invne3														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
@64	Unraveller Head (Sacred)	qhed		100		1	1	1331	1533			0	441	1	53		82	30		11920	@64		404	ne3	bhm	@64	@64	@64		10	2	2	1	4	2	flpne3	invne3														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
w10	Wolf Head (Grade 1)	pelt	tier	100		4	1	28	39			23	0		31		4	1		85	w10		401	dr1	dr1	w10	w10	w10			2	2	1	1	1	flpdr1	invdr1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
w50	Wolf Head (Grade 2)	pelt	tier	100		4	1	102	131			35	0		31		26	10		340	w50		402	dr1	dr1	w50	w50	w50			2	2	1	2	1	flpdr1	invdr1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
w90	Wolf Head (Grade 3)	pelt	tier	100		4	1	232	283			74	0		31		62	18		1700	w90		403	dr1	dr1	w90	w90	w90			2	2	1	3	1	flpdr1	invdr1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
e20	Wolf Head (Grade 4)	pelt	tier	100		4	1	318	388			152	0		31		75	23		3400	e20		404	dr1	dr1	e20	e20	e20			2	2	1	4	1	flpdr1	invdr1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
@47	Wolf Head (Sacred)	qplt		100		1	1	857	891			440	0		31		75	30		3400	@47		404	dr1	dr1	@47	@47	@47			2	2	1	4	1	flpdr1	invdr1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
w26	Zombie Head (Grade 1)	head	tier	100		4	1	56	107			0	17	1	45		6	2		161	w26		402	ne2	bhm	w26	w26	w26		10	2	2	1	2	2	flpne2	invne2														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
w66	Zombie Head (Grade 2)	head	tier	100		4	1	159	269			0	25	1	45		36	10		644	w66		402	ne2	bhm	w66	w66	w66		10	2	2	1	2	2	flpne2	invne2														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
e16	Zombie Head (Grade 3)	head	tier	100		4	1	333	544			0	54	1	45		65	19		3220	e16		403	ne2	bhm	e16	e16	e16		10	2	2	1	3	2	flpne2	invne2														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
e36	Zombie Head (Grade 4)	head	tier	100		4	1	455	742			0	112	1	45		80	24		6440	e36		404	ne2	bhm	e36	e36	e36		10	2	2	1	4	2	flpne2	invne2														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
@63	Zombie Head (Sacred)	qhed		100		1	1	1274	1417			0	438	1	45		80	30		6440	@63		404	ne2	bhm	@63	@63	@63		10	2	2	1	4	2	flpne2	invne2														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
Ysh6	Yshari Crown	###5				0	0	1479	1638			500	0		100		90	30		30000	Ysh6		404	crn	crn	Ysh6	Ysh6	Ysh6			2	2	1	0	1	flpcrn	lab_helm		lab_helm												item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
