description	enabled	* type	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	min diff	version	ladder	*eol
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,tmp,noe"	G7+	"qum,qty=2"					useitem			100	blessings-counter			1	1	dmg-minion			9	90	att%-minion			9	90											G8+																																																											100		0
blessings (simple): Tainted: 2 charges	1	SC - Blessings	16	219	0		4	"ct1x,crf,noe"	G8+	"qum,qty=2"					useitem			100	blessings-counter			1	1	dmg-minion			6	60	att%-minion			6	60											G9+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,rar,noe"	G8+	"qum,qty=2"					useitem			100	blessings-counter			1	1	dmg-minion			6	60	att%-minion			6	60											G9+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,tmp,noe"	G8+	"qum,qty=2"					useitem			100	blessings-counter			1	1	dmg-minion			6	60	att%-minion			6	60											G9+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,crf,noe"	G8+	"qum,qty=2"					useitem			100	blessings-counter			1	1	dmg-minion			9	90	att%-minion			9	90											G9+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,rar,noe"	G8+	"qum,qty=2"					useitem			100	blessings-counter			1	1	dmg-minion			9	90	att%-minion			9	90											G9+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,tmp,noe"	G8+	"qum,qty=2"					useitem			100	blessings-counter			1	1	dmg-minion			9	90	att%-minion			9	90											G9+																																																											100		0
blessings (simple): Tainted: 1 charge	1	SC - Blessings	16	219	0		4	"ct1x,crf,noe"	G9+	"qum,qty=2"					useitem			100	blessings-counter			1	1	dmg-minion			6	60	att%-minion			6	60																																																																						100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,rar,noe"	G9+	"qum,qty=2"					useitem			100	blessings-counter			1	1	dmg-minion			6	60	att%-minion			6	60																																																																						100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,tmp,noe"	G9+	"qum,qty=2"					useitem			100	blessings-counter			1	1	dmg-minion			6	60	att%-minion			6	60																																																																						100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,crf,noe"	G9+	"qum,qty=2"					useitem			100	blessings-counter			1	1	dmg-minion			9	90	att%-minion			9	90																																																																						100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,rar,noe"	G9+	"qum,qty=2"					useitem			100	blessings-counter			1	1	dmg-minion			9	90	att%-minion			9	90																																																																						100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,tmp,noe"	G9+	"qum,qty=2"					useitem			100	blessings-counter			1	1	dmg-minion			9	90	att%-minion			9	90																																																																						100		0
shrine crafting: Eerie: 10 charges	1	SC - Crafting					2	"ct1x,crf"	D0+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D1+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	D0+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D1+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	D0+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D1+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	D0+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D1+																																																													0
shrine crafting: Eerie: 9 charges	1	SC - Crafting					2	"ct1x,crf"	D1+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D2+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	D1+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D2+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	D1+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D2+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	D1+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D2+																																																													0
shrine crafting: Eerie: 8 charges	1	SC - Crafting					2	"ct1x,crf"	D2+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D3+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	D2+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D3+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	D2+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D3+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	D2+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D3+																																																													0
shrine crafting: Eerie: 7 charges	1	SC - Crafting					2	"ct1x,crf"	D3+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D4+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	D3+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D4+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	D3+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D4+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	D3+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D4+																																																													0
shrine crafting: Eerie: 6 charges	1	SC - Crafting					2	"ct1x,crf"	D4+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D5+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	D4+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D5+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	D4+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D5+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	D4+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D5+																																																													0
shrine crafting: Eerie: 5 charges	1	SC - Crafting					2	"ct1x,crf"	D5+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D6+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	D5+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D6+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	D5+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D6+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	D5+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D6+																																																													0
shrine crafting: Eerie: 4 charges	1	SC - Crafting					2	"ct1x,crf"	D6+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D7+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	D6+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D7+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	D6+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D7+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	D6+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D7+																																																													0
shrine crafting: Eerie: 3 charges	1	SC - Crafting					2	"ct1x,crf"	D7+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D8+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	D7+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D8+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	D7+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D8+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	D7+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D8+																																																													0
shrine crafting: Eerie: 2 charges	1	SC - Crafting					2	"ct1x,crf"	D8+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D9+																																																													0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	D8+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60											D9+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	D8+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D9+																																																													0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	D8+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90											D9+																																																													0
shrine crafting: Eerie: 1 charge	1	SC - Crafting					2	"ct1x,crf"	D9+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60																																																																								0
shrine crafting	1	SC - Crafting					2	"ct1x,rar"	D9+						"usetype,crf"			100	enr			4	20	enr%			4	8	enr-factor			6	60																																																																								0
shrine crafting	1	SC - Crafting					2	"ct2x,crf"	D9+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90																																																																								0
shrine crafting	1	SC - Crafting					2	"ct2x,rar"	D9+						"usetype,crf"			100	enr			6	28	enr%			6	12	enr-factor			9	90																																																																								0
blessings (simple): Eerie: 10 charges	1	SC - Blessings	16	219	0		4	"ct1x,crf,noe"	D0+	"qum,qty=2"					useitem			100	blessings-counter			1	1	enr			4	20	enr%			4	8	enr-factor			6	60						D1+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,rar,noe"	D0+	"qum,qty=2"					useitem			100	blessings-counter			1	1	enr			4	20	enr%			4	8	enr-factor			6	60						D1+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,tmp,noe"	D0+	"qum,qty=2"					useitem			100	blessings-counter			1	1	enr			4	20	enr%			4	8	enr-factor			6	60						D1+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,crf,noe"	D0+	"qum,qty=2"					useitem			100	blessings-counter			1	1	enr			6	28	enr%			6	12	enr-factor			9	90						D1+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,rar,noe"	D0+	"qum,qty=2"					useitem			100	blessings-counter			1	1	enr			6	28	enr%			6	12	enr-factor			9	90						D1+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,tmp,noe"	D0+	"qum,qty=2"					useitem			100	blessings-counter			1	1	enr			6	28	enr%			6	12	enr-factor			9	90						D1+																																																											100		0
blessings (simple): Eerie: 9 charges	1	SC - Blessings	16	219	0		4	"ct1x,crf,noe"	D1+	"qum,qty=2"					useitem			100	blessings-counter			1	1	enr			4	20	enr%			4	8	enr-factor			6	60						D2+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,rar,noe"	D1+	"qum,qty=2"					useitem			100	blessings-counter			1	1	enr			4	20	enr%			4	8	enr-factor			6	60						D2+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct1x,tmp,noe"	D1+	"qum,qty=2"					useitem			100	blessings-counter			1	1	enr			4	20	enr%			4	8	enr-factor			6	60						D2+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,crf,noe"	D1+	"qum,qty=2"					useitem			100	blessings-counter			1	1	enr			6	28	enr%			6	12	enr-factor			9	90						D2+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,rar,noe"	D1+	"qum,qty=2"					useitem			100	blessings-counter			1	1	enr			6	28	enr%			6	12	enr-factor			9	90						D2+																																																											100		0
blessings (simple)	1	SC - Blessings	16	219	0		4	"ct2x,tmp,noe"	D1+	"qum,qty=2"					useitem			100	blessings-counter			1	1	enr			6	28	enr%			6	12	enr-factor			9	90						D2+																																																											100		0
blessings (simple): Eerie: 8 charges	1	SC - Blessings	16	219	0		4	"ct1x,crf,noe"	D2+	"qum,qty=2"					useitem			100	blessings-counter			1	1	enr			4	20	enr%			4	8	enr-factor			6	60						D3+																																																											100		0
