!01	Naginata (1)
!03	Naginata (2)
!05	Naginata (3)
!06	Naginata (4)
!07	Naginata (Sacred)
!08	Raptor Scythe (1)
!1!	Warp Blade (2)
!10	Raptor Scythe (2)
!12	Raptor Scythe (3)
!13	Raptor Scythe (4)
!14	Raptor Scythe (Sacred)
!15	Bonesplitter (1)
!17	Bonesplitter (2)
!19	Bonesplitter (3)
!20	Bonesplitter (4)
!21	Bonesplitter (Sacred)
!22	Mammen Axe (1)
!24	Mammen Axe (2)
!26	Mammen Axe (3)
!27	Mammen Axe (4)
!28	Mammen Axe (Sacred)
!3!	Warp Blade (3)
!30	Hammerhead Axe (2)
!32	Hammerhead Axe (3)
!33	Hammerhead Axe (4)
!34	Hammerhead Axe (Sacred)
!35	Ono (1)
!37	Ono (2)
!39	Ono (3)
!4!	Warp Blade (4)
!40	Ono (4)
!41	Ono (Sacred)
!42	Valaska (1)
!44	Valaska (2)
!46	Valaska (3)
!47	Valaska (4)
!48	Valaska (Sacred)
!49	Labrys (1)
!5!	Warp Blade (Sacred)
!51	Labrys (2)
!53	Labrys (3)
!54	Labrys (4)
!55	Labrys (Sacred)
!56	Flamen Staff (1)
!58	Flamen Staff (2)
!60	Flamen Staff (3)
!61	Flamen Staff (4)
!62	Flamen Staff (Sacred)
!63	Marrow Staff (1)
!65	Marrow Staff (2)
!67	Marrow Staff (3)
!68	Marrow Staff (4)
!69	Marrow Staff (Sacred)
!70	Hexblade (1)
!72	Hexblade (2)
!74	Hexblade (3)
!75	Hexblade (4)
!76	Hexblade (Sacred)
!77	Spirit Edge (1)
!79	Spirit Edge (2)
!81	Spirit Edge (3)
!82	Spirit Edge (4)
!83	Spirit Edge (Sacred)
!84	Holy Lance (1)
!86	Holy Lance (2)
!88	Holy Lance (3)
!89	Holy Lance (4)
!90	Holy Lance (Sacred)
!91	Tepoztopilli (1)
!93	Tepoztopilli (2)
!95	Tepoztopilli (3)
!96	Tepoztopilli (4)
!97	Tepoztopilli (Sacred)
!98	Warp Blade (1)
!@1	\dgreen;Evil Eye of the Clawstorm
!@2	\dgreen;Evil Eye of the Landmass
!@3	\dgreen;Evil Eye of the Glowing Blob
!@4	\dgreen;Evil Eye of the Fairy Witch
!@5	\dgreen;Evil Eye of the Bane Hunter
!@6	\dgreen;Dogma of Suffering
!@7	\dgreen;Dogma of Pain
!@8	\dgreen;Dogma of Hatred
!@9	\dgreen;Dogma of Terror
!@A	\dgreen;Dogma of Destruction
!@B	\dgreen;Signet of Skill
##.	\gold;Neutrality Pact
##^	\dgreen;Custom Signet of Learning
#01	\orange;Lord Aldric Jitan Trophy
#02	\orange;Legacy of Blood Trophy
#03	\orange;Judgement Day Trophy
#04	\orange;Akarat Trophy
#05	\orange;Kingdom of Shadow Trophy
#06	\orange;Duncraig Trophy
#07	\orange;Rathma Square Trophy
#08	\orange;Cathedral of Light Trophy
#09	\orange;Tran Athulua Trophy
#10	\orange;Quov Tsin Trophy
#11	\orange;Astrogha Trophy
#12	\orange;The Lord of Sin Trophy
#13	\orange;Viz-jun Trophy
#14	\orange;Archbishop Lazarus Trophy
#15	\orange;Triune Trophy
#16	\orange;Uldyssian's Trophy
#17	\orange;Black Road Trophy
#1^	\gold;Diablo's Essence
#2^	\orange;Pandora's Box
#X0	Gem
#X1	Реагент Куба (Секретный)\n\orange;Emblem of Suffering
#X2	Реагент Куба (Секретный)\n\orange;Emblem of Pain
#X3	Реагент Куба (Секретный)\n\orange;Emblem of Hatred
#X4	Реагент Куба (Секретный)\n\orange;Emblem of Terror
#X5	Реагент Куба (Секретный)\n\orange;Emblem of Destruction
#X6	Реагент Куба (Секретный)\n\orange;Emblem of Lies
#X7	Level Challenge 0
#X8	\red;Instructions\nLevel Challenge 0
#X9	Реагент Куба\n\orange;Griswold's Treasure
#Y^	Creator's Hand\nCongratulations!
&66	\orange;Mystic Orb\nKara's Trinket
CharsiGossip1	48\nТы знаешь, я была с Сестрами\nстолько, сколько себя помню. Но\nАкара сказала мне, что мои\nнастоящие родители были варварами\nиз северных племен, и их убили,\nкогда я была совсем маленькой. \n\nИногда мне интересно, как бы\nсложилась моя жизнь, если бы меня\nвоспитали варвары. \n\nЯ не знаю. Мне нравится быть\nкузнецом... но иногда хочется уйти\nи посмотреть мир, знаешь?\n
CharsiGossip2	83\nНа самом деле, я ничего не знаю о\nКаине. Похоже, у него много\nсекретов... Это меня раздражает.\n
CharsiGossip3	51\nО, Кася - дивная тетка. Конечно,\nона слишком строга к чужакам, но\nкто может винить ее? Она хочет\nтолько защитить наш Орден. Но\nсейчас, когда наши Сестры\nобернулись против нас... По-моему,\nвсе это ожесточило ее сердце.\n
CharsiGossip4	72\nАкара, наша жрица и провидица,\nбольше всех опечалена совращением\nнаших Сестер. Боюсь, она винит в\nэтом себя.\n
CharsiGossip5	72\nВаррив неплохой человек, по-моему.\nОн кажется слишком серьезным\nбольшую часть времени. Но я слишком\nмало с ним говорила.\n
CharsiGossip6	73\nО, Гид мне нравится. Он очень\nзабавный. У него куча всяких\nисторий о местах, в которых он был.\nХотела бы я видеть то, что он\nповидал.\n
CharsiGossip7	76\nЯ не знаю, почему некоторые наши\nСестры последовали за Андариэль.\nЗаблудшие были одними из лучших\nнаших воительниц.\n
CharsiIntroBarGossip1	48\nУх ты. Так ты варвар, да? Я правда\nсчастлива тебя видеть. Я видела\nздесь нескольких ваших недавно. Я\nнемножко ревную... я бы тоже хотела\nпоискать приключений с тобой. \n\nА, да, кстати... Я Чарси, кузнец в\nэтом лагере.\n
CharsiIntroGossip1	44\nПривет. Я Чарси, кузнец в этом\nлагере. Здорово видеть здесь таких\nмогучих искателей приключений. \n\nМногие из наших Сестер храбро\nсражались против Дьябло, когда он в\nпервый раз напал на город Тристрам.\nОни вернулись к нам настоящими\nветераншами, захватили несколько\nмагических предметов. Однако их\nпобеда была временной...\nБольшинство их теперь совращены\nАндариэль.\n
Chasmstriker	Chasmstriker
Chatcaps	ЧАТ
Checkmate	Checkmate
Cheetah	Cheetah
Chest	Сундук
Chest3	Сундук
ChestL	Сундук
ChestSL	Сундук
ChestSR	Сундук
Chestnut	Каштановый
ChickRean	Chicken (Critter)
Chilling	Охлаждающий
Chillspine	Chillspine
Chillstring	Chillstring
ChimaeraTrap	Chimaera Trap
ChoberChaber	Chober Chaber
Choronzon	Choronzon
Chromatic	Хроматический
Chromatic Ire	Chromatic Ire
Chrysopelea	Chrysopelea
Chthon	Chthon
Cindercone	Cindercone
Cinnabar	Киноварный
Circe	Circe
Circuitbreaker	Circuit Breaker
Circus	Circus
Citizen	Citizen
City of the Damned	City of the Damned
Civerb's	Civerb's
Civerb's Cudgel	Civerb's Cudgel
Civerb's Icon	Civerb's Icon
Civerb's Vestments	Civerb's Vestments
Civerb's Ward	Civerb's Ward
ClapsedOrbSU3	Tormentor
Class Specific	Зависит от класса
Claw	Claw
Claw Viper Temple	Claw Viper Temple
Claw Viper Temple Level 1	Claw Viper Temple Level 1
Claw Viper Temple Level 2	Claw Viper Temple Level 2
Claw of the Spirit Wolf	Claw of the Spirit Wolf
ClawViper	Claw Viper
Clawscratch	Clawscratch
ClawstormM	Clawstorm Terror
ClayGolem	Clay Golem
ClaymoreSU3	Eddard's Ice
CleaverofMirrors	Cleaver of Mirrors
Cleglaw's	Cleglaw's
Cleglaw's Brace	Cleglaw's Brace
Cleglaw's Claw	Cleglaw's Claw
Cleglaw's Pincers	Cleglaw's Pincers
Cleglaw's Tooth	Cleglaw's Tooth
Cliffhanger	Cliffhanger
Cliffkiller	Cliffkiller
Cloak of Flames	Cloak of Flames
CloakoftheOutcast	Cloak of the Outcast
CloudLordAa	Cloud Lord
CloudStalker	Cloud Stalker
CloudStalkerNest	Cloud Stalker Nest
CloudX	Cloud
Cloudcrack	Cloudcrack
Cloudladder	Cloudladder
Cloudwhirl	Cloudwhirl
Cloudy	Облачный
ClubSU3	Crackrust
CoLenplev	к Длительности Холода за Уровень
Cobalt	кобальтовый
CobraAa	Cobra
CogZ	Cog
Coif of Glory	Coif of Glory
Coil	Coil
Cold	Ice
Cold Plains	Cold Plains
Cold Spell	Заклинание Холода
ColdFusionSchematics	Cold Fusion Schematics
Coldcrow	Coldcrow
Colddplev	Урона Холодом за Уровень
Coldhunger	Coldhunger
Coldkill	Coldkill
Coldkill Iceguard	Coldkill Iceguard
Coldsteal Eye	Coldsteal Eye
Coldsteel Eye	Coldsteel Eye
Coldworm the Burrower	Coldworm the Burrower
Collar	Collar
Colliding Worlds	Colliding Worlds
CollidingFury	Colliding Fury
Colorful	Цветной
Comaetho	Comaetho
Commander's	Командующего
Communal	Общинный
Compact	Компактный
Compass of Souls	Compass of Souls
CompletingAndarielAma	Эта Дева больше не будет никого терзать.
CompletingAndarielAss	Подружись со смертью, Андариель.
CompletingAndarielBar	Открывайте ворота!
CompletingAndarielDru	Твое правление окончено, Андариель.
CompletingAndarielNec	Возвращайся в ад, породивший тебя, Андариэль.
CompletingAndarielPal	Моя работа здесь завершена.
CompletingAndarielSor	Злая королева пала.
CompletingBeneathCityAma	Эврика!
CompletingBeneathCityAss	Эту канализацию я не прочь вычистить.
CompletingBeneathCityBar	Хорошо. Теперь я пойду отсюда и подышу свежим воздухом!
CompletingBeneathCityDru	Из мусора в сокровища...
CompletingBeneathCityNec	Прекрасно. Еще мусор. Именно то, что и должно быть в канализации...
CompletingBeneathCityPal	Этот клад поможет снять проклятие с Кураста!
CompletingBeneathCitySor	Надеюсь, эти предметы помогут мне справиться с демонами.
CompletingBladeAma	Этот кинжал отделяет праведных от падших.
CompletingBladeAss	Какой великолепный клинок! Я должна поговорить о нем с Ормусом.
CompletingBladeBar	Этот святой клинок не должен попасть в руки Закарума.
CompletingBladeDru	Ормус может что-то знать об этом необычном клинке.
CompletingBladeNec	Это мощное оружие. Возможно, Ормус расскажет мне о нем подробнее.
CompletingBladePal	Этот клинок пронзит сердце Зла!
CompletingBladeSor	Мне нужно принести это Ормусу.
CompletingBurialAma	Покойся в мире, Сестра.
CompletingBurialAss	То, что я убиваю больше не поднимается.
CompletingBurialBar	Хороший уход, Кровавый Ворон.
CompletingBurialDru	Твое время прошло, Кровавый Ворон.
CompletingBurialNec	Кровавый Ворон... спи спокойно.
CompletingBurialPal	Сестры, другого выхода не было.
CompletingBurialSor	Мир тебе, Кровавый Ворон.
CompletingDOEAma	Возможно, Сестры теперь будут доверять мне.
CompletingDOEAss	Испытание разбойниками пройдено.
CompletingDOEBar	Пока что Бродяги в безопасности.
CompletingDOEDru	Ха! Они что, все уже кончились?
CompletingDOENec	Этого достаточно, чтобы завоевать доверие Бродяг?
CompletingDOEPal	Мой долг здесь исполнен.
CompletingDOESor	Эта пещера очищена от зла.
CompletingDefeatBaalAct5Ams	Моя работа здесь завершена.
CompletingDefeatBaalAct5Ass	Дьявольского братства больше нет.
CompletingDefeatBaalAct5Bar	Первичного Зла больше не существует.
CompletingDefeatBaalAct5Dru	Баал! Присоединись к своим братьям в забвении.
CompletingDefeatBaalAct5Nec	Баал, не стоит ставить под сомнения мои навыки.
CompletingDefeatBaalAct5Pal	Баал, ты доле не будешь править этим королевством смерти.
CompletingDefeatBaalAct5Sor	Последний из Трех пал.
CompletingForgottenTAma	Клад Башни... иди и возьми!
CompletingForgottenTBar	Это достаточная награда!
CompletingForgottenTNec	Кладоискательство... тьфу... Кладонахождение... да.
CompletingForgottenTPal	В этой башне есть свои прелести...
CompletingForgottenTSor	Я надеюсь найти еще такой же клад!
CompletingGuardianTowerAma	Успех... Но все еще что-то здесь не так.
CompletingGuardianTowerAss	Ненависть Мефистофеля была отравленной пустотой.
CompletingGuardianTowerBar	Теперь, может быть, мир обретет покой.
CompletingGuardianTowerNec	Счастливого пути, Мефистофель. Передавай бездне наилучшие пожелания.
CompletingGuardianTowerPal	Владыка Ненависти не будет больше омрачать мир.
CompletingGuardianTowerSor	Мефисто не будет больше омрачать наши души ненавистью.
CompletingLamEsenAma	И вся эта беготня из-за потрепанной книжки.
CompletingLamEsenAss	Ормус... у тебя странный выбор книг.
CompletingLamEsenBar	Пусть эта книга снимет тень с Кураста.
CompletingLamEsenDru	Ормус... хорошо изучай книгу.
CompletingLamEsenNec	Раз эта книга выполнила свою задачу, я хочу поглубже изучить ее.
CompletingLamEsenPal	Пусть Черная Книга избавит нас от зла!
CompletingLamEsenSor	Пусть Черная Книга устроит в аду черный день!
CompletingNihlathakAct5Ams	Сговор с Баалом... Какая трагическая ошибка.
CompletingNihlathakAct5Ass	Вы Черные Маги все одинаковые - вы одержимы энергией.
CompletingNihlathakAct5Bar	Подходящая смерть для предателя.
CompletingNihlathakAct5Dru	Предатель, ты получил свою награду.
CompletingNihlathakAct5Nec	Ты был печальным маленьким человеком, Нихлатак.
CompletingNihlathakAct5Pal	Нихлатак. Что привело тебя к такому концу?
CompletingNihlathakAct5Sor	Твои силы не могли сравниться с моими.
CompletingRadamentAma	Атма теперь отомщена.
CompletingRadamentAss	Месть... За Атму.
CompletingRadamentBar	Я начинаю уставать от ходячих мертвецов.
CompletingRadamentDru	Обратись в пыль, Радамент.
CompletingRadamentNec	Нельзя так бросаться неживой плотью.
CompletingRadamentPal	Я помолюсь, чтобы Атма спала теперь спокойно.
CompletingRadamentSor	Что за невоспитанное чудовище.
CompletingStopSiegeAms	Ой...Это моя работа?
CompletingStopSiegeAss	Шенк, твое6му правлению пришел конец.
CompletingStopSiegeBar	Осада сломлена.
CompletingStopSiegeDru	Катапульты замолчали.
CompletingStopSiegeNec	Ох, ох, какой беспокойный маленький демон.
CompletingStopSiegePal	Харрогат свободен от тебя, демон.
CompletingStopSiegeSor	Харрогат теперь может спать спокойно.
CompletingSummonerAma	Спокойного сна, урод.
CompletingSummonerAss	Хоразон, твоей ловушке коней.
CompletingSummonerBar	Ненавижу пачкать руки кровью злых колдунов.
CompletingSummonerDru	Теперь я могу покинуть этот кошмар.
CompletingSummonerNec	Он не был Хоразоном. Он был обманутым олухом, слишком близким к истинной силе!
CompletingSummonerPal	Покойся в мире, измученная душа.
CompletingSummonerSor	Это не мог быть Хоразон. Бедный плутишка.
CompletingTaintedSunAma	Да будет свет.
CompletingTaintedSunAss	Змеи! Я ожидала худшего.
CompletingTaintedSunBar	Хорошая новость - солнце светит опять.
CompletingTaintedSunDru	Солнце опять греет землю.
CompletingTaintedSunNec	Какая жалость. Мне как раз начало нравиться в темноте.
CompletingTaintedSunPal	Зло никогда не уничтожит Свет.
CompletingTaintedSunSor	Кто бы мог подумать, что от этих примитивных тварей столько неприятностей!
CompletingTempleAma	Власть Скатзима восстановлена!
CompletingTempleAss	Черная магия рассеяна.
CompletingTempleBar	Темные силы не будут больше отравлять эту землю.
CompletingTempleDru	опять появилась надежда.
CompletingTempleNec	Темная сила Храма разрушена.
CompletingTemplePal	Храм снова засияет Светом.
CompletingTempleSor	Сила Храма обращена в ничто.
CompletingTombAma	Это нехорошо. Когда это безумие закончится?
CompletingTombAss	Первичному злу не скрыться от меня даже на краю света.
CompletingTombBar	Мне не удалось. Дьябло освободил своего проклятого брата. Мир остается в их власти.
CompletingTombDru	Диабло... я тебя еще найду.
CompletingTombNec	Слишком поздно. Теперь... Разрушение опять вырвалось на свободу.
CompletingTombPal	Во имя самопожертвования Тал Раша я уничтожу всех Главных Духов Зла.
CompletingTombSor	Дьябло и Ваал ускользнули от меня! В следующий раз... я отомщу!
CompoundBowSU3	Hunter's Ravage
Condemned	Condemned
Consecrated	Освященный
Constricting Ring	Сжимающееся Кольцо
ConsumedFireBoar	Consumed Fire Boar
ConsumedIceBoar	Consumed Ice Boar
Continue	Продолжить
Continuous	Вечный
Convphy2elemalt	Преобразовывает %d%% Физического Урона в Магический
Convphy2elemplev	Преобразовывает %d%% Физического Урона в Стихийный за Уровень
Convphy2magalt	Преобразовывает %d%% Физического Урона в Стихийный
Convphy2magplev	Преобразовывает %d%% Физического Урона в Магический за Уровень
Coral	коралловый
Cord	Cord
CoreLord	Core Lord
Corexpdam	Урон взрывом трупа: 
Cornerstone of the Roflworld	Cornerstone of the World
Cornucopia	Cornucopia
Corosive	Коррозионный
Corporal	Капрал
Corpse	Corpse
CorpseArcher	Corpse Archer
CorpseMage	Corpse Mage
CorpseOnStick	Мертвый бродяга
CorpseSpitter	Corpse Spitter
CorpseWorm	Corpse Worm
Corpsefire	Трупный огонь
